Protein Id,Gene Symbol,DMSO_R1,DMSO_R2,Erl_R1,Erl_R2,Lap_R1,Lap_R2,Sor_R1,Sor_R2,Sun_R1,Sun_R2
sp|P23443|KS6B1_HUMAN,RPS6KB1,9.38143,9.49493,9.75516,9.5274,10.339,9.90928,9.44871,9.82029,11.5829,10.7409
sp|Q8IUD2|RB6I2_HUMAN,ERC1,9.94772,9.92962,10.0023,10.3492,10.2323,10.0855,9.74327,9.68587,10.1051,9.91908
sp|Q9BW92|SYTM_HUMAN,TARS2,9.1489,9.81343,9.42813,8.7766,10.2564,10.0557,10.5547,11.3843,10.2284,10.3534
sp|Q13144|EI2BE_HUMAN,EIF2B5,9.61398,9.83214,9.89492,10.4086,10.7559,9.58918,9.93958,9.47387,10.8823,9.60953
sp|O75446|SAP30_HUMAN,SAP30,9.32382,9.93929,8.94033,10.4297,9.49587,9.51805,9.45416,10.1763,12.1951,10.5274
sp|P48740-2|MASP1_HUMAN,MASP1,11.0539,10.9426,9.28545,10.3657,8.36904,7.41034,13.9439,12.7009,8.64646,7.28178
sp|Q9BQ69|MACD1_HUMAN,MACROD1,9.48899,9.966,10.315,9.8075,9.93147,10.1619,9.92075,10.5917,9.00772,10.809
sp|P20618|PSB1_HUMAN,PSMB1,9.85917,10.1276,10.3911,10.0007,10.1832,9.57155,9.43641,9.68868,10.0355,10.7061
sp|O00628|PEX7_HUMAN,PEX7,9.62743,9.38388,12.0322,9.19681,9.30617,10.5247,10.8281,10.1991,9.5241,9.37755
sp|O14976|GAK_HUMAN,GAK,9.92987,10.0836,10.156,10.9173,9.9737,9.59867,9.66808,9.87878,9.60427,10.1897
sp|O60313-2|OPA1_HUMAN,OPA1,9.0862,9.49211,9.25073,9.30399,9.7919,9.9755,10.9756,11.7515,10.2522,10.1204
sp|Q9BZE9-2|ASPC1_HUMAN,ASPSCR1,9.46352,10.8647,9.60762,9.71592,9.4529,9.6233,10.6447,10.5871,10.1446,9.89559
sp|Q9Y520-7|PRC2C_HUMAN,PRRC2C,9.55765,10.479,10.158,10.186,9.87092,9.67494,9.78697,10.398,9.95312,9.93555
sp|Q5JSZ5|PRC2B_HUMAN,PRRC2B,10.0334,10.4255,10.7025,10.5276,10.3405,9.8796,9.80697,9.81023,9.03447,9.4392
sp|P48634|PRC2A_HUMAN,PRRC2A,9.98235,10.2963,10.7677,10.4526,10.3874,9.86901,9.49241,9.55351,9.56592,9.63296
sp|Q5T013|HYI_HUMAN,HYI,9.84398,12.2059,7.52885,10.4461,9.82948,10.8546,7.59003,9.8595,8.25788,13.5837
sp|Q9HD40|SPCS_HUMAN,SEPSECS,9.31581,10.009,10.1958,9.71719,9.21866,9.64081,9.99186,10.5374,10.7781,10.5953
sp|Q9Y3D6|FIS1_HUMAN,FIS1,10.6847,8.50689,8.99232,7.87544,9.22544,12.2865,13.0569,9.89051,9.64231,9.83896
sp|Q5T653|RM02_HUMAN,MRPL2,9.68266,9.64574,9.87104,9.1259,10.47,10.0763,10.5847,10.0907,10.2867,10.1663
sp|Q8IUC4|RHPN2_HUMAN,RHPN2,10.4625,10.7552,8.98244,9.52602,10.3472,9.50244,10.0541,11.5099,9.21031,9.65002
sp|P05386|RLA1_HUMAN,RPLP1,10.9697,10.4491,10.3778,9.91023,9.46087,10.8519,9.25756,10.2872,10.5065,7.92915
sp|Q96SB3|NEB2_HUMAN,PPP1R9B,10.4043,10.6523,10.1556,10.0389,9.86667,10.3165,9.67223,9.54451,9.46179,9.88713
sp|Q9ULJ8-3|NEB1_HUMAN,PPP1R9A,10.3277,10.353,10.1011,10.3777,10.071,9.77106,9.57453,10.0769,10.0117,9.33541
sp|Q96IZ0|PAWR_HUMAN,PAWR,9.91657,10.4876,9.91512,10.3286,9.76918,9.01515,11.4293,10.2345,9.06456,9.83942
sp|P98160|PGBM_HUMAN,HSPG2,10.0121,9.77549,9.94487,10.0496,10.9,10.495,8.38481,8.59478,10.6914,11.1519
sp|Q9Y230|RUVB2_HUMAN,RUVBL2,9.99695,9.74368,9.48335,9.80761,9.07475,9.73746,11.1909,10.9286,10.1137,9.923
sp|B0YJ81|HACD1_HUMAN,PTPLA,10.071,8.94594,10.3918,9.16895,10.792,10.5084,8.82216,10.1508,10.3625,10.7864
sp|Q9H0N5|PHS2_HUMAN,PCBD2,10.5916,9.32077,8.56912,8.7026,9.29145,10.4018,12.0367,12.1275,10.3886,8.56993
sp|P61457|PHS_HUMAN,PCBD1,10.8023,10.1421,9.66262,9.96896,9.44063,10.4673,11.291,10.5834,8.8582,8.78349
sp|P33316|DUT_HUMAN,DUT,8.70811,9.39217,9.56055,8.66635,9.40685,9.42981,10.4607,11.896,11.1772,11.3023
sp|Q8IWX7|UN45B_HUMAN,UNC45B,10.2822,9.83548,9.05201,9.56302,8.3567,9.53729,12.6863,11.0087,9.74982,9.92846
sp|Q9H444|CHM4B_HUMAN,CHMP4B,9.89417,10.4788,9.07738,9.13891,8.77442,12.7112,9.60759,9.32569,9.82858,11.1632
sp|Q96CF2|CHM4C_HUMAN,CHMP4C,0,0,0,0,0,0,0,0,0,0
sp|O14646|CHD1_HUMAN,CHD1,9.73561,7.38178,11.1475,9.9637,9.86552,11.2483,9.7931,10.0095,11.0304,9.8247
sp|O14647|CHD2_HUMAN,CHD2,10.4609,10.4188,9.61552,9.69046,9.44237,9.29718,9.54944,10.1206,11.0929,10.3119
sp|P13591|NCAM1_HUMAN,NCAM1,10.7596,11.6835,10.1154,10.2606,10.2085,10.0476,8.70913,8.61879,9.91566,9.68124
sp|P13591-3|NCAM1_HUMAN,NCAM1,10.0576,12.3155,10.1335,11.1243,9.87302,11.6461,7.84346,7.93593,8.9634,10.1072
sp|Q8WZA9|IRGQ_HUMAN,IRGQ,11.0546,11.0774,9.82679,10.4945,8.54102,8.26359,10.5379,10.3987,10.6472,9.1583
sp|Q15833|STXB2_HUMAN,STXBP2,10.6573,10.8884,10.0084,9.76615,9.09023,10.0328,9.97079,9.2559,10.3539,9.97614
sp|P61764-2|STXB1_HUMAN,STXBP1,9.44493,9.42069,9.74741,9.01251,10.7803,10.0182,9.96656,10.2475,10.5975,10.7645
sp|Q9UQ80|PA2G4_HUMAN,PA2G4,10.5527,9.82643,10.077,10.1765,9.34376,9.72524,11.429,10.6741,9.15607,9.03909
sp|O95613|PCNT_HUMAN,PCNT,9.39739,9.37578,9.68019,9.7221,9.61355,10.4181,9.0036,9.38403,11.4889,11.9164
sp|O95202|LETM1_HUMAN,LETM1,9.38407,9.13857,8.49488,9.09078,8.56266,11.2803,12.7366,10.2273,10.1846,10.9003
sp|P78371|TCPB_HUMAN,CCT2,10.3526,10.0797,9.48466,9.76391,8.6907,9.45962,11.3979,10.6608,10.1433,9.96687
sp|Q9BYJ9|YTHD1_HUMAN,YTHDF1,10.3571,9.9649,7.6607,10.0701,10.1986,10.6033,10.7949,9.02299,10.8298,10.4976
sp|Q7Z739|YTHD3_HUMAN,YTHDF3,10.0003,10.4288,10.392,10.7395,10.458,9.68328,9.43256,10.2548,9.38961,9.2211
sp|Q9Y5A9|YTHD2_HUMAN,YTHDF2,9.62768,10.0985,10.1046,10.3616,9.65502,9.26705,10.1725,10.7749,10.2484,9.68967
sp|P04049-2|RAF1_HUMAN,RAF1,9.95297,9.73636,9.64602,9.46338,10.55,9.77233,9.2268,9.07285,11.5719,11.0074
sp|P10398|ARAF_HUMAN,ARAF,9.77767,9.35148,9.9218,9.42176,9.42915,10.2782,10.2352,10.185,10.8866,10.5132
sp|P15056|BRAF_HUMAN,BRAF,9.65917,9.08316,10.9031,10.5712,10.8513,9.84082,9.21906,9.82191,10.0878,9.96246
sp|P52179|MYOM1_HUMAN,MYOM1,11.4881,9.97933,11.0259,12.0545,11.7131,10.8061,8.44063,6.86352,8.58554,9.04327
sp|Q2TAY7|SMU1_HUMAN,SMU1,9.83795,9.8224,9.79926,9.46394,9.85383,9.9605,9.85611,10.5536,10.6302,10.2222
sp|Q9UI10-2|EI2BD_HUMAN,EIF2B4,9.70881,9.66648,10.2655,10.8017,9.90121,10.0056,9.65776,10.0397,10.3532,9.59999
sp|Q9UI10|EI2BD_HUMAN,EIF2B4,10.0502,7.73724,11.0974,12.0692,12.8665,8.71062,9.15211,10.2791,8.52621,9.51138
sp|Q92804|RBP56_HUMAN,TAF15,9.6909,10.1835,10.0826,9.08599,9.46863,9.55501,9.93862,10.626,10.9268,10.4419
sp|P35637|FUS_HUMAN,FUS,9.44462,10.0823,9.95419,11.9281,9.26038,9.79838,11.7115,10.1185,8.89383,8.80813
sp|Q9UHB9|SRP68_HUMAN,SRP68,10.4338,10.2202,9.70372,10.154,9.42241,10.003,11.0525,10.1747,8.74611,10.0896
sp|Q6ZMI0|PPR21_HUMAN,PPP1R21,10.4577,9.60812,9.25272,10.2142,9.28651,10.544,10.9593,8.97958,10.162,10.536
sp|Q9UHW9|S12A6_HUMAN,SLC12A6,8.85201,8.83625,10.2045,10.4496,10.3521,10.6204,9.14682,9.46637,11.1941,10.8778
sp|Q9UP95|S12A4_HUMAN,SLC12A4,9.56608,10.004,10.0577,10.2395,9.78479,9.35726,10.1609,10.3972,10.3344,10.0982
sp|Q9Y666|S12A7_HUMAN,SLC12A7,10.7439,11.4582,11.7327,11.415,9.85816,9.47998,7.76977,8.22384,9.7996,9.51888
sp|P07741|APT_HUMAN,APRT,10.4072,10.4119,10.0661,9.81761,9.67618,9.73776,10.4049,9.69645,9.96398,9.81791
sp|Q9Y2W6|TDRKH_HUMAN,TDRKH,8.26532,8.58973,9.01735,8.43855,11.2584,10.3873,10.7807,10.8253,11.6925,10.7448
sp|O43432-3|IF4G3_HUMAN,EIF4G3,10.4227,10.3395,9.89744,10.1473,9.70206,9.56011,9.7878,9.40569,10.4815,10.2558
sp|Q04637-9|IF4G1_HUMAN,EIF4G1,10.2503,10.067,10.4277,10.7655,10.0967,9.67402,10.0673,9.93513,9.46028,9.25604
sp|Q08J23|NSUN2_HUMAN,NSUN2,9.54721,9.30142,9.70693,9.91472,9.85809,9.79013,10.5158,10.3991,10.3708,10.5958
sp|P48506|GSH1_HUMAN,GCLC,9.5973,10.0138,9.83171,9.99575,9.64127,9.56959,10.4141,10.8153,9.77989,10.3413
sp|Q7Z6B0|CCD91_HUMAN,CCDC91,10.2089,10.9281,9.5844,10.1448,10.4663,9.88754,9.56928,10.0791,9.9626,9.16905
sp|Q15075|EEA1_HUMAN,EEA1,10.2798,10.1656,9.65173,9.78285,9.50502,9.60848,10.1481,10.3998,10.3572,10.1014
sp|Q7Z406-6|MYH14_HUMAN,MYH14,9.90546,10.1924,10.1199,10.3086,9.68637,9.96055,10.4197,10.5877,9.30625,9.51316
sp|A7E2Y1|MYH7B_HUMAN,MYH7B,10.9682,10.0205,9.91846,10.8025,11.6796,10.8935,8.98854,7.75826,9.38268,9.58787
sp|P35580-4|MYH10_HUMAN,MYH10,10.0067,10.0854,10.0099,10.1385,9.66707,9.60508,9.93576,10.2543,10.1583,10.139
sp|P35579|MYH9_HUMAN,MYH9,9.71869,9.44435,10.0036,10.612,9.89648,9.42072,10.9617,10.381,9.77375,9.78766
sp|Q9UKX2|MYH2_HUMAN,MYH2,11.3904,10.1532,10.4111,11.6781,11.8568,10.928,8.66102,7.14352,8.62356,9.1543
sp|P11055|MYH3_HUMAN,MYH3,11.4045,10.9256,9.44126,12.3394,11.3206,11.1244,9.23787,7.30518,8.16208,8.73898
sp|P12882|MYH1_HUMAN,MYH1,8.74618,7.36507,11.5474,8.50288,13.9357,13.3388,9.6513,7.12725,10.5272,9.25826
sp|P13533|MYH6_HUMAN,MYH6,10.935,10.3812,10.4621,11.5012,11.3291,10.8201,8.49433,7.59397,8.91991,9.56314
sp|Q9Y623|MYH4_HUMAN,MYH4,10.6433,10.8656,10.3319,10.9716,11.1737,10.6371,8.39539,8.01555,9.33957,9.62627
sp|Q9UKX3|MYH13_HUMAN,MYH13,9.9095,7.39648,9.45253,10.3442,13.3723,13.351,10.7329,6.77026,10.0869,8.58399
sp|P12883|MYH7_HUMAN,MYH7,11.8287,9.6242,10.815,13.4066,12.4578,11.5409,8.50832,5.77445,7.20571,8.83829
sp|P35749-2|MYH11_HUMAN,MYH11,10.887,10.6561,9.76708,10.6691,9.87636,9.45828,10.0354,10.0356,9.43806,9.17709
sp|Q9Y2K3|MYH15_HUMAN,MYH15,12.3665,9.45433,10.7997,11.9842,13.2576,11.8203,7.93605,5.49515,7.31199,9.57417
sp|O14744|ANM5_HUMAN,PRMT5,9.86155,10.363,10.1485,9.81574,9.72434,9.35416,10.2306,10.4231,9.93912,10.1401
sp|Q12980|NPRL3_HUMAN,NPRL3,9.09204,9.50838,10.7291,10.0661,9.84706,10.6339,9.63374,10.2377,11.3103,8.94172
sp|Q9NQG6|MID51_HUMAN,MIEF1,9.59861,8.96847,9.9714,8.3414,9.0622,9.99993,11.3197,11.0461,11.1852,10.507
sp|Q9UPN4|AZI1_HUMAN,AZI1,9.20446,9.88495,9.37871,8.54652,9.10997,9.027,10.6687,12.2071,12.1782,9.79442
sp|O60645|EXOC3_HUMAN,EXOC3,9.9776,10.0213,9.8519,9.94441,9.22502,9.98115,10.5826,10.1627,10.0655,10.1878
sp|Q8TEW0|PARD3_HUMAN,PARD3,10.7941,13.1374,12.5483,9.87288,10.6588,8.3976,8.28044,7.57036,9.62722,9.11288
sp|Q7Z3J2|CP062_HUMAN,C16orf62,9.71741,9.73099,10.1947,9.35599,10.2592,9.71752,10.1327,10.0364,10.366,10.4892
sp|Q8NDI1-2|EHBP1_HUMAN,EHBP1,9.29558,9.73651,9.94356,9.52122,9.88604,9.71537,9.50621,10.1761,11.1508,11.0686
sp|Q9UIF9|BAZ2A_HUMAN,BAZ2A,0,0,0,0,0,0,0,0,0,0
sp|O00534|VMA5A_HUMAN,VWA5A,9.40214,10.0491,10.3809,10.311,11.0892,11.2312,8.96974,9.10136,9.46101,10.0044
sp|Q969Q5|RAB24_HUMAN,RAB24,9.45514,9.2552,9.50326,9.64467,9.1562,10.0591,12.0894,12.4903,9.07041,9.27634
sp|O43567|RNF13_HUMAN,RNF13,8.75804,9.37554,10.5501,10.0665,10.5772,11.1024,8.87872,9.27224,11.2445,10.1747
sp|O95258-3|UCP5_HUMAN,SLC25A14,9.27847,8.94687,9.53937,8.93066,8.89521,9.19955,15.4841,13.8101,7.53032,8.3853
sp|Q5SVS4|KMCP1_HUMAN,SLC25A30,0,0,0,0,0,0,0,0,0,0
sp|Q99986|VRK1_HUMAN,VRK1,9.41331,9.61675,8.03319,7.70875,8.06132,8.4552,11.4147,11.4203,13.4679,12.4085
sp|A6NKD9|CC85C_HUMAN,CCDC85C,10.7099,10.526,9.77272,9.4577,10.7056,10.8059,8.78665,9.29353,9.75735,10.1847
sp|Q69YQ0|CYTSA_HUMAN,SPECC1L,9.83723,9.74884,9.83986,9.88219,10.2582,9.28923,10.3313,9.62654,11.0056,10.181
sp|P35241-5|RADI_HUMAN,RDX,9.86957,10.1035,9.63003,10.0214,9.32887,9.50219,10.6577,10.2398,10.3137,10.3332
sp|P26038|MOES_HUMAN,MSN,10.1264,10.0499,9.71793,9.48969,10.1635,9.35646,9.96911,10.198,10.414,10.5149
sp|Q5TZA2|CROCC_HUMAN,CROCC,10.6412,10.5725,10.4342,10.4685,9.503,9.28627,10.0589,9.38413,9.93837,9.71296
sp|P15311|EZRI_HUMAN,EZR,9.93712,9.94339,9.50813,9.78199,9.6673,9.91389,10.3063,10.1692,10.4784,10.2943
sp|Q9HA77|SYCM_HUMAN,CARS2,8.81365,9.03747,9.49792,9.55679,10.1106,10.5178,10.6355,11.3033,10.2535,10.2734
sp|Q9H1K1|ISCU_HUMAN,ISCU,9.66809,9.8196,8.43258,8.89223,9.99826,10.189,12.2478,12.6369,9.5962,8.51934
sp|Q9Y4F1|FARP1_HUMAN,FARP1,9.40581,9.2403,9.48095,10.1854,9.85036,9.75937,10.1529,10.1013,10.6475,11.1761
sp|P54098|DPOG1_HUMAN,POLG,9.36763,9.67974,9.873,9.52814,10.0161,10.1711,9.65059,10.4821,10.6045,10.627
sp|O00151|PDLI1_HUMAN,PDLIM1,10.4294,10.5078,9.81963,10.3132,10.2893,9.81292,9.75393,9.60884,9.76596,9.69903
sp|Q13428-4|TCOF_HUMAN,TCOF1,9.57821,9.70414,9.40243,9.28895,9.98727,10.0537,9.97605,10.2731,11.0468,10.6894
sp|Q8IVF2|AHNK2_HUMAN,AHNAK2,11.3908,13.0561,10.2787,9.83384,9.41477,8.96698,8.43249,8.51091,10.2887,9.8267
sp|Q09666|AHNK_HUMAN,AHNAK,9.03029,9.0914,10.1928,10.2775,10.1858,10.2625,8.59997,8.71907,11.7543,11.8863
sp|Q09666-2|AHNK_HUMAN,AHNAK,0,0,0,0,0,0,0,0,0,0
sp|Q9Y240|CLC11_HUMAN,CLEC11A,0,0,0,0,0,0,0,0,0,0
sp|O43747-2|AP1G1_HUMAN,AP1G1,9.59688,9.51645,10.4237,10.3514,10.0164,9.27214,9.91554,10.0252,10.5912,10.291
sp|P54920|SNAA_HUMAN,NAPA,11.1893,9.41856,8.78205,8.19403,8.68381,11.095,14.2734,9.91132,9.40301,9.04943
sp|Q9H115|SNAB_HUMAN,NAPB,0,0,0,0,0,0,0,0,0,0
sp|Q68EM7|RHG17_HUMAN,ARHGAP17,9.67872,9.7937,10.1133,10.2743,9.94076,10.598,9.53217,10.255,9.80414,10.0099
sp|Q17R89|RHG44_HUMAN,ARHGAP44,8.81073,10.7366,8.11143,9.84619,9.32237,9.89894,9.0468,10.2464,11.0646,12.916
sp|Q12756-2|KIF1A_HUMAN,KIF1A,10.1781,11.9322,9.68962,9.0769,9.09424,8.75632,11.6657,9.27477,8.84724,11.485
sp|O43896|KIF1C_HUMAN,KIF1C,10.4617,10.8085,9.84023,9.94233,11.1383,9.67559,10.0765,9.76649,9.46824,8.82203
sp|Q9H1H9|KI13A_HUMAN,KIF13A,10.0548,10.5427,9.91703,9.88588,9.47041,9.30142,8.39623,8.84835,12.0802,11.503
sp|Q96L93-2|KI16B_HUMAN,KIF16B,9.09573,9.99438,9.67045,9.49189,10.0334,9.76698,9.93464,10.079,10.9285,11.005
sp|Q9NQT8|KI13B_HUMAN,KIF13B,9.5958,10.0942,9.96285,10.2716,9.97271,9.51725,9.73481,10.1076,10.428,10.3152
sp|O60333-4|KIF1B_HUMAN,KIF1B,10.1407,10.5982,9.25581,9.99367,10.5171,9.64143,9.6069,9.98964,10.4949,9.76182
sp|O60333-3|KIF1B_HUMAN,KIF1B,10.3372,11.6228,9.9152,10.6143,9.89628,9.23019,9.29784,9.97166,10.1638,8.95083
sp|O95239|KIF4A_HUMAN,KIF4A,8.60977,9.38705,6.33941,6.00904,5.31477,7.01761,11.9309,15.731,15.8038,13.8566
sp|O15066|KIF3B_HUMAN,KIF3B,9.63567,10.1316,9.88738,10.5566,10.1403,9.55428,9.36667,9.70389,10.5702,10.4533
sp|Q9BVG8|KIFC3_HUMAN,KIFC3,0,0,0,0,0,0,0,0,0,0
sp|Q9P2P6|STAR9_HUMAN,STARD9,9.50263,10.001,10.4941,10.3639,9.96601,10.4309,9.41977,10.507,9.38023,9.93451
sp|Q9Y496|KIF3A_HUMAN,KIF3A,9.8632,9.98371,10.3913,9.66067,10.1959,9.52543,9.75031,10.1885,10.2742,10.1667
sp|Q9NWU5|RM22_HUMAN,MRPL22,9.46159,8.83155,10.1148,9.06598,9.80703,10.285,12.0643,11.1462,9.66804,9.55542
sp|O14782|KIF3C_HUMAN,KIF3C,0,0,0,0,0,0,0,0,0,0
sp|P09417|DHPR_HUMAN,QDPR,9.83636,9.83088,9.38764,9.20384,9.65398,9.60236,11.2866,11.4453,10.1261,9.62689
sp|Q8NFW8|NEUA_HUMAN,CMAS,9.86812,9.85206,10.1955,10.1105,9.78174,10.0911,9.59791,9.76907,10.3012,10.4327
sp|Q86UK7|ZN598_HUMAN,ZNF598,12.0518,11.2408,10.0164,9.73699,9.93469,9.90872,9.3395,9.6972,8.44535,9.62847
tr|H3BQQ2|H3BQQ2_HUMAN,ZNF598,9.43724,9.41635,8.9013,10.1333,9.7364,9.43222,9.98868,11.6207,11.0662,10.2676
sp|P11766|ADHX_HUMAN,ADH5,9.76493,9.95319,9.84337,9.95923,9.67779,9.24842,10.5539,10.4886,10.0107,10.4999
sp|P46019|KPB2_HUMAN,PHKA2,10.4057,10.8455,9.79557,9.79792,9.45148,9.64897,9.53759,9.63381,10.5834,10.3
sp|P46020-2|KPB1_HUMAN,PHKA1,9.9122,10.6776,9.52822,9.14912,9.94315,9.31499,10.0897,10.4605,10.621,10.3035
sp|P34897|GLYM_HUMAN,SHMT2,9.26336,9.33138,10.2044,9.83586,9.61071,9.79755,11.3624,11.5606,9.33363,9.70009
sp|P34896|GLYC_HUMAN,SHMT1,9.08559,8.82303,9.29607,8.66848,9.80542,9.19611,10.4961,11.4682,10.7501,12.411
sp|O15061|SYNEM_HUMAN,SYNM,10.3171,9.9181,10.6578,11.1794,10.7879,9.88823,10.3289,9.3642,8.84641,8.71201
tr|C9JIE4|C9JIE4_HUMAN,SYNM,9.96192,9.56843,10.0681,10.9806,10.6699,9.80759,11.092,9.25031,9.1659,9.43534
sp|Q12788|TBL3_HUMAN,TBL3,8.41762,9.44637,10.4012,10.5575,9.65723,10.0212,10.3319,10.1308,11.3187,9.71755
tr|E9PC62|E9PC62_HUMAN,CELF2,9.94403,9.95712,9.93699,9.85346,9.85257,10.3726,9.67471,9.54238,10.5005,10.3657
sp|Q92879-4|CELF1_HUMAN,CELF1,9.48361,9.68612,10.4917,9.7045,9.94926,9.65376,10.6922,10.4423,10.0982,9.79833
tr|E9PSH0|E9PSH0_HUMAN,CELF1,0,0,0,0,0,0,0,0,0,0
sp|P52815|RM12_HUMAN,MRPL12,10.1351,9.68469,7.86437,10.1142,8.24664,11.9,12.8374,11.8045,9.43385,7.97931
sp|Q9UBX3-2|DIC_HUMAN,SLC25A10,9.05288,8.78483,9.7242,9.06911,10.4672,10.4998,10.4119,10.7885,10.5963,10.6054
sp|Q9UJX6|ANC2_HUMAN,ANAPC2,9.99888,9.5741,9.76392,10.0328,10.358,10.336,9.4011,9.70415,10.9665,9.86468
sp|Q96CW5|GCP3_HUMAN,TUBGCP3,9.87675,9.90614,9.91279,9.53792,9.31499,9.47547,10.4444,10.3527,10.0966,11.0822
sp|P12081|SYHC_HUMAN,HARS,10.1832,9.92712,10.224,10.2783,9.49496,9.54133,11.0052,10.8252,9.3719,9.14882
sp|P49590|SYHM_HUMAN,HARS2,9.13926,9.28414,9.04001,9.13238,10.1172,10.0015,11.0465,12.1802,10.0747,9.9842
sp|Q15057|ACAP2_HUMAN,ACAP2,9.31273,10.291,9.82328,10.1579,9.64812,9.61842,9.93701,10.2374,10.8995,10.0746
sp|Q9H0D6|XRN2_HUMAN,XRN2,9.24673,9.93678,9.54119,9.93408,8.93647,9.83198,10.1816,10.3406,11.102,10.9486
sp|Q9NRV9|HEBP1_HUMAN,HEBP1,9.51629,9.92762,9.52111,8.75327,9.83779,9.70954,10.3665,11.1292,10.6773,10.5614
sp|Q13049|TRI32_HUMAN,TRIM32,9.92186,10.3063,10.5216,9.84048,9.79956,9.69223,9.18549,9.98514,10.6527,10.0947
sp|Q5PRF9|SMAG2_HUMAN,SAMD4B,9.89166,10.1165,10.2824,10.2124,10.5153,10.4279,9.40053,9.54218,9.91476,9.69637
sp|Q15327|ANKR1_HUMAN,ANKRD1,10.7398,8.66051,11.9902,13.9595,8.30117,8.92318,13.9438,9.80336,7.0057,6.67268
sp|Q9H7J1|PPR3E_HUMAN,PPP1R3E,10.7061,11.4644,9.27228,8.99766,9.66061,8.70109,9.81632,9.89778,10.6407,10.843
sp|Q92797|SYMPK_HUMAN,SYMPK,9.8017,10.4058,9.49317,9.25497,9.6742,9.80501,9.96646,10.7518,10.5536,10.2934
sp|Q5M775|CYTSB_HUMAN,SPECC1,9.90056,9.906,9.75393,10.1546,8.76456,9.94244,9.85714,11.0399,10.5164,10.1645
sp|P11387|TOP1_HUMAN,TOP1,9.24678,9.98168,10.2201,10.0714,9.90875,9.80713,9.23179,9.68561,10.9033,10.9434
sp|Q9H2G2|SLK_HUMAN,SLK,10.0404,10.1563,10.0997,10.2941,9.99193,9.29051,10.2101,10.3261,10.0669,9.52405
sp|P42345|MTOR_HUMAN,MTOR,9.70522,10.0576,9.69768,9.74754,10.2857,9.91604,9.71233,9.82087,10.5656,10.4913
sp|Q9BRX8|F213A_HUMAN,FAM213A,9.25018,9.37444,9.57307,8.78555,10.771,10.1201,10.8674,10.9713,10.2809,10.006
sp|Q12872-2|SFSWA_HUMAN,SFSWAP,9.45643,9.49997,9.10298,9.52133,10.3681,10.3248,9.85992,10.9031,10.6331,10.3301
sp|Q15024|EXOS7_HUMAN,EXOSC7,9.45146,9.61813,9.88457,9.4007,10.5572,10.0564,9.81341,10.5178,10.2625,10.4378
sp|Q96GD0|PLPP_HUMAN,PDXP,10.8131,10.2308,9.40429,9.93689,9.65307,9.54927,9.86047,9.99207,10.6273,9.93267
sp|P33121|ACSL1_HUMAN,ACSL1,8.91568,9.22331,9.85091,9.67693,10.6457,10.7742,10.0839,11.105,9.79412,9.93036
sp|Q9NRA8-3|4ET_HUMAN,EIF4ENIF1,9.8988,9.80681,9.66333,9.40195,9.94642,9.62377,10.3612,10.6128,10.826,9.85898
sp|P22570|ADRO_HUMAN,FDXR,8.81843,9.20814,9.675,9.66614,10.2729,10.266,10.42,11.6051,9.8246,10.2438
sp|P41227|NAA10_HUMAN,NAA10,10.0364,10.1052,10.1829,10.495,10.0441,10.002,10.7117,10.8162,8.67886,8.9276
sp|Q8NDH3|PEPL1_HUMAN,NPEPL1,9.59033,10.1592,9.86279,9.9971,10.0736,9.39641,9.55901,9.9057,11.0049,10.451
sp|Q86V59|PNML1_HUMAN,PNMAL1,0,0,0,0,0,0,0,0,0,0
sp|Q9Y5V0|ZN706_HUMAN,ZNF706,0,0,0,0,0,0,0,0,0,0
sp|Q3KQV9|UAP1L_HUMAN,UAP1L1,10.2439,10.8599,9.627,9.4271,9.34721,9.06321,10.9378,11.4127,9.97119,9.10996
sp|Q16222|UAP1_HUMAN,UAP1,10.7271,9.30604,11.1758,10.3072,9.45755,10.0228,9.48156,8.5028,10.2908,10.7284
sp|Q684P5|RPGP2_HUMAN,RAP1GAP2,11.704,12.6576,10.8791,11.2875,11.5657,10.7689,8.97671,7.75423,7.24807,7.15821
sp|P47736-4|RPGP1_HUMAN,RAP1GAP,0,0,0,0,0,0,0,0,0,0
sp|O00401|WASL_HUMAN,WASL,10.0628,10.101,10.3147,9.87627,9.51928,10.3164,10.0349,10.2964,9.76863,9.70971
sp|Q9C0C9|UBE2O_HUMAN,UBE2O,10.3691,10.6703,9.10939,8.90087,9.75039,8.80996,11.262,11.6786,10.2012,9.24818
sp|Q96EV2|RBM33_HUMAN,RBM33,9.08925,10.384,9.66142,9.738,9.41873,9.69714,10.4708,10.5618,11.0523,9.92653
sp|O00443|P3C2A_HUMAN,PIK3C2A,9.52938,9.56498,9.56825,9.38494,10.4862,9.99888,10.1846,10.1546,10.6506,10.4776
sp|Q96ST2|IWS1_HUMAN,IWS1,9.52631,10.2504,9.71525,10.0071,9.51132,9.82038,9.75381,10.9779,10.1824,10.2551
sp|Q13813-2|SPTN1_HUMAN,SPTAN1,10.1933,10.0415,9.94485,10.1041,9.48561,9.86153,9.95304,9.77686,10.1942,10.4451
sp|Q13813-3|SPTN1_HUMAN,SPTAN1,10.2735,10.7087,10.4619,10.7182,10.3159,10.2766,8.55868,8.6586,9.27299,10.7548
sp|P07814|SYEP_HUMAN,EPRS,10.1289,10.2817,9.99382,9.83864,9.73677,9.24524,10.776,10.7705,9.63207,9.59632
