protein_id	DMSO_R1	DMSO_R2	DMSO_R3	DMSO_R4	Erl_R1	Erl_R2	Erl_R3	Erl_R4	Lap_R1	Lap_R2	Lap_r3	Lap_R4	Sor_R1	Sor_R2	Sor_R3	Sor_R4	Sun_R1	Sun_R2	Sun_R3	Sun_R4
sp|A0AVT1|UBA6_HUMAN	9.97317	9.59727	9.43474	9.24136	9.73603	10.6451	9.59478	11.0398	9.7164	10.4525	9.87645	10.5904	9.54649	10.0239	9.38822	10.4261	9.96432	10.3448	9.78701	10.6211
sp|A0FGR8-6|ESYT2_HUMAN	10.5405	10.0884	10.3118	10.0649	9.88986	9.68673	10.2096	9.71894	10.9204	9.60181	10.4426	10.1109	9.62094	10.0331	10.0954	9.36045	9.69102	9.92727	10.439	9.24635
sp|A0JNW5|UH1BL_HUMAN	10.1382	9.67852	8.72973	8.96743	10.2359	9.33708	10.4344	9.99706	9.64257	9.18295	10.0494	9.98813	9.33484	10.4372	10.4794	10.629	10.76	11.2529	9.78349	10.9419
sp|A0MZ66-3|SHOT1_HUMAN	10.1819	8.99393	9.99552	9.35406	11.5683	10.0933	10.5309	10.1442	10.1814	8.53586	9.20053	10.0548	10.2379	9.28826	9.97207	9.71617	10.9748	9.94449	10.6698	10.362
sp|A0PJW6|TM223_HUMAN	9.52599	9.57512	9.00829	10.9817	9.83653	9.65938	9.36024	9.27919	9.38046	9.2375	10.6447	11.0811	9.62004	12.5355	9.5853	10.4444	8.82914	11.8004	9.90674	9.70838
sp|A1A4S6|RHG10_HUMAN	9.56405	9.72465	10.3199	9.73974	10.2526	10.5858	10.0013	10.0609	10.1859	9.98358	9.27439	10.6613	9.89615	9.06924	9.92579	9.93198	10.9718	9.7663	10.2748	9.80995
sp|A1IGU5|ARH37_HUMAN	10.4034	10.6322	9.95285	9.80463	9.30231	10.5629	10.6075	10.4499	8.71295	11.1126	9.23861	10.8995	8.47918	11.1624	9.95938	7.98191	9.82648	9.80564	11.8962	9.20958
sp|A1L0T0|ILVBL_HUMAN	9.68823	9.78012	9.07135	9.99454	9.34114	10.1897	9.5993	9.75057	10.2797	9.88682	10.4774	9.99394	10.437	10.8679	10.4014	10.9146	8.88661	10.6428	9.5899	10.207
sp|A1L4K1|FSD2_HUMAN	8.84511	11.1881	9.40365	10.6928	9.86642	10.1481	10.7034	9.59655	9.66976	11.2435	10.2699	9.96912	8.47829	11.7259	10.2458	9.81409	9.67866	9.15614	10.4032	8.90148
sp|A1Z1Q3|MACD2_HUMAN	9.00762	9.83433	9.94623	9.45702	9.0968	12.047	9.98081	11.3177	11.0676	11.4277	9.4609	10.609	8.92809	9.38791	9.6103	9.61678	9.69538	9.50763	10.754	9.24727
sp|A2A2Y4|FRMD3_HUMAN	9.62576	8.83665	9.96544	9.44405	10.1233	10.1434	9.32036	9.71039	9.89734	11.0459	7.50251	12.3425	10.3408	9.35732	9.52699	9.69534	11.3017	9.3279	9.6702	12.8222
sp|A2A2Y4-4|FRMD3_HUMAN	9.48625	10.0981	11.9497	9.82568	10.4704	11.7125	9.57622	9.77273	10.6019	12.7508	7.77795	10.8339	7.23524	7.98621	10.1607	9.65393	10.6195	9.03911	9.3478	11.1014
sp|A2RRP1|NBAS_HUMAN	9.24759	9.77137	9.30509	9.74545	9.8245	10.0157	9.61151	10.2346	10.652	9.91705	10.239	10.2248	10.1811	10.6289	9.95267	10.8349	9.57364	10.1882	9.62936	10.2227
sp|A2RTX5|SYTC2_HUMAN	10.0409	9.16026	10.1579	9.12964	9.86858	9.94665	10.0002	9.97278	10.0424	10.1732	9.5554	9.91231	9.4858	10.7409	10.0111	10.5179	9.90674	10.6346	10.3806	10.3622
sp|A2RUC4|TYW5_HUMAN	9.43396	9.92508	9.49051	10.0211	10.0211	9.84763	9.7325	11.0914	9.43536	9.99141	9.33753	10.4806	9.58807	11.0976	10.0159	9.61201	10.0246	10.6353	9.79362	10.4248
sp|A2RUH7|MBPHL_HUMAN	10.3326	11.5247	12.81	9.95801	10.795	7.91795	10.2856	7.86529	10.4304	8.97186	11.3987	8.64837	9.09195	10.192	9.62016	7.69947	11.8018	8.94175	13.2859	8.42845
sp|A3KMH1|VWA8_HUMAN	9.5672	9.64882	9.39156	10.0254	9.65112	10.426	10.0156	10.103	10.0718	10.3189	10.1313	10.2585	9.98338	10.5864	10.1519	10.2854	9.17788	10.5686	9.76245	9.87509
sp|A3KN83|SBNO1_HUMAN	9.92923	10.0596	10.1319	9.81228	9.39146	10.538	9.14337	9.03066	9.79448	11.0143	9.92194	10.9562	10.1685	9.62181	9.81985	10.6878	9.6443	9.83823	10.7194	9.77652
sp|A4D126|ISPD_HUMAN	9.02945	10.8518	9.98094	10.1663	10.4841	9.75089	10.1264	9.815	8.92206	11.0775	10.0186	9.95367	9.36014	10.7609	9.82778	10.0432	10.4056	9.35758	10.4257	9.6424
sp|A4D1E9|GTPBA_HUMAN	8.48374	10.6422	9.09406	9.90893	9.44895	9.64532	9.21826	9.28713	10.3015	9.86283	9.12903	9.13731	9.10007	12.744	9.37041	13.0012	8.3243	11.4471	8.82161	13.0321
sp|A4D1P6|WDR91_HUMAN	9.20682	10.2109	8.7941	9.3587	9.54644	11.6521	9.45486	10.7627	9.53876	10.9357	10.4224	11.376	8.28692	10.7559	10.3842	9.73846	8.95351	10.913	10.1202	9.5885
sp|A4UGR9|XIRP2_HUMAN	11.9071	10.7046	13.4347	9.82507	12.3312	6.69319	13.4073	6.13322	10.4743	6.98138	11.4604	6.22987	14.0725	6.10538	11.4872	6.61129	14.0895	6.64079	11.9619	9.44907
sp|A4UGR9-6|XIRP2_HUMAN	12.0937	9.85873	11.6129	9.51663	11.5817	7.1793	10.3158	8.47215	9.86025	7.19926	10.8949	7.40402	12.7346	8.46342	9.24297	9.1427	11.8691	9.15997	11.5369	11.8611
sp|A5PLL7|TM189_HUMAN	9.25527	11.201	11.0698	10.3561	9.85282	8.15676	10.4434	8.41488	11.9981	9.84543	9.90437	8.93509	9.87869	10.5011	10.4879	10.0953	10.2382	9.07255	9.91033	10.3828
sp|A5PLN9-5|TPC13_HUMAN	9.52033	10.8121	9.41121	9.83442	10.5454	9.3588	10.0616	10.6129	10.1784	10.2217	10.5869	9.73903	9.31683	9.998	10.1159	10.5934	10.4161	9.63242	9.84581	9.19882
sp|A5YKK6|CNOT1_HUMAN	10.4159	9.77695	9.55745	9.85346	10.2649	9.63623	10.0918	10.1622	10.5186	9.41508	10.0097	9.95689	11.2598	9.00817	10.1682	10.491	10.1474	9.55694	9.53553	10.1738
sp|A6NCE7|MP3B2_HUMAN	9.77805	9.63964	7.7715	10.3519	11.6159	7.33499	10.6487	11.1962	10.8529	7.28325	10.6571	9.99776	11.7654	9.62091	9.38543	11.2477	10.3422	11.7667	6.44219	12.3016
sp|A6NDG6|PGP_HUMAN	9.53798	9.98012	10.1579	9.98773	9.60728	10.6556	9.919	9.60316	8.98621	10.5923	8.98384	9.80136	9.23595	11.0145	9.93132	10.6812	9.5384	10.8518	10.0668	10.8677
sp|A6NDU8|CE051_HUMAN	9.96761	10.042	9.68	10.3656	9.81907	9.50606	9.79881	9.5784	10.1315	9.73506	10.4905	9.978	9.29122	10.6106	9.75331	10.0093	10.4671	10.4298	10.0322	10.314
sp|A6NGB9|WIPF3_HUMAN	13.0054	9.67876	11.1413	9.57089	8.91843	7.75021	10.5149	9.46628	10.3742	8.28376	9.49215	8.41245	8.14625	9.95573	10.1379	9.59119	13.0531	10.8341	12.7591	8.91389
sp|A6NHL2|TBAL3_HUMAN	10.1257	8.05647	8.40878	8.69591	10.5614	9.54666	9.22929	10.4491	11.1964	9.86268	11.0726	11.9293	9.20543	10.3661	10.2624	10.6543	10.8691	10.21	9.64743	9.65092
sp|A6NHR9|SMHD1_HUMAN	9.39108	9.9644	9.8599	9.61554	9.59819	10.7797	9.31608	10.3114	9.8696	11.0694	9.91414	10.7747	8.77161	10.6864	9.95666	10.4891	9.68254	10.1871	9.95069	9.81183
sp|A6NI28|RHG42_HUMAN	9.2636	11.5713	9.50906	11.6059	9.89131	9.30402	19.914	4.62095	10.0413	10.0317	9.38541	7.39322	9.24681	8.32247	17.2264	4.21068	11.815	10.5125	10.1893	5.94505
sp|A6NIH7|U119B_HUMAN	9.76082	10.7514	9.1693	9.04143	10.132	9.44508	9.68433	9.94518	11.2036	9.51175	10.385	9.09503	8.29714	12.1709	10.5937	10.7203	7.05363	11.6737	10.7854	10.5803
sp|A6NIZ1|RP1BL_HUMAN	10.2156	8.90271	9.49336	10.1655	10.0545	11.2417	10.2188	10.1559	10.3457	9.70008	10.2254	10.2083	10.4268	9.05356	9.76521	9.98913	9.75865	10.3007	9.66913	10.1094
sp|A6NJ78|MET15_HUMAN	8.95301	9.8785	10.3597	10.9035	9.7871	10.9492	9.83537	9.65783	10.0672	10.8	9.38633	9.58604	9.0007	10.811	9.40908	10.6827	9.21074	10.5426	8.97739	11.2021
sp|A6NKD9|CC85C_HUMAN	10.8097	11.3782	10.8115	10.819	10.1835	10.2991	9.60454	9.48047	11.2976	10.1194	10.6573	10.223	8.31228	8.18157	9.94888	9.13058	10.7504	8.66811	10.5907	8.7339
sp|A6NNH0|GATL1_HUMAN	9.63454	9.73611	9.51704	10.5677	9.61862	13.6014	10.2283	11.3714	8.30235	14.0386	9.54271	12.6435	7.90907	9.3088	10.6238	7.79659	9.69995	8.15057	9.88229	7.82659
sp|A6ZKI3|F127A_HUMAN	10.3556	9.61364	10.4674	10.3256	9.55631	11.0828	9.22307	10.5673	11.518	10.2712	9.8252	10.233	10.0087	8.9927	9.83523	9.84109	8.85127	9.74978	10.1663	9.51583
sp|A7E2V4-2|ZSWM8_HUMAN	9.08641	9.76089	10.0654	9.77963	10.6084	10.2391	12.5707	7.9069	10.4884	10.6887	12.282	8.83796	11.6962	8.97839	11.0669	8.93679	10.251	8.20247	10.1292	8.42456
sp|A7E2Y1|MYH7B_HUMAN	10.9346	11.9144	11.0692	10.8999	11.5656	8.31541	10.9044	9.14349	10.1271	8.62978	11.64	9.58123	12.1306	6.90217	10.0895	7.63809	11.8999	7.58038	10.0834	8.95073
sp|A8MWD9|RUXGL_HUMAN	9.39738	10.5749	9.65263	10.2046	9.92005	10.453	10.1798	10.4025	9.79895	11.1947	9.34838	10.4903	8.88536	10.2498	10.5682	10.2176	9.75055	9.77534	9.91757	9.01837
sp|A8MWY0|K132L_HUMAN	8.99484	10.7432	8.64973	10.6408	9.94147	11.9729	9.36445	11.6662	9.88898	11.2122	10.2593	12.3304	9.52549	9.80673	9.67766	9.64613	8.19713	9.717	8.8928	8.87255
sp|A8MXV4|NUD19_HUMAN	9.81977	8.7789	9.62435	9.29667	8.98961	11.3155	9.9197	9.25711	8.93099	11.53	9.36894	11.1884	9.51091	11.2472	11.5336	9.67361	9.091	10.7862	10.0281	10.1095
sp|A9UHW6-3|MI4GD_HUMAN	9.55197	9.49843	11.0091	11.9141	10.9079	9.39534	9.26587	8.5838	10.8234	10.2183	9.06722	10.8112	9.76581	9.8979	9.76359	8.41329	10.5768	9.36419	10.0847	11.0872
sp|B0YJ81|HACD1_HUMAN	8.0786	10.7159	10.1707	10.5254	11.2937	9.28561	9.31504	10.0725	10.64	10.4772	10.7476	10.8313	9.85611	9.24286	10.5834	9.97679	11.9774	8.43262	9.00457	8.77271
sp|B2RTY4-4|MYO9A_HUMAN	9.44679	10.4831	9.92219	9.46738	10.0739	9.23221	11.9002	9.08091	10.1343	10.0618	10.1967	10.4399	10.6931	8.76073	10.6448	9.00594	10.9871	10.127	10.1586	9.18339
sp|B5ME19|EIFCL_HUMAN	10.4573	10.1511	10.0293	9.73207	10.6667	8.95751	10.8359	9.0156	9.92996	8.16428	10.4015	9.39669	11.0231	9.94133	11.0109	9.70118	11.2175	9.49125	9.92483	9.95209
sp|C9JLW8|F195B_HUMAN	10.3159	10.0808	9.69498	11.3768	11.1921	8.95544	8.67669	12.2262	11.6064	9.11371	10.7193	10.333	11.3116	7.90094	10.5763	9.01861	11.4512	8.07193	10.4299	6.94819
sp|C9JRZ8|AK1BF_HUMAN	10.3529	9.97448	9.2921	10.2661	10.1125	10.2606	9.80648	10.2105	9.90052	10.1513	9.01154	10.1261	10.1543	9.21973	10.2855	10.3803	10.5393	9.33445	9.7517	10.8697
sp|E7EW31|PROB1_HUMAN	10.4336	10.4129	11.1286	9.67149	11.059	9.29426	11.0725	9.18861	10.0021	9.36448	9.60995	9.17797	10.4444	9.40609	11.0841	8.49712	10.4647	9.1186	12.4101	8.15961
sp|O00115|DNS2A_HUMAN	9.13474	10.7705	10.6545	10.0754	10.7095	10.1911	10.6003	11.9909	11.889	11.1847	9.67162	10.1481	9.06424	8.28057	8.16299	9.5173	9.47473	9.30096	11.0894	8.08954
sp|O00116|ADAS_HUMAN	10.6014	5.18612	10.6383	5.59351	11.1346	11.1198	10.8136	11.2644	5.53442	10.6706	5.39993	10.9361	11.465	11.9618	11.5655	12.0061	10.2714	12.0548	10.9027	10.8799
sp|O00139-4|KIF2A_HUMAN	9.79591	10.3468	9.97269	9.3142	10.2572	9.32048	9.84133	10.3021	9.50182	10.0676	9.55798	10.0204	9.92594	10.3222	10.3554	10.3273	10.8533	9.60882	9.72712	10.5815
sp|O00148|DX39A_HUMAN	10.2209	9.11854	9.30512	8.86678	9.94806	10.1873	9.38608	9.83114	10.653	9.85914	8.07961	9.48236	8.27096	10.2383	9.4598	13.3802	10.4427	11.0611	9.80057	12.4084
sp|O00151|PDLI1_HUMAN	10.1401	10.0824	10.2093	9.90377	10.503	9.78544	10.1312	10.3311	9.87295	9.62778	10.3715	9.68468	10.1185	9.43321	9.63556	9.69176	10.4187	10.0178	10.2551	9.78612
sp|O00154|BACH_HUMAN	9.96379	9.31449	10.1817	9.79407	9.89308	9.75964	9.35112	9.7792	10.5753	9.51821	9.85684	10.0098	10.1699	10.7681	9.76005	10.4704	9.48348	10.554	10.0298	10.767
sp|O00159|MYO1C_HUMAN	10.3262	9.04465	9.98961	9.65764	9.87526	10.5799	10.4863	10.0496	9.97794	10.4153	10.0354	10.6075	10.6096	9.57262	10.699	9.20821	9.70577	9.89278	9.73553	9.53118
sp|O00161|SNP23_HUMAN	9.20903	10.1111	10.1852	10.5366	9.98429	10.9047	8.94387	10.3391	10.1198	10.4826	9.89633	9.97849	9.19533	10.3077	9.36126	10.9484	9.75268	9.93274	9.5401	10.2706
sp|O00165-2|HAX1_HUMAN	8.88962	9.61962	8.88554	10.216	9.99842	9.29423	9.52312	9.91434	8.95312	10.1713	10.4424	9.63715	9.17599	12.7841	9.12888	11.0127	11.1374	9.97622	9.69789	11.542
sp|O00170|AIP_HUMAN	10.2467	9.3644	10.1894	9.80538	9.81573	10.4412	9.14587	9.94844	9.68993	9.88021	9.47789	9.91756	9.41834	10.6118	10.3397	10.5865	9.98859	10.5431	10.0908	10.4984
sp|O00178|GTPB1_HUMAN	9.68715	8.85009	10.2564	9.28797	9.78211	10.4051	9.73005	10.4262	9.62405	10.2385	9.93391	10.3107	9.09265	10.3207	9.6651	10.2961	11.8447	10.1549	10.0598	10.0337
sp|O00186|STXB3_HUMAN	9.42611	10.1176	9.90904	9.93068	9.8429	11.5436	9.64914	10.9846	9.55263	11.3829	9.28619	11.167	9.32811	9.89924	9.60521	9.93795	9.26128	9.64559	9.28936	10.2409
sp|O00189|AP4M1_HUMAN	9.75547	10.0153	9.6897	9.68184	10.195	10.3243	10.6481	9.18458	11.236	10.4865	10.4045	10.2309	9.96462	9.20087	10.4702	10.2323	9.57513	9.24679	9.46405	9.99376
sp|O00192|ARVC_HUMAN	9.83567	10.3322	10.2071	9.87108	11.0101	8.91741	11.0256	9.21713	9.78267	9.4131	10.9919	9.63299	12.5018	8.6341	11.3387	8.51124	10.6182	8.95471	9.01981	10.1845
sp|O00193|SMAP_HUMAN	8.90813	9.72849	9.61833	9.73445	9.78596	11.1291	9.25547	10.9588	9.57334	11.6866	10.92	11.1874	9.32903	9.8426	8.92797	10.7033	10.7081	9.30867	9.80037	8.89397
sp|O00203|AP3B1_HUMAN	10.3776	10.3676	9.82435	9.76161	10.0093	8.8828	9.55756	9.92743	10.25	8.75109	10.1961	9.7618	10.512	10.4828	9.82617	10.8406	9.85538	10.5115	10.0001	10.3043
sp|O00213|APBB1_HUMAN	11.4438	10.0922	11.0045	9.01251	11.0257	7.98229	10.6901	9.81899	9.72369	7.88091	9.57183	8.99627	11.1054	8.63367	10.5991	10.3466	12.1116	10.0007	10.52	9.44028
sp|O00214-2|LEG8_HUMAN	11.1189	10.2237	11.3383	9.05451	10.5618	8.20232	11.0706	9.16272	9.0743	9.24435	10.1216	8.70336	11.9564	9.281	11.0397	9.59997	11.2829	9.0544	10.7461	9.16316
sp|O00217|NDUS8_HUMAN	9.64293	10.1018	9.44049	10.5148	9.94744	10.2391	8.95956	10.7959	9.95712	10.2881	10.026	9.94544	9.29633	10.6463	9.10427	11.1577	9.80759	10.0734	9.51568	10.5402
sp|O00231-2|PSD11_HUMAN	9.75423	9.92635	10.5299	10.491	9.8595	10.1122	9.06375	9.70248	9.9481	9.99854	8.48298	9.95604	9.64631	10.5323	9.7356	10.0236	9.89494	10.3276	9.66422	12.3504
sp|O00232|PSD12_HUMAN	10.1981	9.4424	10.21	10.2555	9.72497	10.0898	9.49175	9.76795	10.0154	10.2607	9.07491	9.74654	9.91012	10.8588	9.01945	10.535	9.41625	10.0836	10.0717	11.8272
sp|O00233|PSMD9_HUMAN	9.82989	9.97416	9.95767	9.51983	9.45296	10.8646	9.18079	11.046	9.73505	10.4731	10.0349	10.4178	9.56797	9.819	9.40065	10.2813	9.73699	10.5462	9.91857	10.2425
sp|O00244|ATOX1_HUMAN	9.7079	9.66515	9.30586	9.9715	9.33363	11.2605	8.49546	12.7318	10.6968	9.71473	11.6185	9.64353	9.5777	9.34	9.60065	10.5405	10.2485	10.4551	10.3098	7.78234
sp|O00258|WRB_HUMAN	9.88059	9.22197	8.9815	10.0742	10.0968	10.0223	9.90626	9.94606	11.189	9.97097	8.49736	10.4501	10.4406	9.8885	10.3469	12.5147	9.2323	10.057	9.27327	10.0097
sp|O00264|PGRC1_HUMAN	8.62616	10.3415	10.0297	10.1116	10.1385	10.9694	9.24584	10.4382	11.4007	10.2145	10.113	10.6756	10.5034	8.84161	9.41303	10.8725	9.67974	9.28448	8.51881	10.5818
sp|O00267|SPT5H_HUMAN	9.52548	10.1887	9.52805	9.55418	11.1255	10.2832	9.98764	10.2004	10.0982	10.6688	10.0806	10.4038	9.20479	10.042	10.0949	10.0597	9.07523	9.78818	9.99108	10.0997
sp|O00268|TAF4_HUMAN	9.92717	12.3225	8.61223	10.073	10.121	9.8406	11.3433	10.2168	7.87644	8.3566	10.0899	10.887	10.1151	9.46001	10.3956	10.3864	12.2243	9.75625	10.0168	7.97899
sp|O00273|DFFA_HUMAN	9.61811	9.59792	9.73994	9.96544	10.3438	9.02951	10.332	10.2877	9.66305	9.98078	9.71818	9.76648	10.5561	10.0304	9.70776	10.4021	11.1007	10.0796	10.1867	9.89365
sp|O00291|HIP1_HUMAN	9.83364	8.93069	9.86031	9.46124	9.36128	11.3957	10.21	10.6858	9.28206	11.1254	8.90414	11.4436	11.0599	8.66864	9.74865	10.2587	10.1562	10.1865	9.64315	9.78434
sp|O00299|CLIC1_HUMAN	10.1561	9.68279	10.4941	9.72157	10.2705	9.69723	10.2116	9.71231	10.1939	9.68251	9.37412	9.56628	9.73071	10.1038	10.0783	10.4586	10.4965	9.98596	10.2842	10.0989
sp|O00303|EIF3F_HUMAN	10.7435	10.4573	10.7498	10.0336	10.3543	8.86512	10.095	8.89794	10.2178	8.84103	9.47854	8.68449	10.7694	9.14644	10.6825	10.5392	10.497	10.108	9.49854	11.3404
sp|O00330|ODPX_HUMAN	9.13167	10.3061	9.1553	10.22	9.30323	10.7131	9.72812	9.62985	9.71766	10.3647	9.99649	10.0571	9.27038	10.9364	9.94047	11.1379	9.45585	10.8009	9.74364	10.3911
sp|O00339|MATN2_HUMAN	8.99846	10.8628	8.42999	12.3469	10.884	10.5431	10.9101	10.4281	12.6186	9.94797	12.4147	11.35	13.2606	6.84818	9.77958	8.35989	8.70809	7.3282	7.52341	8.45734
sp|O00399|DCTN6_HUMAN	9.76622	10.9619	9.50489	10.167	10.1283	9.53989	8.30842	11.6697	8.6204	9.53047	10.9598	10.6446	9.73768	10.0105	9.59135	9.4888	11.3891	10.3155	10.2963	9.36929
sp|O00400|ACATN_HUMAN	11.2277	9.02777	9.51457	10.0723	8.75868	9.73772	9.30467	10.0329	10.4009	8.95952	11.25	10.2359	11.867	10.4385	10.5621	9.86778	10.6184	8.96378	9.05288	10.1068
sp|O00401|WASL_HUMAN	10.2094	10.7468	9.98873	9.93744	9.93312	9.91519	9.66113	10.0528	8.86698	9.30793	9.51162	9.97948	9.9467	10.2505	9.98372	10.4585	11.0433	9.78003	10.1225	10.304
sp|O00410-3|IPO5_HUMAN	9.77237	9.55982	10.1721	9.64425	9.77516	9.96783	9.67952	10.0217	9.52035	10.379	8.95351	9.90447	9.80625	10.6875	9.46919	11.1432	9.97958	10.5522	9.56888	11.4432
sp|O00411|RPOM_HUMAN	9.03012	10.0535	9.66839	9.80143	9.68245	9.48696	10.4909	8.90839	11.5662	9.15181	9.98744	9.45371	9.71291	11.4945	10.4494	10.9501	8.5253	11.2964	9.64799	10.6423
sp|O00422|SAP18_HUMAN	9.65769	9.75498	9.25817	10.1216	9.87313	10.2903	9.45677	11.5354	9.83745	10.7769	10.0219	10.0289	10.0129	9.94128	9.8045	9.89399	9.80761	10.0477	9.41441	10.4643
sp|O00423-3|EMAL1_HUMAN	9.90646	9.54056	9.82237	9.81979	9.12808	11.5988	8.78096	11.3649	9.69841	11.5082	9.82802	11.1575	9.19362	9.7941	9.4495	10.334	9.38772	10.2441	10.081	9.36196
sp|O00425|IF2B3_HUMAN	10.2606	10.1036	10.1062	9.39167	10.3815	9.19036	10.0788	9.62256	9.6695	9.19181	9.62758	9.33178	9.8789	10.3198	10.249	10.8091	10.6663	10.3376	10.4074	10.3759
sp|O00429|DNM1L_HUMAN	9.37266	9.88953	9.42939	9.81133	9.7791	10.0377	9.85024	9.62634	9.65659	10.2469	9.01817	9.84896	9.43877	11.1927	9.85946	11.3553	9.36142	11.0247	9.89443	11.3064
sp|O00442|RTCA_HUMAN	10.3971	9.99631	9.63102	9.64843	9.77401	9.89043	9.00362	11.5398	9.69004	9.91155	10.1741	10.6287	9.89073	10.2752	9.55855	9.84622	9.91386	10.2607	10.0806	9.88889
sp|O00443|P3C2A_HUMAN	9.8088	9.6463	9.65143	10.0394	9.65369	9.83098	9.56122	10.3396	10.4593	10.7274	10.4406	10.5054	8.97508	10.7553	9.74932	9.96536	9.94935	10.1937	9.62964	10.1179
sp|O00461|GOLI4_HUMAN	10.2567	10.2365	10.5964	10.6899	10.5732	9.14815	9.67441	9.3435	10.3106	9.18093	9.71658	9.87197	9.36277	10.1695	9.29792	9.90083	10.2504	10.5113	11.0806	9.82791
sp|O00462|MANBA_HUMAN	8.75908	9.54092	9.41339	9.91481	8.72017	12.6212	9.10514	11.3789	9.47387	12.6729	10.2208	11.3465	8.72875	10.9311	10.2779	9.71788	8.28103	10.271	9.26458	9.35995
sp|O00468|AGRIN_HUMAN	10.0776	10.1192	9.61419	10.3005	10.6892	10.7375	11.3754	9.9044	10.3936	10.2033	10.8891	11.0724	11.2824	7.91593	10.4716	8.4224	9.93477	8.64659	9.34915	8.60077
sp|O00469-2|PLOD2_HUMAN	12.5696	10.6412	13.8445	9.50684	10.4871	8.76135	10.2084	8.99848	10.8216	8.73345	11.0774	8.71898	10.1983	8.68881	9.56582	7.15708	10.5766	8.52209	13.658	7.2645
sp|O00471|EXOC5_HUMAN	9.89551	9.57504	10.4416	10.1856	9.84784	10.1597	9.89837	9.53228	9.86025	10.2127	8.33095	9.99343	9.78364	10.1819	9.53404	10.3207	10.3717	10.1117	9.6693	12.0937
sp|O00479|HMGN4_HUMAN	10.4644	11.8235	9.12526	10.5318	8.99976	10.2135	8.11805	11.29	7.54374	9.88318	8.35092	16.1032	8.92119	11.7278	9.87273	9.92734	9.79519	10.6277	9.68323	6.99744
sp|O00483|NDUA4_HUMAN	9.78786	9.9034	9.76135	10.7077	9.39477	10.9772	9.67366	9.34697	9.75186	10.6647	9.55133	9.19439	9.50228	10.567	9.90978	11.1694	9.18234	10.2686	9.62236	11.0631
sp|O00487|PSDE_HUMAN	10.4675	10.2198	9.95485	9.43546	10.0875	9.84448	9.44667	10.5389	9.41385	9.43976	9.83751	9.92093	10.5624	9.73842	9.61048	10.8738	10.4002	9.82598	9.9124	10.469
sp|O00505|IMA4_HUMAN	9.85146	9.98755	10.05	10.404	9.99145	10.4891	9.99861	9.96402	10.3747	9.83946	9.28721	9.49678	9.66693	9.609	9.93209	10.2658	9.72519	10.4652	9.82968	10.7718
sp|O00519|FAAH1_HUMAN	8.79557	10.257	9.00887	10.1169	9.11951	12.0582	8.97539	10.2866	9.57876	10.8134	10.5712	10.5253	8.63189	11.1507	10.1707	10.1904	9.14362	10.4513	10.0044	10.1503
sp|O00534|VMA5A_HUMAN	9.49081	11.4332	9.51163	11.3151	9.76861	11.0065	10.5119	9.30472	11.6057	10.9159	11.0314	10.0242	9.05816	9.17062	10.4664	8.98538	8.59606	8.95447	10.0167	8.83256
sp|O00541|PESC_HUMAN	9.09564	10.67	9.49405	10.5901	10.9076	8.79756	10.1831	9.17297	10.0424	9.51182	9.86104	9.84818	10.6011	10.3168	9.79791	10.233	10.6346	9.42244	10.1039	10.7157
sp|O00559|RCAS1_HUMAN	9.41273	10.8282	10.1364	11.565	10.728	9.32321	10.7756	9.23861	10.0601	9.24962	8.87842	9.07747	9.59194	10.287	11.3197	10.3783	9.34678	11.1724	7.53058	11.1
sp|O00560|SDCB1_HUMAN	9.98803	9.54291	9.74004	9.3899	8.7939	15.0629	9.17037	14.4563	10.2734	14.6346	8.54077	12.1149	7.40161	7.36861	9.23122	8.3229	8.82969	8.10433	11.311	7.72259
sp|O00562|PITM1_HUMAN	11.1355	9.16211	9.88204	9.41424	9.63557	8.76854	10.6983	9.27744	11.1482	9.49256	10.5131	10.4031	10.9136	9.2671	12.1857	9.30339	11.3304	9.14645	9.54083	8.7818
sp|O00567|NOP56_HUMAN	9.67326	9.85083	9.99703	10.2381	9.49299	11.1745	9.98684	10.1251	10.1444	10.7516	9.34688	10.7457	10.1992	9.7155	10.0541	9.68801	9.33221	9.66558	9.72859	10.0896
sp|O00571|DDX3X_HUMAN	10.3531	10.1292	10.1107	9.80466	11.3354	8.82619	11.2174	9.10278	10.7407	8.93785	10.3986	9.27081	11.6245	8.10671	11.0253	9.29578	10.9947	8.95156	10.0798	9.69415
sp|O00584|RNT2_HUMAN	10.2919	8.71669	12.1504	12.5269	10.7536	9.42755	9.16523	11.2785	10.2497	9.90937	8.32519	7.6591	12.9037	8.68771	8.96273	9.7467	10.5717	8.48817	11.1965	8.98879
sp|O00622|CYR61_HUMAN	11.6147	9.48678	9.67093	9.20216	12.1589	7.92026	14.2448	8.97546	9.74213	7.68035	9.9181	8.67348	11.0057	7.11988	13.0363	7.95404	15.8794	7.39196	9.74261	8.58215
sp|O00625|PIR_HUMAN	9.18314	10.5186	9.45928	9.94116	10.7874	10.0599	10.555	9.64926	9.42431	10.3791	9.93366	9.6642	9.65669	10.5752	10.5988	10.5882	8.89218	10.5235	9.05515	10.5553
sp|O00629|IMA3_HUMAN	9.31733	10.2048	9.78932	9.4269	9.93765	9.99155	9.89669	10.1414	10.4	10.4892	9.64178	10.3073	8.94514	10.2715	10.3433	10.4413	10.1406	10.3022	9.91886	10.0931
