protein_id	DMSO_R1	DMSO_R2	DMSO_R3	DMSO_R4	Erl_R1	Erl_R2	Erl_R3	Erl_R4	Lap_R1	Lap_R2	Lap_r3	Lap_R4	Sor_R1	Sor_R2	Sor_R3	Sor_R4	Sun_R1	Sun_R2	Sun_R3	Sun_R4
sp|Q9H9A5-6|CNO10_HUMAN	10.8269	9.66741	9.98464	8.79553	10.0671	9.17311	9.79175	9.36801	10.5266	9.64884	10.5671	9.34064	10.473	10.7358	11.1147	11.4062	9.32867	9.5526	8.72505	10.9063
sp|Q9H9A6|LRC40_HUMAN	10.2453	9.70069	11.0579	9.94571	9.9527	9.73023	9.97472	9.45194	10.2469	9.61095	8.66801	9.59694	9.97638	10.2383	9.55821	10.1384	10.2288	10.0697	10.1414	11.4667
sp|Q9H9B1|EHMT1_HUMAN	9.25151	9.99896	9.34853	9.97035	9.71916	10.2671	9.97554	10.5565	9.27032	11.2595	9.59197	10.6925	9.46664	10.0434	9.80616	10.8817	10.7038	10.0196	9.14549	10.0312
sp|Q9H9B4|SFXN1_HUMAN	9.73377	9.70268	9.24387	10.5437	8.95581	10.3488	9.47491	9.95999	9.32605	10.7221	9.99703	10.3485	10.1093	10.4279	9.37994	11.0433	9.85943	10.8141	9.42745	10.5813
sp|Q9H9C1|SPE39_HUMAN	9.61706	9.5037	10.7977	9.95657	9.79461	9.94735	9.51464	10.3557	9.43789	10.3756	9.5722	10.1594	9.76417	11.3821	9.33311	9.582	10.0176	10.16	10.2643	10.4644
sp|Q9H9E3|COG4_HUMAN	10.0399	9.38311	10.2733	9.99651	9.0803	10.0926	9.45453	9.10946	10.7062	9.16183	8.62448	9.64293	9.62708	10.409	9.75183	10.6882	10.379	11.1209	9.85224	12.6065
sp|Q9H9G7|AGO3_HUMAN	10.2101	9.45166	9.71632	9.99187	9.40363	10.6439	10.6416	9.59522	10.4286	10.6603	10.4039	10.4579	9.35885	10.6567	10.5348	9.65093	9.1117	10.0746	9.61911	9.3883
sp|Q9H9H4|VP37B_HUMAN	10.0316	9.76397	10.9513	12.3812	9.94999	11.111	8.93237	10.6671	9.92721	10.6663	8.44836	13.4598	10.8094	8.13007	8.726	7.94787	9.66943	9.9411	10.9095	7.57655
sp|Q9H9J2|RM44_HUMAN	9.17305	9.91833	9.50131	10.4268	9.00699	10.8674	8.94001	10.1971	10.4082	10.6067	9.63782	10.2434	9.66118	10.5454	9.57576	11.2674	8.50344	11.3092	9.52535	10.6851
sp|Q9H9P8|L2HDH_HUMAN	9.23017	9.33798	8.65953	10.3825	8.64955	11.3466	9.70367	10.7322	9.88506	11.2296	9.85113	10.7326	9.31378	10.7192	9.93721	10.8773	9.23599	11.052	9.13699	9.98683
sp|Q9H9Q2|CSN7B_HUMAN	9.78756	9.55394	10.4912	12.0893	9.48796	10.3752	7.82489	10.107	9.65829	9.90723	7.97684	11.3054	9.97206	9.91335	9.47633	8.50867	10.7101	10.6343	9.30839	12.9119
sp|Q9H9S3|S61A2_HUMAN	13.5438	12.9242	10.4155	10.388	8.48915	7.25936	11.1987	8.37493	7.67484	6.61019	9.04665	9.16571	11.8369	12.6372	11.6128	10.5646	8.12265	10.9016	9.43844	9.79478
sp|Q9H9S4|CB39L_HUMAN	8.65107	9.95968	9.66159	10.8435	10.1299	11.6172	9.16629	10.4087	9.51386	11.1988	9.54578	10.6894	10.2574	9.30506	8.92224	10.741	10.5611	8.80593	8.78782	11.2337
sp|Q9H9S5|FKRP_HUMAN	9.83299	9.88556	10.0019	9.87218	9.92265	9.82878	10.1088	9.72252	11.5229	10.2231	9.6825	9.68781	11.5224	9.44599	9.99534	10.8553	9.23195	8.58366	10.193	9.88061
sp|Q9H9T3|ELP3_HUMAN	11.741	9.2947	10.5151	10.3031	8.82369	11.4459	9.34568	9.70617	10.2546	10.1038	10.3651	9.93518	9.71432	8.75545	9.60103	9.25841	11.111	8.75549	11.3828	9.58742
sp|Q9H9Y2|RPF1_HUMAN	10.4492	9.24421	8.59717	10.5232	9.37588	10.0093	11.0413	8.57596	10.5745	9.13793	10.3117	10.1018	11.2077	9.2791	12.1677	9.45986	11.6394	9.08274	8.23678	10.9846
sp|Q9H9Y6|RPA2_HUMAN	8.97473	10.9191	9.58789	9.6711	10.4429	9.32896	9.52333	9.31695	10.8348	9.4517	9.42052	9.32299	9.67308	9.33913	11.0727	10.8142	10.848	10.1876	10.8435	10.4268
sp|Q9HA65|TBC17_HUMAN	9.38344	9.36497	9.27941	10.1929	9.48434	12.3329	9.65711	10.4341	10.4636	11.226	10.0855	11.2401	9.23562	9.61201	9.86786	9.77677	8.7926	10.1045	10.0493	9.41702
sp|Q9HA77|SYCM_HUMAN	8.97322	9.87398	8.90518	10.5399	9.23899	10.8467	9.71375	9.97134	10.2783	10.4105	10.0739	10.3212	9.55349	10.5588	9.67767	11.1149	8.77634	11.4896	9.1011	10.581
sp|Q9HAB8|PPCS_HUMAN	10.6315	9.06079	10.5599	10.0603	9.45982	10.6717	9.15734	9.88118	10.1179	10.4994	9.39919	10.4416	9.6408	10.2976	10.4259	9.70377	9.66937	9.95121	10.4638	9.90705
sp|Q9HAD4|WDR41_HUMAN	10.2705	11.4078	9.37075	10.0883	9.24842	9.34389	9.64437	10.557	9.88744	10.2326	9.79303	9.46956	8.9935	11.3151	10.0821	10.5429	8.4552	10.8455	9.45895	10.993
sp|Q9HAN9|NMNA1_HUMAN	9.30245	10.1136	9.35064	9.46084	10.2681	11.1413	9.36304	11.3758	9.91896	11.5509	9.85212	10.2745	9.32973	9.60351	9.54597	11.1858	9.37001	9.40139	9.49113	10.1002
sp|Q9HAP6|LIN7B_HUMAN	8.55115	10.5835	10.6117	10.1504	10.6319	9.80102	9.92076	10.1887	11.5777	11.7044	9.02541	9.36478	7.58645	9.73482	10.1184	10.3856	9.86486	9.96409	9.74661	10.4876
sp|Q9HAR2|LPHN3_HUMAN	8.83607	10.9366	9.05923	10.7268	10.4828	9.99982	10.1792	12.2249	10.3247	11.95	10.1024	10.6761	10.1799	8.55863	8.70122	9.1852	9.57015	9.16138	10.1219	9.02287
sp|Q9HAS0|NJMU_HUMAN	10.1795	9.81978	9.79919	9.03076	10.3251	9.43326	9.55034	11.0383	8.60699	10.1582	9.61829	9.51749	9.41527	12.3132	9.50603	10.9103	9.05556	10.6931	9.89068	11.1386
sp|Q9HAT2|SIAE_HUMAN	9.65026	9.68951	10.0204	11.0177	9.39256	12.3561	9.52576	9.86011	9.46942	11.5613	10.1011	11.1247	8.7474	10.239	10.3798	9.08342	8.72649	10.1679	9.89869	8.98839
sp|Q9HAU0-6|PKHA5_HUMAN	9.63951	10.1324	9.56967	10.0179	10.2819	11.0657	9.9087	10.9052	9.54196	11.2187	9.76422	11.6739	9.84619	9.04828	10.1131	9.25208	10.3018	8.92354	9.71429	9.0809
sp|Q9HAU5|RENT2_HUMAN	9.8313	9.88751	9.53198	9.46599	9.31171	10.1499	9.68422	11.094	10.6953	9.67765	9.86084	10.7737	9.6129	10.6894	10.1219	10.6378	9.73543	10.4089	9.08568	9.74386
sp|Q9HAV0|GBB4_HUMAN	9.56661	9.52874	9.13017	10.1238	9.67293	11.4098	9.90568	10.6889	9.63502	11.3013	9.2893	11.2808	10.1013	10.4159	10.3121	10.1453	8.3262	10.0422	9.1619	9.96211
sp|Q9HAV4|XPO5_HUMAN	10.3687	7.88126	9.76375	9.28286	9.88275	9.38897	9.79542	10.0329	11.5324	9.67043	9.53763	9.64999	10.0598	9.97298	10.1316	10.9087	10.4618	10.781	10.1551	10.7421
sp|Q9HAV7|GRPE1_HUMAN	9.32579	10.141	11.0064	10.3322	9.70539	9.16424	8.92105	9.66966	10.1021	9.40881	8.98533	9.21186	9.51189	11.6997	9.28899	11.3855	10.3732	10.5679	10.0908	11.1083
sp|Q9HB07|MYG1_HUMAN	9.68692	9.71358	9.50719	9.21267	9.62597	10.7262	9.20015	10.9477	9.68178	10.1926	9.68996	11.0176	10.0806	10.2085	9.47407	10.7172	10.1762	9.9076	10.3659	9.8675
sp|Q9HB19|PKHA2_HUMAN	11.0865	10.6547	12.8959	8.71209	10.1463	8.98701	9.00818	8.74621	10.6651	9.17708	9.6342	7.97678	9.09599	10.866	9.45671	10.3196	8.40246	10.9188	12.3568	10.8936
sp|Q9HB40|RISC_HUMAN	9.62529	10.1424	10.6579	11.1854	9.55774	10.2656	10.2268	9.32314	9.80668	10.5831	9.35947	8.39095	8.30611	11.3698	9.0048	11.5901	9.45717	10.8861	9.65905	10.6025
sp|Q9HB71|CYBP_HUMAN	10.4298	9.3361	9.50165	9.45535	9.80578	9.61167	9.49428	9.91077	10.1497	9.12319	9.20677	9.3865	10.6238	10.0043	9.5572	11.9665	9.18271	11.7331	9.83683	11.6842
sp|Q9HB90|RRAGC_HUMAN	9.77606	9.31522	9.53335	10.6362	8.88471	11.0581	9.63235	10.1472	11.225	11.1158	10.6883	10.6629	9.68395	10.7548	10.5203	9.6664	7.7202	10.4661	8.77133	9.74165
sp|Q9HBF4|ZFYV1_HUMAN	9.42956	10.2789	8.69764	11.2974	9.3273	10.0421	10.8915	9.19395	11.0536	9.90988	11.2265	11.1392	9.60799	10.4514	8.99644	10.2669	8.66815	11.2311	8.26958	10.021
sp|Q9HBG6-5|IF122_HUMAN	7.76142	10.5252	9.32253	10.1785	9.37556	12.3731	9.23413	11.2138	9.50571	12.4894	9.58608	11.4842	8.70761	10.7331	10.108	9.95588	9.30113	9.22783	9.5049	9.41202
sp|Q9HBH1|DEFM_HUMAN	10.0521	9.78367	9.5737	9.79085	9.75227	10.3301	10.1648	9.54723	10.5289	10.0452	9.4838	10.3754	10.8733	9.18086	11.3962	10.1998	9.33285	10.1207	9.09536	10.3728
sp|Q9HBH5|RDH14_HUMAN	10.0212	9.20431	9.66441	10.4173	10.024	9.98436	9.71496	10.3463	10.897	10.1646	9.84178	10.7762	10.8948	9.73509	10.1355	10.4268	9.37262	9.702	9.17098	9.50577
sp|Q9HBI1|PARVB_HUMAN	9.43271	10.9947	10.4618	11.827	12.712	9.6264	10.7389	8.91171	10.8359	9.18622	9.66915	9.37405	9.06894	10.0224	10.0253	8.90927	9.45922	8.66152	10.2677	9.81512
sp|Q9HBK9|AS3MT_HUMAN	9.78626	9.76236	10.208	9.3427	9.87058	10.681	8.88538	10.7164	9.35783	10.4426	9.51653	9.71865	8.69373	10.854	9.03881	10.9101	9.6784	10.8732	10.9034	10.76
sp|Q9HBL0|TENS1_HUMAN	10.0307	9.38507	9.52886	10.9937	10.6919	9.99724	10.6137	10.169	9.43423	9.95978	11.4586	11.4145	12.1578	8.76354	9.89289	7.93093	10.3014	9.27823	9.09453	8.90319
sp|Q9HBL7|PLRKT_HUMAN	8.55958	10.9981	9.46595	11.7022	9.91501	9.79347	8.30303	9.4217	8.98863	11.0338	8.82013	9.59867	8.88181	11.4096	8.39296	10.9518	9.80125	10.6188	9.5549	13.7886
sp|Q9HBL8|NMRL1_HUMAN	7.98539	8.04449	9.41758	9.0039	8.09398	11.8894	8.55857	10.7039	8.37855	11.4029	8.35987	11.1937	8.2214	14.1588	8.97277	12.5301	7.9913	13.8337	8.86206	12.3975
sp|Q9HBM0|VEZA_HUMAN	10.6784	9.1926	10.4198	10.3082	10.2424	9.41985	9.73907	9.57337	10.6993	10.5776	10.7721	10.045	10.7497	10.5357	9.30394	10.3076	8.98745	8.91693	9.90653	9.62439
sp|Q9HBM1|SPC25_HUMAN	10.2942	9.0225	8.5525	8.9931	9.59374	11.9353	9.92875	11.791	10.153	9.73547	10.2843	9.01043	8.72368	9.91733	9.12381	10.1865	8.37541	12.2494	11.8749	10.2547
sp|Q9HBR0|S38AA_HUMAN	10.2236	11.1779	10.232	11.3451	10.8846	8.58299	9.78025	9.45876	11.4399	8.23657	10.5452	10.0794	9.94847	9.60511	9.96297	9.4618	10.6746	9.22624	10.0087	9.12592
sp|Q9HBU6|EKI1_HUMAN	9.66386	10.6807	10.9045	11.0541	10.1915	10.3522	10.5759	9.23872	10.6915	9.36306	9.97256	9.68773	10.2468	9.12822	10.6144	7.9235	10.4221	9.26011	8.9549	11.0736
sp|Q9HBU9|POPD2_HUMAN	10.5195	9.73308	10.2955	10.0755	10.0165	9.81881	10.0657	10.1052	9.96061	10.0344	10.7789	10.0643	11.3893	10.2333	10.6571	8.77174	9.52937	8.76516	10.1683	9.01779
sp|Q9HBU9-2|POPD2_HUMAN	10.5161	9.77916	12.5532	11.9445	9.63749	10.992	13.3387	3.4514	9.14701	10.2755	10.6714	12.2075	11.996	9.46677	14.7902	3.70503	8.45602	9.73401	11.3027	6.03539
sp|Q9HC07|TM165_HUMAN	9.1104	11.7478	10.0345	9.816	10.9014	7.66847	10.1493	9.22494	10.3204	8.96026	11.1393	9.18667	9.98335	10.3229	9.77306	10.2331	11.6044	9.38061	10.1852	10.2578
sp|Q9HC21|TPC_HUMAN	9.49796	9.30931	9.6321	10.3719	8.54139	11.1179	8.89179	9.97097	10.7558	10.0552	9.9858	10.5271	9.63278	11.3359	9.96785	10.9968	8.89564	10.8581	8.77274	10.883
sp|Q9HC35|EMAL4_HUMAN	9.87796	9.30118	9.1578	9.6928	9.72455	10.997	9.93194	11.4557	10.8268	10.5353	10.0048	10.4333	9.68937	9.21014	9.96762	9.46149	9.61187	10.2258	10.1723	9.72216
sp|Q9HC36|RMTL1_HUMAN	8.81411	10.0157	8.6141	9.62151	10.1355	10.3758	9.78562	9.94732	10.1607	10.5766	9.88492	9.66436	8.54631	11.7835	9.78334	11.7101	8.58685	11.0049	9.57452	11.4142
sp|Q9HC38-2|GLOD4_HUMAN	10.0494	9.25043	9.42159	9.54595	9.16014	10.939	9.42008	11.0191	9.17117	10.3574	9.31147	10.5172	9.4252	10.9037	9.58213	10.7276	9.48368	11.2599	10.033	10.422
sp|Q9HCB6|SPON1_HUMAN	11.586	10.57	10.3246	12.1135	10.1195	12.9857	12.0204	8.61997	11.0394	10.5748	11.8053	10.5423	10.1582	6.61398	12.4745	5.49493	9.43171	6.92077	11.5722	5.03233
sp|Q9HCC0|MCCB_HUMAN	8.72918	9.98866	8.84437	10.082	9.19277	10.9521	9.44871	10.1849	10.1468	10.6503	10.1713	10.463	8.92513	11.2944	9.53932	11.2964	8.56986	11.5508	9.37488	10.5952
sp|Q9HCD5|NCOA5_HUMAN	8.89161	10.8911	9.67776	9.51387	10.5052	11.1491	9.78283	10.5555	9.5594	11.8477	10.0146	10.894	9.4157	8.91062	10.4103	9.79598	10.2892	8.54022	9.95226	9.40291
sp|Q9HCD6-2|TANC2_HUMAN	9.95986	9.70492	10.0741	9.80742	10.3268	10.4009	9.94915	11.3096	9.71833	10.1843	10.2234	10.732	9.97254	9.5117	9.79575	8.94109	10.8848	9.33591	10.2249	8.94257
sp|Q9HCE0|EPG5_HUMAN	9.19776	9.19738	8.02647	9.628	7.77456	11.5722	9.36502	10.4659	10.6794	11.4555	10.5286	10.2449	8.85865	12.2064	9.63017	11.6566	8.26052	10.7977	8.85748	11.5969
sp|Q9HCE1|MOV10_HUMAN	10.3203	10.059	9.04285	10.8962	10.0291	8.88263	11.4216	8.03622	8.47906	7.68878	12.0121	9.65457	10.0886	11.7317	9.52334	9.38398	10.0625	12.6584	10.3134	9.71568
sp|Q9HCE5|MET14_HUMAN	9.0973	9.5408	9.59954	10.086	10.2154	10.6458	10.0607	9.77831	9.86863	11.7332	9.82201	11.4589	8.9486	10.9974	10.7541	9.85333	9.15874	9.79411	9.42052	9.16656
sp|Q9HCE6|ARGAL_HUMAN	10.6844	10.2127	10.5274	9.59025	9.78786	10.0293	9.73368	9.79522	9.79749	10.1622	10.2767	9.94117	10.2499	10.0035	10.135	9.75239	9.91298	9.15966	10.3682	9.88002
sp|Q9HCG7|GBA2_HUMAN	10.3041	9.61167	10.2073	9.82074	9.76391	9.24361	10.1572	8.91821	10.9611	8.94409	10.6469	9.35036	10.3749	10.7745	10.0097	10.7168	9.63595	10.3862	9.49566	10.6771
sp|Q9HCG8|CWC22_HUMAN	10.4346	9.5231	8.95018	10.0453	12.622	9.04135	8.9698	11.4525	12.5554	8.78275	9.70574	10.7759	11.8951	6.8072	9.32503	10.7867	10.5797	7.75876	9.57592	10.4129
sp|Q9HCH3|CPNE5_HUMAN	11.4523	11.7498	10.9692	11.2512	11.6902	7.00461	12.2886	9.05561	13.2816	6.82787	14.9698	6.93024	11.802	8.89966	10.9653	6.20292	9.14038	8.1517	11.8364	5.53062
sp|Q9HCJ3|RAVR2_HUMAN	9.00001	9.50243	9.81968	9.73354	8.3405	11.2506	7.8247	10.913	10.2184	10.4717	9.96505	9.68602	7.6986	12.4045	8.47821	12.1829	9.16105	11.9522	10.1686	11.2283
sp|Q9HCJ6|VAT1L_HUMAN	10.3028	9.85985	9.8676	9.67773	9.59097	9.38303	9.88257	9.4837	11.9974	8.38953	9.60735	9.20321	9.23487	8.9375	10.0339	11.0559	12.2021	10.102	10.2145	10.9735
sp|Q9HCK5|AGO4_HUMAN	10.1701	10.0416	10.2708	9.51566	10.0182	10.4546	9.97441	9.52972	10.4852	9.94376	10.0269	9.75047	10.0219	10.0103	10.6909	10.2385	8.9201	9.93424	10.1205	9.88213
sp|Q9HCK8|CHD8_HUMAN	9.41718	9.78904	8.89644	10.6784	9.28136	10.3058	12.3828	7.30022	10.8958	10.7808	9.6304	9.80883	9.18752	10.2891	14.9553	8.60365	9.88151	10.172	9.48475	8.25923
sp|Q9HCL2|GPAT1_HUMAN	9.00797	9.07204	9.2338	11.349	8.179	12.0379	9.31624	9.57023	10.641	12.2992	10.512	10.7857	9.98268	11.3249	10.2424	10.4932	8.16296	9.29229	9.01541	9.48197
sp|Q9HCM2|PLXA4_HUMAN	9.59847	11.517	10.1793	10.4892	10.4122	8.92624	9.63378	9.13616	10.7942	9.20572	10.6109	9.21605	10.6982	10.0808	9.83313	10.298	9.22927	9.53792	9.61695	10.9865
sp|Q9HCM4|E41L5_HUMAN	8.51684	9.6902	11.5397	8.90345	10.7116	10.0432	9.83242	9.74119	8.46952	11.4164	11.7283	10.9738	9.64426	10.5417	11.5565	8.05039	11.4174	9.54883	9.51303	8.16115
sp|Q9HCN4|GPN1_HUMAN	9.77733	9.50857	10.3009	10.0453	9.68659	10.1757	10.2919	8.65111	9.61179	9.62915	9.87441	10.6379	9.99562	10.7543	9.80329	10.3062	10.7693	10.0916	9.68814	10.4008
sp|Q9HCN8|SDF2L_HUMAN	9.76357	10.9536	8.52112	10.8505	10.4409	8.69827	10.4934	9.52831	11.0723	8.61367	10.5113	9.62207	11.001	8.87822	10.7228	10.2291	10.6837	9.89475	9.49797	10.0235
sp|Q9HCP0|KC1G1_HUMAN	9.52156	10.3004	9.44545	10.1633	10.4223	10.6328	10.003	10.3703	10.5046	10.2759	9.88651	11.3426	9.82828	9.22793	11.5177	8.94001	9.67538	9.61079	9.17395	9.15725
sp|Q9HCP6|HHATL_HUMAN	9.83274	8.91079	9.35861	10.1182	9.49468	10.1884	9.11552	10.4731	11.243	10.3384	10.8997	9.78723	9.19201	11.6723	9.16882	11.3534	9.10496	10.0228	9.50228	10.2231
sp|Q9HCS7|SYF1_HUMAN	8.9258	9.6229	10.8535	9.90765	9.99062	11.1926	9.07435	10.6094	9.68366	10.6477	9.17862	10.3371	8.97229	10.0045	9.37618	9.9621	10.38	10.58	9.80809	10.8931
sp|Q9HCU5|PREB_HUMAN	9.17974	10.6118	9.47305	9.80053	9.61818	9.44934	9.93792	10.1653	10.3058	10.1235	10.2573	10.3358	9.86212	11.0403	11.045	10.1179	9.73952	10.0697	8.89948	9.96767
sp|Q9HD15|SRA1_HUMAN	9.29272	9.83758	11.7802	11.6952	10.9468	9.04738	11.4392	7.72684	11.2692	9.48148	10.4517	9.77881	9.94901	9.51992	11.8594	7.46253	10.2331	10.4228	9.59464	8.21142
sp|Q9HD20|AT131_HUMAN	9.55814	10.1924	9.40729	10.1713	9.72527	10.0803	10.0789	10.0677	10.2847	9.8575	10.3655	10.3186	11.1596	9.59964	10.1904	9.85289	9.79915	9.74335	9.52248	10.0251
sp|Q9HD23|MRS2_HUMAN	9.17289	8.79738	10.1662	9.85754	9.07088	10.8313	8.90871	9.74	9.77937	11.4102	8.62838	11.5368	9.68306	12.0595	9.01257	10.2825	8.9351	10.2603	9.91736	11.9499
sp|Q9HD26|GOPC_HUMAN	8.89612	11.0788	9.98747	9.60763	10.5358	8.99559	9.57005	10.3337	9.57611	10.4642	9.97388	10.033	9.40424	10.8445	9.48977	10.5521	10.5535	9.65108	10.0127	10.4397
sp|Q9HD33|RM47_HUMAN	8.49734	10.8554	9.49948	10.9484	9.7071	9.97659	8.73631	9.85728	9.9874	10.8322	8.00893	10.6603	8.47596	11.8358	8.09775	10.8768	9.11986	10.7124	9.88804	13.4267
sp|Q9HD40|SPCS_HUMAN	9.62342	8.96997	9.34316	9.98071	8.90108	10.7513	10.0205	10.1368	9.55576	11.3502	9.19995	10.6559	9.69803	11.2629	10.444	10.2208	9.44293	10.4444	10.1449	9.85325
sp|Q9HD42|CHM1A_HUMAN	10.7562	10.5965	10.651	9.98222	10.2068	9.97211	9.88757	10.0861	9.07549	9.64905	9.49631	9.73532	10.4258	9.57092	10.452	9.70352	10.1264	9.62067	10.0787	9.92718
sp|Q9HD45|TM9S3_HUMAN	9.51313	10.4548	9.75532	10.3259	10.4074	9.45414	10.5444	9.02307	11.7632	8.80122	10.4603	9.33932	10.8814	9.64432	10.8152	9.69399	9.31576	9.76477	10.0485	9.99405
sp|Q9HDC5|JPH1_HUMAN	9.0069	12.0576	8.8603	10.4642	11.4062	8.15605	11.8226	9.05577	10.1707	9.12489	11.1246	9.43282	9.82337	9.87718	10.7357	9.28977	11.2583	9.1188	9.36582	9.84845
sp|Q9HDC9|APMAP_HUMAN	9.71506	9.37486	9.17726	10.2265	9.57684	10.4219	9.63892	10.4771	10.8273	9.9902	10.3913	10.6039	9.92944	10.7352	10.5338	10.1757	9.0045	10.4248	9.30594	9.46955
sp|Q9NNW5|WDR6_HUMAN	9.60296	10.2029	9.64665	10.5482	10.9751	8.73415	11.3248	7.76806	12.2782	9.27885	10.6871	8.91893	11.3849	9.44318	11.9066	9.6231	9.25945	8.84014	9.89617	9.68033
sp|Q9NP58|ABCB6_HUMAN	10.238	9.18	9.89715	10.8086	9.55017	11.1498	10.3329	10.0113	10.6244	10.7746	11.3584	10.1215	10.0278	9.8728	11.1814	8.67709	9.43191	9.15049	9.76158	7.85002
sp|Q9NP61|ARFG3_HUMAN	9.75145	10.3272	10.4518	10.0076	10.2596	8.73883	9.66022	9.26898	9.93098	8.68442	10.4608	9.39066	9.6461	11.1838	10.077	10.2654	10.7178	10.7598	10.4421	9.97539
sp|Q9NP64|NO40_HUMAN	7.56958	11.164	9.73343	10.8769	9.75861	12.2339	8.21065	11.7502	11.506	12.1739	10.3274	11.8383	8.88735	9.31659	8.36398	9.71976	9.13529	8.25475	9.55399	9.62543
sp|Q9NP66|HM20A_HUMAN	9.36376	10.0712	9.46366	10.6971	9.33928	9.84624	10.8801	9.21835	10.2392	10.2843	9.88619	10.431	11.8901	8.70174	10.7207	10.1783	9.71818	10.546	9.47261	9.05182
sp|Q9NP72-2|RAB18_HUMAN	10.2632	9.68494	10.2214	9.45246	10.3863	8.52154	9.61052	10.0899	9.87691	8.39875	10.2709	8.78695	10.5644	10.2707	8.82257	11.5413	10.4671	11.5662	9.47568	11.7283
sp|Q9NP77|SSU72_HUMAN	9.32052	10.4382	11.2387	10.3102	10.3072	10.6801	10.5942	9.54757	10.0884	10.4765	8.93441	9.13139	9.49705	9.52962	9.74224	9.31861	10.2642	9.39832	10.6863	10.4964
sp|Q9NP78|ABCB9_HUMAN	8.98985	10.3511	9.91758	11.2178	8.73304	11.1106	9.88985	9.35885	12.0663	10.4662	10.4875	10.9994	10.5883	9.43154	10.8652	9.52665	8.82849	9.43464	9.46683	8.27033
sp|Q9NP79|VTA1_HUMAN	10.3957	9.51789	10.4395	10.061	9.44147	10.8287	9.06946	10.3908	10.0474	9.74445	9.12081	10.873	10.0949	10.0198	9.84244	10.1808	8.95776	10.9519	9.5054	10.5168
sp|Q9NP80|PLPL8_HUMAN	9.6239	8.77712	9.32773	9.60096	10.1863	10.7897	10.8086	9.84249	9.4588	10.8812	9.6079	10.1815	9.68039	10.3253	10.3347	10.5365	9.79016	10.4872	9.89238	9.86725
sp|Q9NP81|SYSM_HUMAN	8.68699	11.15	8.7688	10.5346	9.38529	10.5399	8.9338	11.131	9.16897	11.4157	10.3302	10.3357	8.8781	11.3992	9.55504	11.0793	8.92427	10.4516	9.45325	9.87832
sp|Q9NP84|TNR12_HUMAN	8.73084	13.2489	8.5671	12.5546	14.3239	5.53458	16.4332	5.56086	13.3624	6.43339	9.93081	8.43251	13.679	4.0515	12.6903	7.55659	16.0364	4.59905	9.36084	8.91314
sp|Q9NP90|RAB9B_HUMAN	10.2414	10.3552	9.85264	9.88445	11.2967	7.98578	10.5831	9.65978	11.0875	7.61472	10.7671	8.60764	12.0245	8.75936	9.96265	10.1869	10.709	9.92577	9.84442	10.6513
sp|Q9NP92|RT30_HUMAN	9.85168	9.09983	8.95395	11.0059	8.558	11.0577	10.6329	8.1535	10.4998	10.5973	10.8953	10.5158	10.1633	9.95246	10.4879	9.74874	9.13031	11.0896	9.54455	10.0615
sp|Q9NP97|DLRB1_HUMAN	11.1241	9.584	9.76464	10.8381	10.6163	9.44134	9.68042	10.0893	10.2137	8.82221	9.17272	9.81164	10.3277	9.31936	9.41405	11.0421	9.26017	11.2911	9.75013	10.4369
sp|Q9NP98|MYOZ1_HUMAN	9.84797	10.4725	10.3568	11.3604	10.9807	9.9176	11.1089	9.45163	9.90906	10.4692	11.2091	9.73192	10.3788	9.01153	11.0201	7.59689	10.1281	8.88452	9.56005	8.60436
sp|Q9NPA0|EMC7_HUMAN	10.0287	11.0252	9.68178	9.68427	9.94013	9.19727	10.3938	8.68687	9.26682	9.05046	10.2277	9.35533	10.8477	10.6779	11.0455	10.4397	9.78838	10.1775	10.0183	10.4667
sp|Q9NPB8|GPCP1_HUMAN	8.86666	10.5723	9.60324	11.0733	9.38383	9.89857	8.81702	9.80878	10.4054	9.62213	10.6923	10.0452	8.88559	11.8834	8.71277	11.1101	8.14729	12.3348	9.85264	10.2846
sp|Q9NPC6|MYOZ2_HUMAN	10.8299	10.2347	10.5058	10.6025	10.6634	9.08557	10.3576	9.26291	9.56733	9.19027	9.82662	9.39314	11.5909	8.79636	10.2282	9.65148	10.7327	9.30882	10.2218	9.94997
sp|Q9NPD3|EXOS4_HUMAN	9.36837	9.5146	9.9992	10.196	9.94071	10.2329	10.1776	10.2528	10.4887	10.5216	9.69993	10.4611	10.7035	8.75801	9.80364	10.0851	10.1528	10.3188	10.1849	9.13972
sp|Q9NPD8|UBE2T_HUMAN	9.10245	7.24598	7.35023	8.21852	10.539	14.2625	7.8293	13.9606	7.57811	14.6592	7.36867	13.1907	7.52608	8.66046	8.45218	10.0245	9.06206	11.3641	11.1699	12.4354
sp|Q9NPF4|OSGEP_HUMAN	9.89439	10.2755	9.65088	9.93588	9.71422	9.74096	10.8027	9.98885	9.92929	10.8661	9.81355	10.1726	8.82508	10.3141	10.5638	9.82295	10.5413	9.89904	10.1475	9.1012
sp|Q9NPF5|DMAP1_HUMAN	8.51128	10.0402	8.82019	10.8858	10.6898	10.3404	9.21077	10.2412	9.91976	10.9243	11.0258	10.496	10.2725	9.2081	11.1395	9.06514	10.4203	9.67348	9.82141	9.29413
sp|Q9NPG3|UBN1_HUMAN	9.22011	10.0439	10.3294	11.0088	8.92645	10.0161	9.86906	9.20731	10.4762	10.6748	10.8951	10.0622	8.98557	10.0237	10.6292	8.61502	11.9877	9.64559	10.9961	8.38786
