protein_id	D311	U311	S311	E311	L311	D312	U312	S312	E312	L312	D121	U121	S121	E121	L121	D122	U122	S122	E122	L122	D321	U321	S321	E321	L321	D322	U322	S322	E322	L322
sp|P55210-3|CASP7_HUMAN	9.37582	9.78289	9.96577	9.57592	11.2692	9.46158	8.41975	8.40424	11.9769	11.768	9.78858	10.2771	9.74549	10.4526	9.47643	10.1766	9.79044	9.41691	10.5672	10.3086	9.88905	10.0248	9.93978	9.48221	9.66398	9.56452	8.90237	9.68701	11.736	11.1104
sp|P55211|CASP9_HUMAN	9.61186	9.58588	6.42107	9.08674	10.0829	10.0417	10.8903	15.1813	8.79568	10.3026	8.96412	10.2893	9.58967	12.214	9.64903	9.88785	9.93249	12.1875	9.25714	8.02889	10.6685	11.2168	8.78938	9.18369	10.1795	9.61577	10.1748	11.0733	9.64226	9.45588
sp|P55212|CASP6_HUMAN	9.07817	9.77177	9.58097	9.93119	9.33514	10.704	9.96649	10.4026	10.4804	10.7492	9.70415	10.6342	10.4302	10.6437	10.2048	10.8861	8.57552	9.93701	10.2562	8.72813	8.17648	8.09325	8.2583	9.04754	9.45064	10.8396	10.2076	13.0225	11.4042	11.4999
sp|P55263|ADK_HUMAN	9.01577	8.8736	8.13744	9.091	10.3203	10.4095	10.7214	10.2196	11.3405	11.871	10.1131	9.20834	10.1805	9.69574	9.60411	9.78652	10.6295	9.97092	10.8059	10.0054	9.99985	9.48976	10.0268	9.69135	9.90411	10.2065	10.2031	10.1864	10.2816	10.0104
sp|P55265-4|DSRAD_HUMAN	9.7384	9.51379	9.3029	9.76216	9.95591	10.4595	9.80902	9.926	10.865	10.6673	9.64353	10.218	9.24683	10.1063	10.1125	10.043	9.6069	9.92902	10.4652	10.6286	10.0191	10.6067	9.61563	9.59987	10.1518	10.205	9.48378	9.97004	10.1016	10.2464
sp|P55268|LAMB2_HUMAN	8.95129	9.70022	8.0392	9.29393	9.56004	10.0297	9.77927	9.912	12.2513	12.4831	9.9151	10.4327	9.58691	9.7323	9.37148	9.80408	9.79141	9.7593	10.9642	10.6425	9.38981	9.80847	9.74275	9.23952	10.3459	10.3491	8.63991	9.34097	11.4153	11.7283
sp|P55735|SEC13_HUMAN	9.94389	9.92616	9.78791	9.72287	10.1407	9.92576	10.6559	10.353	9.86908	9.67483	10.1828	10.0756	9.75307	9.79265	9.91553	9.74155	10.6992	9.95073	10.1102	9.77873	10.3657	10.0277	10.404	10.0168	10.1522	9.37322	9.89665	10.2551	9.49165	10.017
sp|P55769|NH2L1_HUMAN	9.12841	9.8617	9.08492	10.7505	9.18783	11.379	9.01098	10.8146	9.53348	11.2486	10.2729	9.29637	10.1923	10.4674	9.473	9.71217	9.68273	10.6246	10.1975	10.0812	11.3037	9.8546	11.2018	10.3575	9.09549	10.8967	10.1811	9.13148	8.61783	9.35973
sp|P55786|PSA_HUMAN	10.1578	9.32597	9.12597	9.45036	9.66725	9.56017	10.2919	10.4793	11.2717	10.6696	9.85888	9.6005	9.80738	10.1326	10.0234	9.85286	10.1895	9.88606	10.5199	10.1289	9.92114	10.3369	9.86377	9.36546	9.91179	9.47754	9.45162	9.88004	11.1274	10.6644
sp|P55789|ALR_HUMAN	9.37939	9.43814	9.13213	9.23403	10.14	9.89554	11.0692	10.9925	10.7659	9.9532	9.03482	9.1769	8.87389	11.0017	8.18463	10.7769	10.2306	10.1039	11.1454	11.4712	9.50757	9.02945	10.8542	10.336	10.1885	11.2084	10.2388	10.2302	9.00494	9.40183
sp|P55795|HNRH2_HUMAN	10.0392	9.90485	9.91235	9.39549	9.74857	10.2585	9.77857	9.19414	10.9326	10.8358	10.4437	10.1632	9.98751	9.38703	8.77268	10.0974	9.98308	9.78956	10.6127	10.763	9.65764	10.1074	10.3457	10.101	10.2692	9.89694	9.02737	9.60422	10.4375	10.553
sp|P55809|SCOT1_HUMAN	9.1072	9.46183	8.80597	9.55356	9.27763	10.7712	10.7828	11.1565	10.2901	10.7933	10.2278	9.94641	9.34178	9.42419	9.1991	9.91108	10.0639	10.5457	10.7366	10.6035	8.97136	9.27533	9.66151	9.36411	10.1663	10.1778	10.6013	11.098	10.297	10.3874
sp|P55822|SH3BG_HUMAN	10.9733	11.8619	12.5212	11.9976	10.5397	10.0442	7.32322	6.59184	8.88541	9.26167	9.92346	10.3843	10.9264	10.8041	10.6435	10.5466	9.55107	9.42165	9.22117	8.57776	11.2321	11.1578	9.96921	11.3916	10.1487	10.2587	8.45694	8.70619	9.87797	8.80079
sp|P55854|SUMO3_HUMAN	10.0106	9.05834	10.3002	9.55861	9.75873	9.42127	10.5216	9.24284	11.6356	10.4922	8.80857	10.5969	9.16626	10.4147	7.81396	12.3322	9.4741	11.3244	9.30291	10.7659	9.53304	9.95653	9.2776	9.38125	9.46583	10.028	10.1643	10.3788	10.8111	11.0036
sp|P55884-2|EIF3B_HUMAN	10.3666	10.83	10.8659	10.2839	10.3717	9.84468	10.0904	9.36695	9.12082	8.85905	10.1643	9.68718	10.4844	9.80572	11.1731	9.89534	10.3178	9.45428	9.71106	9.30678	10.5096	10.0805	9.87061	10.2143	10.2667	9.45889	10.5227	10.5503	9.61778	8.90868
sp|P55899|FCGRN_HUMAN	8.43102	11.4498	8.97422	9.93212	9.06961	10.2054	9.84734	10.7791	11.23	10.0814	10.3979	9.91948	9.7741	9.82938	10.5396	9.72761	10.635	9.56819	10.5918	9.01699	8.82813	10.6127	13.9291	12.0851	9.86282	11.3223	10.0201	8.94247	6.97835	7.41893
sp|P55957-2|BID_HUMAN	9.87708	9.84353	9.5942	9.56574	10.7568	8.92389	10.417	9.83518	10.1218	11.0649	10.6008	9.73718	9.5837	9.35238	10.0469	10.4008	10.8378	9.62983	9.96303	9.84755	8.85435	11.1917	10.9341	9.28486	11.5305	10.7191	8.19631	10.3268	9.88485	9.07742
sp|P56181|NDUV3_HUMAN	10.6845	6.88537	11.0014	9.3281	11.8093	9.06086	11.9573	8.94858	10.7155	9.60902	8.78234	10.2296	8.49507	12.0921	7.05817	11.0362	9.16052	14.0428	7.89783	11.2054	11.709	10.6196	10.0291	8.68744	9.20061	10.5977	11.4236	10.6446	8.09784	8.99041
sp|P56181-2|NDUV3_HUMAN	8.76611	8.93648	8.89646	10.1597	10.1309	11.3329	10.1558	10.6461	10.3251	10.6504	10.0161	10.0012	10.0009	9.77706	9.45141	9.94274	10.2716	10.5945	9.90955	10.035	9.03901	9.35848	9.63413	9.38947	10.4218	10.5185	9.81693	11.1068	10.6421	10.0727
sp|P56182|RRP1_HUMAN	9.66868	10.8485	11.3931	10.6303	11.494	9.52339	8.81326	8.83499	9.80833	8.98548	10.3535	9.46394	10.2218	9.17888	11.178	9.65384	10.1528	8.64155	11.1781	9.97763	10.435	9.23535	10.4979	9.23206	10.3889	10.457	10.516	9.79869	10.2343	9.20486
sp|P56192|SYMC_HUMAN	9.9503	10.0489	9.95546	9.63992	10.0416	9.36716	10.8943	10.8679	9.49852	9.73586	9.29807	10.2671	9.90469	10.1329	10.5436	10.5768	10.0907	9.86965	9.3039	10.0125	10.1722	9.91467	9.60771	9.74458	9.66671	9.46595	11.2712	11.0701	9.53562	9.55127
sp|P56211|ARP19_HUMAN	9.80289	10.0769	10.3153	9.9524	10.0476	9.18684	10.9319	10.1883	9.47672	10.0211	10.5455	8.19274	10.3134	10.3161	9.81628	10.0505	11.2853	11.2524	9.47031	8.75735	9.42041	11.7318	10.3589	8.32142	9.59657	12.8623	6.56913	8.31062	10.5843	12.2446
sp|P56277|CMC4_HUMAN	7.85596	9.49143	8.27644	10.5004	11.7224	10.7859	11.1715	11.1086	9.66896	9.41844	9.62928	8.88128	8.71594	9.52806	10.1491	10.897	10.3619	11.0056	10.0939	10.738	10.0946	10.2133	9.09579	7.8996	10.0043	10.7302	9.95317	12.0101	10.7747	9.22429
sp|P56377|AP1S2_HUMAN	11.1114	8.8016	11.2244	8.8539	11.6952	8.74301	9.81824	9.33361	11.2088	9.20979	9.44163	9.46805	10.75	10.794	11.7278	9.82198	9.37189	9.3758	9.12015	10.1287	10.8381	10.5955	10.8098	9.89909	8.37837	10.0081	11.602	9.55271	9.19494	9.12127
sp|P56378|68MP_HUMAN	11.251	9.22597	10.6672	9.13471	8.63632	9.35697	11.7014	10.0653	10.0251	9.93592	9.80067	9.69319	10.0844	8.73241	9.05	10.7716	9.87367	9.49714	10.0151	12.4817	9.77669	8.79993	8.82272	7.9007	9.51845	11.532	12.3168	11.197	10.5022	9.63352
sp|P56381|ATP5E_HUMAN	10.4957	8.38666	8.98802	9.45852	9.57978	10.1041	10.9092	11.2349	10.2838	10.5592	10.2473	9.23464	10.2378	9.01088	11.3197	9.53394	11.0864	9.35505	9.73757	10.2366	8.80594	8.19244	8.5148	7.86832	11.2533	10.3342	11.672	12.1979	12.6269	8.53423
sp|P56385|ATP5I_HUMAN	9.3905	9.07748	9.45621	9.20325	10.1906	9.96246	10.7214	10.5756	10.9086	10.5139	10.4904	9.32011	10.1785	10.1979	12.9419	9.26114	9.19347	9.3134	9.1084	9.99487	10.2072	9.18777	9.23147	7.22054	9.50151	11.0932	13.9622	11.3194	8.63277	9.64399
sp|P56537|IF6_HUMAN	10.1192	10.3581	10.4582	9.23317	10.3678	9.57255	10.3273	9.5792	9.97034	10.0142	10.0118	10.5861	9.40215	10.203	9.29343	10.5474	10.1772	10.5235	9.54706	9.70847	9.63416	10.2161	10.1414	9.02056	10.7495	10.2056	9.70989	9.98814	10.0337	10.301
sp|P56545-2|CTBP2_HUMAN	10.3753	10.7359	10.031	10.814	9.50955	9.86083	9.78909	9.48637	9.85281	9.54521	10.2459	10.6742	9.49734	9.8488	9.85779	10.1166	10.2737	9.3333	9.98198	10.1703	9.87053	9.02623	9.86737	8.66717	10.8999	10.7371	9.02573	9.57357	10.9408	11.3915
sp|P56556|NDUA6_HUMAN	10.0734	9.28672	10.5187	9.3112	9.37981	9.17849	9.56354	10.9866	10.3583	11.3432	9.28136	9.46448	10.0198	9.96129	11.5156	9.4875	10.392	9.59775	9.63292	10.6473	10.6907	9.84294	10.0669	9.10381	10.0754	10.4696	10.6321	9.66639	9.82782	9.62431
sp|P56589|PEX3_HUMAN	10.9923	11.0833	10.7717	10.8733	5.35769	5.54538	10.7166	12.3027	11.2486	11.1084	9.67233	10.0982	10.185	10.8983	8.28547	8.42051	10.8434	9.91873	10.7322	10.9458	13.2667	12.0457	10.9997	10.2312	4.89029	6.07048	11.7843	10.5968	9.27701	10.8378
sp|P56937|DHB7_HUMAN	8.20027	9.36103	8.8021	9.27685	11.5626	11.3827	9.21038	9.53684	10.8147	11.8524	8.99213	10.0076	8.92744	9.62343	9.73073	11.0279	9.51911	10.3141	10.3297	11.5279	9.05964	9.02686	9.80132	9.93665	11.4263	11.1484	9.27275	8.53791	10.5791	11.2111
sp|P56945-6|BCAR1_HUMAN	9.99618	12.0707	11.0077	10.1458	11.8784	11.3101	9.99796	9.03764	7.15327	7.40227	10.5589	9.4658	10.3731	10.0506	11.0257	10.9834	10.1096	10.689	8.43028	8.31367	10.2163	10.0677	10.9723	10.0982	10.9332	10.7386	9.87281	9.33362	8.72703	9.04028
sp|P56962|STX17_HUMAN	8.6523	9.4672	9.73691	10.129	11.0733	10.1621	10.9527	10.5821	9.95423	9.29008	9.69427	11.364	9.0762	11.1739	10.2507	10.0054	9.66124	9.84216	9.70515	9.22697	8.91055	9.10006	8.79756	9.0435	10.7742	11.2188	10.8132	11.9415	10.3722	9.0285
sp|P57076|CU059_HUMAN	10.146	10.1756	10.5042	9.15644	10.4327	9.81806	12.0526	9.71328	9.12282	8.87837	10.6016	8.75213	10.2931	9.55614	9.97512	9.72443	11.2355	10.1585	10.8772	8.82633	10.1386	10.6122	9.30155	9.63646	9.80707	10.0002	11.4088	10.3053	9.2449	9.54504
sp|P57088|TMM33_HUMAN	10.0255	9.79143	12.7534	9.62106	9.8686	8.79929	9.85452	11.0349	9.19957	9.05167	8.87362	9.84488	11.0337	9.71396	12.5173	9.657	9.81789	9.21184	9.22711	10.1027	10.4911	9.31382	9.70511	8.52841	9.23048	10.5286	11.6227	10.12	10.6876	9.77222
sp|P57105|SYJ2B_HUMAN	9.18467	9.84351	8.91988	9.61014	10.0061	10.3667	10.7556	11.1283	9.84696	10.3382	9.91705	9.68593	9.85791	9.40095	10.3333	9.80638	10.5333	9.82507	10.2392	10.4009	9.63135	9.66044	8.90407	8.98224	10.2729	10.495	10.5154	11.8838	10.8948	8.75996
sp|P57678|GEMI4_HUMAN	10.5499	10.3372	10.9416	10.3185	10.8909	9.99729	9.21491	8.86317	9.33581	9.55068	9.6918	10.6138	11.9593	9.96526	11.3078	10.4326	9.50326	8.36772	9.33362	8.8249	9.56992	9.53052	10.6916	10.4836	9.35612	9.49452	10.03	10.0161	10.2968	10.5308
sp|P57721|PCBP3_HUMAN	10.0017	10.6071	9.99967	10.3752	9.52737	10.1504	9.78583	9.97593	9.50979	10.0669	11.0908	9.97359	10.6704	10.1236	9.92451	9.62439	10.2842	9.57325	9.92592	8.80941	10.2902	10.2807	10.208	10.5288	10.2549	10.4605	9.33892	9.52344	9.45516	9.65944
sp|P57723|PCBP4_HUMAN	9.95043	12.182	11.0232	11.4632	9.57139	11.1475	8.7401	9.02507	7.71377	9.1833	11.269	10.0765	10.0896	10.781	9.81972	9.55833	9.91538	10.9993	9.15219	8.33889	10.852	10.28	9.88594	9.88247	10.2321	9.74792	10.5164	10.1649	9.04398	9.39426
sp|P57737-3|CORO7_HUMAN	8.87416	9.82122	8.33168	9.61796	10.5214	10.2574	10.4086	10.5102	10.7583	10.899	9.50084	9.84488	9.89097	9.96408	9.82562	9.89707	10.1081	10.6635	10.3389	9.96607	9.93207	10.2588	9.49922	9.78184	10.3666	9.38108	9.61869	9.67023	10.7923	10.6992
sp|P57740|NU107_HUMAN	9.64443	9.23001	10.1244	9.52499	10.495	9.20537	9.48782	9.88415	11.0204	11.3834	9.94984	9.34218	11.1747	8.81419	12.0331	9.39981	9.4519	8.6927	11.3415	9.80009	9.5394	9.54847	10.1466	9.9137	9.53443	10.1073	9.64684	10.1893	10.4927	10.8812
sp|P57768|SNX16_HUMAN	9.35441	10.1848	10.1959	10.0867	10.4026	10.5204	10.1826	9.61492	9.65321	9.80447	10.1853	9.76715	10.3961	8.20867	9.58334	10.8031	9.69771	10.5249	10.7552	10.0784	9.55281	9.34787	10.363	10.2383	10.6305	10.0326	9.64306	9.61339	10.3611	10.2173
sp|P57772|SELB_HUMAN	9.84706	9.45554	9.79509	9.60574	10.693	9.58517	10.3085	9.73397	10.9289	10.0471	9.77855	9.78623	10.3169	10.0609	10.4767	10.0563	10.1714	9.61649	10.014	9.72241	9.95656	10.2661	10.7275	10.1114	10.2183	9.53817	9.67453	9.31151	9.69354	10.5025
sp|P58107|EPIPL_HUMAN	10.2865	11.2161	10.6473	11.5737	9.98366	10.2636	10.73	9.8026	7.6043	7.89224	10.5034	10.5572	11.0321	10.2469	9.44699	9.92044	10.3142	10.2862	8.56724	9.12519	10.0505	9.57634	9.97919	10.8365	10.0459	9.54719	12.1806	10.6805	8.81806	8.28521
sp|P58335|ANTR2_HUMAN	8.85498	9.59627	8.50832	8.95491	10.4345	8.85008	11.7475	10.1152	11.9754	10.9628	9.31275	10.6662	9.19775	9.33676	10.0459	9.75533	10.4495	9.89412	10.601	10.7407	8.27163	8.61933	9.58464	8.81719	9.56221	10.2477	10.6742	11.2429	11.3907	11.5895
sp|P58340|MLF1_HUMAN	9.23766	11.0579	10.0978	11.2674	10.8141	11.6095	7.39947	7.3883	10.682	10.446	10.7612	10.213	10.3235	10.5326	10.2647	11.8187	8.29509	7.67995	10.5286	9.58262	9.31687	10.7336	9.79977	9.69897	11.0657	10.8554	8.53405	8.59335	10.9637	10.4386
sp|P58546|MTPN_HUMAN	9.76352	11.4043	9.29436	12.729	11.945	9.9264	9.38767	9.58567	7.61978	8.34429	8.39127	8.29528	12.3144	10.3496	9.38718	10.1721	9.58992	11.0245	9.31753	11.1582	11.2722	10.986	9.67248	9.49183	9.42371	8.82358	10.6796	10.6043	9.95074	9.09551
sp|P59998-3|ARPC4_HUMAN	10.0554	9.67397	9.24397	9.80014	9.55865	9.8288	9.53062	11.5626	9.77292	10.9729	9.87367	10.6654	10.6286	9.7671	10.9044	9.68198	9.70634	9.29283	9.61214	9.86745	10.8043	10.7064	10.4861	9.84089	8.22318	10.1614	12.4684	9.67194	8.68326	8.95416
sp|P60033|CD81_HUMAN	10.2157	9.70529	11.2949	9.13785	9.08446	8.10879	10.3107	9.7571	11.4782	10.9071	8.87063	10.557	9.7853	9.99702	9.93936	9.21728	10.3579	9.20362	10.4078	11.664	8.83899	7.85966	8.69585	9.54744	9.71592	11.2936	11.2181	11.6573	11.9484	9.22469
sp|P60174|TPIS_HUMAN	9.984	9.98658	8.92409	9.93543	9.21169	10.1297	10.3977	10.9081	10.0435	10.4792	9.70888	9.47872	9.64467	10.8593	9.22384	9.91562	10.0322	10.8081	10.1775	10.1512	10.7066	11.1702	9.79786	9.93413	9.36418	9.61231	9.64595	9.98666	10.062	9.72012
sp|P60228|EIF3E_HUMAN	10.8394	10.3931	11.3196	9.94008	10.6125	9.77441	9.80128	9.20932	9.09466	9.01568	9.90252	10.2586	10.4894	9.34734	10.1453	10.1839	10.7875	9.35136	9.37518	10.1591	11.1406	10.0788	9.35871	10.2493	8.34847	10.8733	13.3367	9.65257	8.11373	8.84774
sp|P60468|SC61B_HUMAN	11.1437	8.3956	11.8468	9.61712	10.8964	8.69203	11.0054	9.89393	10.2208	8.28828	9.16071	9.70593	9.86329	11.7329	11.2701	9.08664	10.3342	10.3225	8.06283	10.4609	9.86697	11.8377	11.3253	9.7464	11.3666	9.32118	7.20575	9.57773	9.68798	10.0644
sp|P60484|PTEN_HUMAN	9.43689	9.77625	10.0972	9.08501	9.63133	10.104	9.68709	9.53233	11.1925	11.4574	8.9875	8.71961	8.27232	9.4276	10.4855	11.8172	9.78644	10.1529	10.3605	11.9905	10.4842	9.88279	10.5789	10.374	9.70213	10.4036	9.197	8.39632	9.56555	11.4156
sp|P60510|PP4C_HUMAN	9.93604	9.36004	9.90865	9.33851	10.7247	9.25537	9.32971	10.5754	10.216	11.3556	9.32037	9.90497	10.1151	9.79211	11.0037	9.8471	9.89193	9.52638	9.87073	10.7276	9.97433	10.0695	10.0177	9.59143	9.46192	9.50639	10.2209	10.7543	10.4819	9.92156
sp|P60520|GBRL2_HUMAN	9.91392	10.3997	11.2073	9.98088	10.232	9.57959	10.2601	8.60209	9.36133	10.4631	9.31911	9.77955	10.4956	10.6232	10.0631	9.72384	11.7355	11.546	8.13122	8.58293	9.0161	9.65679	8.33447	8.92116	10.1367	9.26793	10.4187	11.248	11.8643	11.1358
sp|P60604|UB2G2_HUMAN	10.4694	12.3369	9.7177	9.24153	10.7002	10.7426	8.55962	7.53585	9.90523	10.791	10.2413	11.9298	9.98764	10.6143	9.83189	10.0509	8.83994	10.1171	8.96003	9.42716	9.75815	9.49444	9.71177	9.57857	9.41626	10.4829	11.516	11.4817	9.7302	8.82997
sp|P60660-2|MYL6_HUMAN	9.37507	12.3784	11.2889	13.1152	11.0601	12.086	7.25237	5.60821	8.7341	9.10168	8.94997	8.626	13.927	10.7147	10.6715	12.9675	8.17397	8.66861	8.15675	9.14392	8.46378	8.92014	11.1944	10.7005	9.64885	10.7895	9.52363	9.82522	11.1267	9.80728
sp|P60709|ACTB_HUMAN	11.5994	11.3746	11.7811	11.007	9.06781	10.0835	8.85704	8.34719	8.77286	9.10949	11.2772	10.1175	10.2861	9.78855	10.2588	9.64633	9.79103	9.21632	9.28488	10.3334	9.85201	9.7242	10.2753	10.7632	10.5635	10.2017	9.59077	9.4316	9.48399	10.1138
sp|P60842|IF4A1_HUMAN	10.803	10.7776	12.1269	10.9887	10.4896	9.9983	9.28726	8.88703	8.33265	8.30885	10.1074	9.78967	10.8689	9.94995	11.257	10.2715	9.57789	9.86323	8.72329	9.59117	10.2694	9.62681	10.379	9.69538	10.2111	9.39884	11.0052	10.3814	10.1694	8.86368
sp|P60866-2|RS20_HUMAN	9.57237	8.8198	9.53179	11.2735	12.6413	9.64466	9.50981	10.183	8.97256	9.85109	9.81069	11.1302	9.67257	9.45382	9.48987	10.5561	12.3123	9.51522	9.05774	9.00139	9.70065	9.76542	11.1858	11.6449	9.88989	9.90039	9.7934	10.0814	9.15674	8.88149
sp|P60891|PRPS1_HUMAN	9.95928	10.1223	9.14401	9.6373	9.31956	9.16446	10.7906	11.1493	10.1905	10.5226	10.4085	10.1531	10.2839	9.93744	10.0452	9.93448	10.0954	9.69341	9.95362	9.49481	10.4473	10.6498	9.95578	9.3098	9.33869	8.9677	10.4478	10.3235	10.3592	10.2004
sp|P60900|PSA6_HUMAN	9.52786	9.47695	9.16369	9.69132	9.60177	10.1885	10.4803	10.6988	10.4188	10.7519	9.88629	9.54991	9.61074	9.85133	9.89871	10.1435	10.41	10.3108	10.4079	9.93077	9.98597	10.2521	10.1795	9.49882	9.98344	9.69176	10.0677	10.1026	10.1257	10.1124
sp|P60903|S10AA_HUMAN	10.8821	10.2822	10.5641	10.581	11.5007	9.10127	9.20169	8.0839	11.0518	8.75123	10.1301	8.52842	12.6808	8.82152	10.0631	9.01727	11.3117	9.97426	10.0945	9.37833	11.7776	9.67093	9.96598	8.85827	8.89978	10.4698	10.0848	9.22609	11.2149	9.83188
sp|P60953|CDC42_HUMAN	10.1205	9.1013	11.328	6.16968	2.66728	22.7689	7.74776	11.7837	13.7793	4.53368	11.7754	10.0194	11.1468	9.68392	9.3066	9.38626	10.1355	10.8815	9.45177	8.2128	8.79817	9.39557	8.72027	9.46282	9.78743	9.48612	11.1416	12.0505	12.0054	9.15214
sp|P60953-1|CDC42_HUMAN	9.91843	9.73011	10.2991	10.0406	9.6558	10.101	10.4425	9.99757	9.91722	9.89771	10.195	9.80653	10.3712	10.2692	9.80268	10.2367	9.68604	10.1694	9.996	9.46732	9.31557	9.55466	10.7991	9.73355	10.1238	9.53727	9.99165	10.3528	10.3552	10.2364
sp|P60981|DEST_HUMAN	9.93021	10.4079	10.1733	10.5146	9.78898	9.874	9.6758	9.00852	10.515	10.1117	10.6882	9.44621	10.3235	9.73106	10.2441	9.62995	10.2619	9.45042	10.2733	9.95141	10.3705	9.89051	8.7643	8.87212	9.45779	9.82414	10.9162	10.6669	11.2539	9.98373
sp|P60983|GMFB_HUMAN	9.99459	9.10113	10.1443	9.24049	9.45061	9.52294	11.3997	10.3642	10.6892	10.0928	10.7113	8.81223	9.99174	10.8976	10.0981	9.69799	9.91663	10.1969	10.3495	9.32791	11.0593	10.4456	9.77868	8.90142	9.0264	10.2641	10.7266	10.3706	8.84407	10.5833
sp|P61006|RAB8A_HUMAN	10.0573	9.71257	10.5602	9.64069	10.1484	9.29737	10.0039	10.3346	10.1287	10.1162	9.84447	9.72594	10.9373	10.0992	11.4127	9.71547	9.76149	9.25438	9.47796	9.77112	10.1682	9.78539	10.2319	9.66037	9.75418	9.66378	10.3445	10.1117	9.95756	10.3225
sp|P61009|SPCS3_HUMAN	10.0899	9.71059	9.78997	9.41684	11.326	10.4391	10.0385	9.33848	10.067	9.78365	9.76899	9.63214	9.60723	9.31043	10.7827	10.3297	9.71212	9.57961	10.8294	10.4476	10.4949	9.91601	10.2672	10.0815	10.1665	10.0886	10.5483	10.1208	8.93637	9.37969
sp|P61011|SRP54_HUMAN	10.2046	10.3727	10.8298	10.6478	10.4474	10.2268	10.0079	9.56267	9.06423	8.6361	10.3102	10.4924	10.3472	10.3233	9.97631	10.3708	9.66821	9.96818	9.23119	9.31213	9.93734	9.88854	10.1377	11.0329	9.61698	9.90849	10.9046	10.3545	8.88807	9.33097
sp|P61018-2|RAB4B_HUMAN	10.275	9.94803	10.8218	9.25962	10.7745	9.18736	9.81079	10.0977	9.75391	10.0713	8.95948	11.4835	11.6642	9.99339	12.2289	10.2435	9.40675	8.70906	8.42195	8.88933	10.2619	9.28084	10.6896	9.6189	10.639	10.5196	10.8962	8.6883	10.0469	9.35865
sp|P61019|RAB2A_HUMAN	10.8035	9.53641	10.8112	9.46575	9.8122	9.06517	11.1194	10.2113	9.82107	9.35401	9.19241	9.62865	9.61805	9.59731	11.8972	10.024	11.3948	9.16996	9.35005	10.1275	10.1343	9.84676	10.3764	9.55634	10.5394	9.70446	9.94166	10.2108	9.82427	9.86571
sp|P61020|RAB5B_HUMAN	9.52994	8.91248	10.0573	10.077	11.4627	9.72996	10.2503	9.60997	10.3462	10.0242	9.92505	9.58271	10.4394	7.30935	8.08697	10.5337	11.5837	10.6287	10.2151	11.6953	9.85132	8.78947	10.2756	9.49064	10.4105	10.415	9.92384	10.0054	10.489	10.3492
sp|P61024|CKS1_HUMAN	9.56792	12.5324	8.04697	8.82966	9.13179	8.17184	10.6097	10.4698	11.2521	11.3878	10.2019	11.5911	9.77359	8.55377	10.2734	11.6644	9.1806	9.43452	9.99152	9.33523	9.34455	8.48937	9.63655	8.31396	6.38169	8.56816	11.6006	12.303	11.745	13.6171
sp|P61026|RAB10_HUMAN	11.1199	8.10185	10.4936	7.99886	9.79023	9.04391	9.59674	12.1957	11.04	10.6192	9.5289	8.9665	10.1401	9.71581	11.1044	10.1092	10.3205	9.76565	9.84823	10.5006	9.90486	9.04808	9.60568	9.31353	10.8903	9.68596	10.7193	9.84837	10.6504	10.3335
sp|P61077-3|UB2D3_HUMAN	10.0551	9.10279	10.611	10.1288	10.1112	9.68885	10.2007	10.252	9.8014	10.0483	10.2907	9.03924	10.0154	9.75458	11.7392	9.69484	10.8447	9.2617	10.414	8.94555	10.6469	10.4618	9.85628	10.2367	9.69884	9.94242	10.0211	9.32608	9.62267	10.1872
