,symbol,ensembl_gene_id,external_gene_name,DMSO.168vDMSO.24_logFC,DMSO.168vDMSO.6_logFC,DMSO.168vDMSO.72_logFC,DMSO.24vDMSO.6_logFC,DMSO.72vDMSO.24_logFC,DMSO.72vDMSO.6_logFC,Erl1.24vDMSO.24_logFC,Erl10.24vDMSO.24_logFC,Erl3.168vDMSO.168_logFC,Erl3.24vDMSO.24_logFC,Erl3.6vDMSO.6_logFC,Erl3.72vDMSO.72_logFC,Lap1.24vDMSO.24_logFC,Lap10.24vDMSO.24_logFC,Lap3.168vDMSO.168_logFC,Lap3.24vDMSO.24_logFC,Lap3.6vDMSO.6_logFC,Lap3.72vDMSO.72_logFC,Sora1.24vDMSO.24_logFC,Sora10.24vDMSO.24_logFC,Sora3.168vDMSO.168_logFC,Sora3.24vDMSO.24_logFC,Sora3.6vDMSO.6_logFC,Sora3.72vDMSO.72_logFC,Sun1.24vDMSO.24_logFC,Sun10.24vDMSO.24_logFC,Sun3.168vDMSO.168_logFC,Sun3.24vDMSO.24_logFC,Sun3.6vDMSO.6_logFC,Sun3.72vDMSO.72_logFC
65,12066,ENSG00000272047,GTF2H5,0.0173418878411156,-0.00659665633585578,0.000170946118774278,-0.0239385441769713,0.0171709417223413,-0.00676760245463006,0.127013007023047,-0.0637914066880973,0.11713246487558698,0.0965717663914393,-0.0863051499030133,-0.0448666240734926,0.20165405582194396,0.020179938259560003,0.16804841974214402,0.207192424581951,-0.056143580862342994,0.118931289582969,0.104270948535391,-1.20025709888586,-0.7400967475584901,0.108075331935003,-0.020961954782111,-0.0215930754427747,0.12536026954683502,-0.0909853409954529,-0.21015050030045498,-0.0321490434748075,-0.28104738506543603,-0.0929561078520981
127,9934,ENSG00000269190,FBXO17,-0.11143338698374301,-0.305287898304455,-0.0773674410572673,-0.19385451132071202,-0.0340659459264757,-0.227920457247188,-0.11553273530277199,0.46600191955169895,0.263554991468955,0.16156863949577402,0.0578843136515811,0.318289365192483,0.292308198902428,0.0336941109657069,-0.00959673818614252,0.309166100607294,0.206391839966114,0.0566846184605509,-0.0133968283962364,1.2678548460466101,0.9386391678010981,0.10297852784990899,0.179693273625469,0.19463349836596,0.339456732762708,0.577537840922504,0.534633020078538,0.5381022740338289,0.290924651588417,0.518568568427945
150,8545,ENSG00000267796,LIN37,-0.27790605509923,-0.39818160978711603,0.30336941417405394,-0.12027555468788599,-0.5812754692732839,-0.70155102396117,-0.506208616703264,-0.32993178634309,-0.6516429121692111,-0.477495184103879,-0.0439171609577001,0.364701575699609,-0.5464018382329021,-0.16877727245634103,-0.3389369989692991,-0.186231610266038,-0.150823739847,-0.36345292326809897,-0.827821373756703,0.465414027074161,0.652443963228262,-0.382212009321971,-0.0656285584084784,0.5077591631615971,-0.7766531277216691,-0.503543080195294,-0.607303954809264,-0.16380185935154,0.17804469006116602,-0.19640814314284302
185,5844,ENSG00000266964,FXYD1,0.375448328220506,0.100148868932586,-0.133586619066914,-0.27529945928792,0.5090349472874199,0.2337354879995,0.318365811584239,0.61989826936724,0.40447191558132595,0.423222878559577,-0.000811675326303167,0.17684836714019897,0.457104579917809,0.239047478555714,0.532678004973896,0.837750825182509,-0.191286561660034,0.22674898094219398,0.268614508781644,-0.918899743237973,-1.16113358178062,-0.6142966937305571,-0.48638444256539703,-0.7884743153768121,0.0111767991366153,-0.5738246257732571,-0.111175076520541,-0.121743923980579,-0.0614012557207589,0.195926722916678
195,1255,ENSG00000266173,STRADA,-0.8912214519571741,-1.16873849681844,-0.199757667290977,-0.277517044861266,-0.6914637846661981,-0.9689808295274641,-0.41628671692489,-0.311203904624518,0.37114176793685794,-0.5143809302782679,-0.42027370374119805,0.5917165114591539,-0.512801766717887,-0.382860090955309,-0.295384499891793,-0.00772920873299815,-0.15005049463841402,-0.33461995895136404,-0.415083802865318,-0.603984032313122,0.5694593849970511,-0.305429315796313,0.00606516508854725,0.6822651210347199,-0.13917222194885098,-0.16442739169413098,0.775388051995304,-0.24062203306835,0.11434430809070001,0.5211771851462911
211,199,ENSG00000264364,DYNLL2,0.46241523474524393,0.420471355573918,0.19190679729579102,-0.0419438791713255,0.27050843744945297,0.22856455827812697,0.0845760483613429,0.201211825936827,0.0798133626917441,0.19748784133706598,0.19174059012693598,0.0878207291390704,0.18557655083839497,0.0821728891406457,0.256772731523478,0.0684213264248063,0.228677313466164,0.18622019238635398,0.10362211040539801,0.255708036662889,-0.4803681640721,0.00220248152030828,-0.0551129073809835,-0.147018983951242,0.0442244196701708,0.366421003302428,0.10560733593261899,0.0361373324907344,0.128325062888831,0.0727898833185615
339,12017,ENSG00000259494,MRPL46,-0.0276640946485755,-0.091411235824948,0.0730730608945079,-0.0637471411763724,-0.100737155543083,-0.164484296719456,0.07591542181800799,-0.0607876398750614,-0.0142614474602357,-0.0046786205719997,-0.0436319105466651,-0.0575129417557852,0.0787693817800369,-0.11161701656281,-0.11117601286566,-0.0774845525293386,-0.159327900135043,0.0713943868622839,-0.199495284536126,-0.307367913148422,-0.0514768643863499,0.0359587905740404,0.0508946615403095,0.0768110180426467,-0.232559597789832,-0.4396273251525611,-0.42565799892516504,-0.317401442161743,-0.20825189869555702,-0.22481728031071696
341,8240,ENSG00000259431,THTPA,-0.17906716636254003,0.173279002388168,-0.0244049965359524,0.35234616875070796,-0.154662169826587,0.19768399892412,-0.104394180855881,-0.209488096044134,0.32132315611165096,-0.188898312380713,0.131241517369901,0.11326074123375099,-0.19998387884476002,-0.191987361659722,-0.000275318818706479,-0.17923346352400998,0.413841775398811,-0.087738585377356,0.0123669212501462,-0.0740674694539598,0.0411759031367946,-0.35326187696768,0.46090176978621505,0.40222248784018605,-0.443136030198733,-0.20687827675281897,0.00875266521753187,-0.11955203090460699,0.546830698122078,-0.0907809022353922
355,2060,ENSG00000258890,CEP95,-0.470501137051854,-0.33031577120766903,-0.0166278530798258,0.140185365844185,-0.453873283972028,-0.313687918127843,-0.48226351941127704,-0.5717157978201479,-0.236707632097344,-0.603439603233848,-0.328608475595011,0.26841606174923105,-0.5273682361637921,-0.558311040612892,-0.297601026917169,-0.5205752754144879,-0.32232163963230603,-0.139899250150125,-0.460071164758479,0.8293041547685909,0.753698317297938,-0.258720720944169,-0.0242685464214933,0.14146117114436801,-0.39213290340576895,-0.27060486449051896,0.265377206455729,-0.15524067044003198,0.11604513911124001,0.225877688994824
389,4956,ENSG00000257218,GATC,-0.202639493986531,-0.16890455764458304,-0.230758220395946,0.0337349363419476,0.0281187264094153,0.061853662751362996,-0.34342102943574504,-0.10354015717859899,0.0940498200332314,-0.22555884111580105,0.121797501971944,-0.192347574713733,-0.0255825007115864,0.00431943992700349,0.0947442790999073,-0.0324929535484966,0.0151444233254253,-0.106928060982733,-0.18871541394051605,-0.18308459814528,-0.0978958258097327,-0.10688983404919197,0.0943475556558667,-0.23060308773847896,0.00298146732544864,0.39884937890378497,0.0316399396051851,-0.12296146512392599,0.19460033507522104,-0.18181056100891102
395,8719,ENSG00000257103,LSM14A,0.0557969851790278,0.0162623084691627,0.0208940852104071,-0.0395346767098651,0.0349028999686207,-0.0046317767412444,-0.0675599818460148,-0.0072376138597283,0.074102719912366,-0.0011205733920693901,0.0362295222825506,-0.0427135381984574,-0.0079957329203668,-0.11539352905905301,-0.0146621436720039,-0.0155218370300296,0.046608019239888006,0.009725319851812379,0.006319681270048529,0.22298466030990802,0.5156274279776429,0.0176071901752048,-0.14476260488704001,0.041446180206138,0.138926796761089,0.295719699540331,0.22204798724776398,0.13032796474379302,-0.0161149618531704,0.15727804209842802
410,10315,ENSG00000256269,HMBS,0.0617311303839743,0.0153283788281042,0.0514483828436344,-0.0464027515558701,0.0102827475403399,-0.0361200040155302,-0.0250137515936041,-0.10120579315806402,-0.280602017578342,-0.132614905395272,-0.17250042256839102,-0.0395759976490642,-0.11036909181681599,0.0328998244845283,-0.253250508204132,-0.0281268884423309,0.0640105669662086,-0.0180848394773847,-0.0979417016073838,0.144909601250978,-0.39097669467259494,0.229147773320028,0.0204419252846685,0.11874729607567401,-0.132756003763703,-0.10954992306030902,-0.338546221654163,-0.12287407397375802,-0.00646262674806905,-0.0965078115818942
436,12937,ENSG00000255302,EID1,0.004950745237073929,0.008217977707316691,-0.0869080942666085,0.0032672324702427602,0.0918588395036824,0.0951260719739252,-0.0440742718342968,-0.151310531365781,0.141333158959634,-0.10104469807237199,-0.0351068835049943,-0.0914020033721993,0.0305449799509486,-0.120922031565786,0.138779497774918,0.00596308988370998,-0.0701605949206292,0.0218554251494375,0.0515125522771044,-0.928143286868511,-0.6831716181600881,0.0286008499693429,-0.176427155494975,-0.186558742465006,0.0330204047337508,-0.21611959218062501,-0.0771008554813552,-0.118038920395054,-0.265693162906929,-0.0253815518316156
451,9210,ENSG00000254858,MPV17L2,0.0837047188813669,-0.188735479763727,-0.183208269937679,-0.27244019864509306,0.266912988819046,-0.00552720982604765,-0.144562213315133,-0.12461016991464,0.0925384104819381,-0.116913205124732,-0.0210245886756539,-0.193358274081703,-0.0773428705894693,0.329421887580899,0.11119804568686802,-0.0431562990112588,0.0323648331723556,0.0733195561095855,0.159610232370686,0.46938983856227295,0.246037578011492,0.00462095239651641,0.0511379089156018,-0.0500500408186851,-0.0681744814414173,0.0420987335753869,-0.0144763840637148,-0.21387219364672896,0.11167448833721401,-0.27844044072133
472,12640,ENSG00000254093,PINX1,0.017281053111361997,0.28952078299352196,0.19132075817378896,0.27223972988216,-0.174039705062427,0.0982000248197337,-0.12058317525638301,-0.208676449930005,-0.195898976961093,-0.388558728756312,0.117064090974779,-0.0262379287419707,-0.274442588393944,-0.29765303094432,-0.35744700440547994,-0.144410743924019,0.23999196500182698,-0.25708628914193205,-0.110652946085175,0.6966462036508261,1.1763076812879099,-0.27836661652277,0.25899752317064495,-0.0970212624318167,-0.26432406282692605,-0.189990327157842,-0.715150921598194,-0.156954097606552,0.178258770797103,-0.103443183294765
473,1220,ENSG00000254087,LYN,-0.45712969220588295,-0.31074531994303806,-0.270548783526942,0.146384372262844,-0.18658090867894103,-0.0401965364160965,-0.17938275468919698,-0.0835475397967032,-0.0322954671693214,-0.190547667151103,0.0212275089266148,-0.24716570539510702,-0.22219428265014898,-0.31300701647234497,0.012324819954684998,-0.25983503922445,0.0585686196402076,-0.192454375721443,0.14296786967643801,0.15921965959112602,0.7240894857045709,-0.24612411834126502,-0.10081461921474699,-0.20205933458388198,-0.18910689182866897,-0.000790707653590028,0.015517000025137,-0.10747504202436699,0.0516148950023775,0.0642982607247112
543,2681,ENSG00000250510,GPR162,-0.593847464433783,-0.271141077859206,-0.8272196236219179,0.322706386574577,0.233372159188135,0.5560785457627121,-0.230664676864367,-0.512150860699198,-0.7415087663281129,-0.144276515233004,0.260017521901382,-0.513686527170689,-0.167591832017673,-0.08183061617572901,-0.59187098083598,-0.252996314674242,0.244731095739838,-0.650256945958412,-0.116396652589416,-0.73174957336023,-0.9146015527788609,-0.0255365422364342,-0.13785951413217903,-0.18611653717782,-0.42908040486816296,-1.17330971001832,-0.816107003537238,-0.479188670673885,0.289564126568212,-1.04744500802848
588,1802,ENSG00000248746,ACTN3,-0.7246843780809801,-0.121183742455128,-0.384745666298955,0.6035006356258521,-0.339938711782025,0.263561923843827,0.27271171863208604,-0.35837723176002795,-0.312979326597411,0.37155894116845506,-0.0508344236947167,0.26297932481547504,0.44812937562051797,-0.602679717537131,0.00164350144366263,0.0691907328559768,0.194794407501865,0.271802165945271,-0.507282629333662,-1.9473075564803999,-2.62221431023225,-1.3914996623068498,-0.30001854319451804,-1.21871496879896,-0.0808143184788066,-1.84022121211243,0.521183993244631,-0.22797569296620998,-0.014855441811595,0.460737643608177
629,3573,ENSG00000247077,PGAM5,0.23036053300328602,0.14906733063486902,-0.0127637299460128,-0.0812932023684168,0.24312426294929798,0.16183106058088098,-0.13637955620500503,-0.0583699087381993,-0.100160264245106,0.0137262318746538,0.16660865206364098,-0.222592804484623,0.0240453239749657,0.0674390862165443,-0.11188249718062401,0.0210200601250858,0.0745093858528171,-0.161785451172065,0.15436902055476,0.5735621351719029,0.5892684576931011,0.17240357612311802,0.192497225581198,-0.0629274698396527,0.008751758351893629,0.0739425226390592,-0.24053364272659902,-0.0950777220688749,0.0602995059615442,-0.241340313547808
674,8196,ENSG00000244486,SCARF2,-0.27766064981745603,-0.41317415209756797,-0.566927600681866,-0.135513502280112,0.28926695086441,0.153753448584298,0.316936028827511,0.0302291165516929,-0.5800884247287651,0.165877560967383,0.0545264758665763,-0.41893333553530104,0.42640589631767994,-0.126847070447244,-0.73331494896752,0.426461711816127,0.06752801374100599,-0.34248911635205703,0.37698345236005704,1.66739491214635,1.74478196057044,-0.23089751328321603,0.385041570112248,-1.00401596671076,-0.0922476579203162,-0.19299491768080201,-0.313638004597623,-0.11289671529758198,0.0293335700219325,-1.30010807650103
678,7868,ENSG00000244187,TMEM141,0.109912603517296,0.0005474513754705941,-0.0929731838989903,-0.10936515214182599,0.202885787416287,0.0935206352744609,0.15886595061730702,0.0950416156211838,0.0484238307188513,0.235714297437151,0.0921976544831126,-0.059084633712169994,0.24691315483766102,-0.0850920824049731,0.0238210002078711,0.147857613015858,0.0887038725046637,-0.0122693678486561,0.075266271726976,-0.23248668287377,-0.37822222251081294,-0.063394005483561,0.11136561415288002,0.0156465243535728,-0.12223808481013902,-1.08048178738019,-0.6180880370011089,-0.30480791266432206,0.18977261596984699,-0.459605696290998
681,2022,ENSG00000244045,TMEM199,0.350387046667117,-0.0471124967704171,0.251289435407867,-0.39749954343753396,0.0990976112592498,-0.298401932178284,0.0696255456653213,0.20338623287495003,-0.0140142674735894,0.15851786738980803,-0.332961010533817,-0.00252202042549058,0.13842652764017302,0.258793142409731,0.0327712481361672,0.02914296283057,-0.243375437204492,0.197277880433106,0.11821626162434802,0.19337440612539605,-0.12048176836568801,0.0632468562780478,-0.28535249241976895,-0.040541638847677,0.0396821639696252,0.415291194703591,-0.08436382889609799,0.16790121757727303,-0.28599506177017997,0.0353217619748573
683,2570,ENSG00000244038,DDOST,0.16361271990350598,0.118611037015289,0.0395626663808385,-0.0450016828882177,0.12405005352266801,0.0790483706344502,0.142936949585168,0.0745593732071487,-0.0287079329620763,0.163598222209427,0.00165489784434305,-0.182105780049153,0.20915844224857502,0.22754107980326,-0.0609268223842398,0.15534434393861699,0.00763662356481098,-0.0622170997990444,0.0762159567769743,0.15821908262368803,-0.00721495671408745,-0.0110462082500975,0.0337942382685127,-0.0837421871568095,0.0938068640907314,-0.0592371485767326,-0.342436534249,-0.0016170500004603699,-0.104321009814491,-0.267894808305383
696,10759,ENSG00000243646,IL10RB,-0.0627547705500699,0.0921498478556124,-0.158962479472396,0.154904618405682,0.09620770892232598,0.251112327328008,-0.0495450732283693,-0.0723980493764495,-0.0856790601786029,0.130421088406304,0.37114942673483403,-0.09732184548786901,-0.0101291465943408,0.271051375950707,-0.0567538466549677,0.0761236509926594,0.265109898924654,-0.10765241554319,-0.249163169654851,0.428361270484233,0.20977001320933397,0.202224956337848,0.0338002976960746,0.00230542699731759,-0.0424000311229768,0.345032421649151,0.0762736038319924,0.0579359295949699,0.388964757322898,0.008149115842111341
702,2200,ENSG00000243364,EFNA4,-0.530912022375629,-0.606755894709712,-0.151658634379109,-0.0758438723340823,-0.379253387996521,-0.455097260330603,-0.0118119712325891,-0.400061704204741,-0.161111772983804,-0.446911841099831,-0.0851846751728437,0.11714355150405001,-0.584543104775316,-0.38211657587591,-0.24673585878950302,-0.39308327462036796,-0.17191207979740103,-0.149414759045059,-0.16643485159342802,0.192366187115727,0.58946946086908,-0.5424361905964761,-0.271759401404057,-0.564656186486947,-0.706759070788829,-0.8719448385966609,0.0430091169911208,-0.38068632258013,-0.25350612605927403,0.0993285414494275
739,6286,ENSG00000241973,PI4KA,0.128540007384922,0.0436413246118696,0.0694212052500981,-0.0848986827730524,0.0591188021348239,-0.0257798806382285,0.0456892857154289,0.0511249192158741,-0.104373381245865,-0.0616280669445538,-0.122298035485629,0.0513657594427234,0.00332640895638949,0.189588531166795,0.0010380527344105801,0.0499810726311903,-0.150282857750613,0.000520803676544966,-0.0419578376703223,-0.20299168223712602,0.20662918129238397,-0.0697262835081184,0.019124116679508998,-0.0719426517328257,0.00545688599999315,-0.0009439088357948891,0.265240891090354,0.0784333595324922,-0.0198705589728296,0.0442334498764502
741,12835,ENSG00000241935,HOGA1,-0.0127729355503852,0.10040135307379199,-0.09337707849113,0.11317428862417699,0.0806041429407449,0.193778431564922,-0.263853846338332,-0.0823146148740794,-0.30600072849182697,-0.0967258001567269,0.204686855779131,-0.22790657113349502,-0.0494680256957802,-0.30213264042716703,-0.168979927876061,-0.0602053402377454,0.16571749934249,-0.31979664578679307,0.387375528662313,-0.7999773867017159,-1.5127177710521,0.330100403127403,0.42519119366930896,0.714756035977045,-0.24115535489129397,-0.46710048386577896,-0.293996852665006,-0.24948917402966,0.16056202747502402,-0.13927860667563
745,11551,ENSG00000241837,ATP5O,0.0245574432136649,-0.0601932694838798,-0.166236791217287,-0.0847507126975447,0.190794234430952,0.10604352173340802,-0.0289861810610755,-0.185066741520611,0.0639774464704927,-0.0221221366192142,-0.00537379714819456,-0.14836002904314002,-0.0380972602367596,-0.216468718684502,0.0403596370414567,-0.0902705406288471,-0.0368716569949752,-0.0536717757817853,0.0820314849674591,-0.604423336988465,-0.6407775547820171,0.0982153869317439,-0.12412125800898599,0.0209240863680606,-0.132043805766157,-0.851428966955399,-0.30951151975353697,-0.28922848381015803,-0.13351451788368102,-0.3016422140838
748,8162,ENSG00000241685,ARPC1A,0.0929433432583041,0.0463325790391253,-0.15242116640496697,-0.0466107642191787,0.245364509663271,0.19875374544409197,-0.176914633974334,-0.245532559969336,-0.0446613122814952,-0.11103300665278301,-0.0393765125754494,-0.252357194163155,-0.170666761720278,-0.283407059381915,-0.0407298491806148,-0.132113607540143,-0.165251305769902,-0.0884874185674144,0.22078773034675098,-0.557270810263131,-0.32533478170542696,0.14883278262430602,-0.15602101147924402,0.184697102012326,-0.05601261819687799,-0.20537678058065198,-0.254361942741602,-0.160474260622568,-0.279763906468843,-0.255232288309672
759,7773,ENSG00000241058,NSUN6,-0.164336313579698,-0.123258981533015,0.12278110266797398,0.041077332046683,-0.287117416247673,-0.24604008420098997,-0.24437296388972402,-0.25407153541696204,0.16280952556650596,-0.113972822070203,0.0297210407646449,0.261162943875296,-0.0855834803879233,-0.0578496082193474,0.130633466083403,-0.00326004837888079,0.103816677113965,0.167479935093561,-0.257372535450821,0.22873512664784598,-0.0212707700870793,0.017963154716616,-0.285271391893961,0.25740053323007894,-0.0756665159752125,0.0593769040211271,0.21138029649987303,0.147121577086228,0.164999665455057,0.398909462532193
761,2867,ENSG00000240972,MIF,-0.6995337120917571,-0.687114910562389,-0.924325089397578,0.0124188015293677,0.22479137730582102,0.237210178835189,0.43448929071096204,0.123361592827375,-0.237219774030495,0.538755986140347,0.0725144718312894,-0.43232425520314294,0.30549833779874297,-0.116318282936444,-0.327297518690594,0.0721269355651019,-0.0155362259558884,-0.5262315163407371,0.18455595650429896,-1.00050559956348,-0.5131941410794879,-0.608058637537588,0.102150321178866,-1.02001029982154,-0.236761206351161,-1.03347347772658,-0.28927985993643,-0.0755498736839217,-0.26057166848728797,-0.569045727516452
764,6558,ENSG00000240849,TMEM189,0.14625265407811802,-0.047686268567762,-0.0365269716507403,-0.19393892264588003,0.18277962572885897,-0.0111592969170217,0.0362524178985309,-0.0163436914869914,0.162365082297021,0.0763594677002025,-0.0698713170614751,-0.230619293881103,0.0442027605327418,0.142720809865363,0.0550288922834442,0.0531411074404206,-0.18156612066617606,-0.0751502701684864,0.369460521744726,-0.35357227210355496,-0.24083711070717498,0.25962428513978103,-0.0107533104650818,0.132556304327801,-0.163023012649419,-0.0480222348369867,-0.239339436685754,-0.145607770888154,-0.340402378040964,-0.24115623270314301
765,4007,ENSG00000240771,ARHGEF25,-0.478792607907094,0.0777431831424701,-0.456407991555786,0.556535791049564,-0.0223846163513085,0.534151174698256,-0.534580181655095,-0.55514263535723,-0.999617486570328,-0.5726316087945229,0.0253535026607109,-0.675904356762013,-0.426168630092068,-0.6987912834833739,-1.0626265645875201,-0.733150902735732,-0.21732880805876398,-1.06211235006671,-0.084881306020563,-0.255492740917916,-1.02673232378893,-0.361167579199154,-0.250639818777185,-0.575555410059778,-0.0824042729112757,-0.5598349948905501,-0.862851908552367,-0.0294132257312964,0.37919910899750897,-0.9464388689256791
768,8255,ENSG00000240583,AQP1,-0.162261958916074,-0.189440259136332,-0.104381823581908,-0.0271783002202579,-0.05788013533416599,-0.0850584355544239,0.17000621112987302,0.109904545449294,-0.0342703817395325,0.349662507110289,0.173579247971519,-0.0509981622731034,0.119521917183034,-0.70815486155929,-0.25152735067960796,-0.162717353124277,0.151950263648575,-0.11430249303792699,-0.22417400859474104,-1.5630500934848899,-3.15238890013725,-1.06649478277046,-0.134796912031544,-1.6857310030210702,-0.0856365186425711,-1.5571917774823898,-0.7261816032601659,-0.204826733833095,-0.00152951080656247,-0.21448129384937398
774,10978,ENSG00000240230,COX19,0.0635232819435472,0.0479517728502352,0.235543571071126,-0.015571509093312,-0.172020289127579,-0.18759179822089103,-0.15594207365431798,0.24559042824441601,-0.0822142557092212,-0.0556100067160869,0.130489026005602,0.156322086313912,-0.10598165510332301,-0.303506129509083,-0.19714561975685801,-0.22247728215998397,0.234285408907359,-0.0853705355304135,-0.200776830872655,1.14935796597433,0.264504260049908,-0.237115001801503,0.0118393020406179,-0.0432365087585798,-0.0207539051254178,0.23864614521229602,-0.00883531002622468,0.09123655165503598,0.778671495912292,0.22602906525025895
779,13116,ENSG00000240065,PSMB9,0.0073869877054199,0.442304874415373,-0.315675883356008,0.43491788670995296,0.32306287106142795,0.757980757771381,0.5621712970763149,0.256441260517637,-0.18547049547127697,0.682912448086922,0.298309909893658,-0.0017427204113953801,0.5684457581314301,0.460657265420508,1.34947529090004,0.17133179067288,-0.0603311175012036,0.25893717423416196,-0.16565641965035097,0.40482525436906897,-0.44069450707304997,0.0784334076395372,-0.24287479803725198,-0.617722955265545,0.0889501291695109,-1.05586774220229,-0.134143187636791,0.4557745391855329,-0.46747568327294103,0.545858285214497
782,12816,ENSG00000239900,ADSL,0.00502876299853931,-0.0525929616270751,-0.021250638485518995,-0.0576217246256144,0.0262794014840583,-0.0313423231415561,-0.136092793562061,0.00116883277871194,-0.05745939543143701,-0.0563946943245945,-0.0534212261933942,-0.10188711327657199,0.0315423561159292,-0.0784901866359817,0.0333420020965258,-0.06994204128357001,-0.10109130577050698,0.00426344683009181,0.0602267046670015,-0.0758321990671101,0.28855411113671103,0.0914490822388595,-0.0439318814832755,0.240524836441808,-0.014901204732769,-0.0591218627647242,-0.139457116513009,-0.0413533119679597,-0.22048134934786898,-0.0324183745443038
793,2680,ENSG00000239474,KLHL41,0.250468588235441,0.463690995484601,0.22403807069314102,0.21322240724916,0.0264305175423001,0.23965292479146,0.281453041850897,0.292297394214863,0.138989506502933,0.297283179972605,0.08362380867972599,0.0822794704798332,0.377936367673203,0.293414231705704,0.127026657394248,0.357413844803694,0.147476042141068,0.144680703779673,-0.20618160414133702,-0.8046688500829141,-1.13373401942109,-0.254760175922038,-0.0857795501665354,-0.523417445652873,0.27209184269680703,0.280109105156896,-0.0052039788283549,0.34606751658069396,0.0863407666977169,0.22284421330873602
817,2193,ENSG00000237649,KIFC1,-0.70925554521448,-0.8656307957570779,-0.0483615589121223,-0.15637525054259804,-0.660893986302358,-0.817269236844956,-0.590135577964506,-0.8156040795967141,-0.205525294306845,-0.6295277080920489,0.18312142762698397,0.11872482103230302,-0.45616737825150805,-0.772237520903917,-0.525222176665035,-0.414107851917671,0.335684078027694,-0.34723885002592303,0.0773686603508501,-1.54495238334043,-4.56832932454506,-0.169977686048578,0.19958550531517896,-1.4466132657963402,-0.263421795625142,-3.11869363070689,0.0636891761037739,-0.563642094043635,0.05890860087887,0.5209142987540201
821,6744,ENSG00000237441,RGL2,0.131811377708738,0.263680739388435,0.0894003882844333,0.131869361679697,0.0424109894243043,0.174280351104001,-0.123260312202019,-0.153495680144249,-0.23680399745711103,-0.255469750142734,-0.261686272231742,-0.0884613959848779,-0.219278361889321,0.20590885533536601,-0.0378029561579825,-0.0731668304561147,-0.21005430424083701,-0.0713230343822687,0.0277708790665721,0.00111759243247548,0.416150641896076,0.0448583328364402,-0.0180922126648861,0.40273684012396604,-0.0886869930811713,0.103676484032705,-0.280978022092926,0.162005607284853,0.0256209101215784,-0.0822490897058367
825,9885,ENSG00000237190,CDKN2AIPNL,0.0680498206795335,0.20556363049170698,0.0619690595609337,0.137513809812173,0.00608076111859983,0.143594570930773,-0.158424681114931,0.020183451160080003,0.180167741321434,0.0651436844371201,-0.0161389415537454,0.13735694944588697,0.0859507640180866,0.11786928672041601,0.0822702786332063,-0.0105666717490783,0.0257916777029607,0.12311536558578501,0.0989002467555405,-0.38625012019343197,-0.847062547364542,-0.0674310006618666,0.0744086435760088,-0.247404138928423,0.115683547750232,-0.11510115341022599,0.0990215637015048,-0.0335392207614502,-0.0923878694853315,0.158860261784212
902,11026,ENSG00000234616,JRK,-0.0685364608247954,-0.254799053332745,0.14838192803991698,-0.18626259250795002,-0.216918388864713,-0.40318098137266206,-0.169399300581054,-0.11140719145294,-0.0125076482420884,-0.255988540951287,-0.17526545950224404,0.41421421314911894,-0.0843898006466602,-0.0107703040001899,-0.0881245176499696,-0.30956781112857895,-0.0721385801023075,-0.0145210709827031,-0.4144305597247971,-0.7252178972593671,-0.39367765296914004,0.121866604361226,-0.000419632080532418,0.0644813173535782,-0.18854374599527501,0.124403362284215,0.383284648542229,0.21247262985331897,0.0915592050748404,0.299538928919349
917,4527,ENSG00000234127,TRIM26,-0.283704472585982,-0.231376822960583,-0.304828437773456,0.0523276496253983,0.0211239651874741,0.0734516148128724,-0.135603988497173,-0.0209777472554078,-0.111576878378753,0.00265470572286626,0.00877046238280032,-0.271937023451436,-0.0483377862707343,0.125162626743239,0.315647014390991,-0.0806367197629697,0.213113487814901,-0.118406166179142,-0.227356729095901,0.35599001588151397,0.232148095970775,-0.0012913124960049198,0.263434266498621,-0.150584671884865,-0.0848455549529279,-0.259811092423403,0.103531592033804,-0.34007573428621,0.1434201442946,-0.13980106978485501
938,5515,ENSG00000233276,GPX1,0.221511954815799,-0.0651529410847751,-0.159879529518125,-0.286664895900574,0.381391484333924,0.09472658843335001,0.21645256528214604,0.28607197734602,-0.0408589397187292,0.43640355415749105,-0.00259799713337189,-0.31528754643254997,0.27098057289260896,0.342776161284033,-0.00785774381345314,0.17578026029705301,-0.128461584184585,-0.0390477213217155,0.43845617220017297,0.61721409645588,0.900120724259947,0.284419787844078,0.0637662716068471,0.362285759096442,-0.0318841894788143,-0.418936821389753,-0.24758128007057997,-0.16713509653303,-0.140291159820822,-0.41899151623
950,11833,ENSG00000232859,LYRM9,0.035166487048557,0.37464486973440403,0.0827447076142468,0.33947838268584696,-0.0475782205656898,0.291900162120157,0.250532625465475,0.118715775382517,0.172030836344367,0.301580430367271,0.23766430597929802,0.212614577475332,0.292082766382235,0.340893314328963,0.112381470494684,0.246472805881976,0.129110709443042,0.0113693777127324,-0.0421338677814376,-0.11015945242940599,-0.0315456396587563,0.168596694054055,0.475689154042432,0.433597765272872,0.29864933672405203,0.0762770169735032,0.275478313752782,0.359182522706693,0.263287300367733,0.44758831757291495
