DMSO_1,DMSO2,Erlotinib1,Erl2,Lap1,Lap2,Sor1,Sor2,Sun1,Sun2
10.5376,10.566,11.5334,11.9156,9.96889,9.50172,9.24138,8.99589,8.27421,9.46538
9.63653,9.99397,9.87302,9.72006,9.86769,9.73907,9.28361,9.75599,10.859,11.271
9.27695,8.00895,9.35626,10.205,11.1715,10.4699,10.2755,10.1457,10.4842,10.606
9.09789,9.40101,10.0002,9.73582,10.0197,10.4962,8.42798,9.0123,11.5128,12.296
10.799,10.9596,9.96937,9.48791,9.3456,8.99248,11.8207,12.3052,8.55449,7.76571
6.4203,6.3902,8.6263,10.2233,14.3845,15.934,9.61678,9.2021,9.52583,9.6766
9.34973,8.85161,10.3105,9.29731,9.66295,10.1288,10.4523,9.84499,10.4562,11.6455
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9.17891,9.12485,10.0945,10.8845,9.25244,9.70241,9.96868,10.3603,10.7202,10.7133
9.97187,10.138,10.1746,10.3959,9.18357,9.40317,10.2403,10.018,9.7941,10.6805
9.61719,9.72643,9.89331,9.68779,9.88725,10.3201,9.21155,9.5547,10.9057,11.196
9.71895,10.0413,9.71845,9.76752,10.2179,9.91769,9.67602,9.98531,10.3075,10.6493
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10.7192,9.54732,10.2811,11.0401,9.95586,9.98925,10.4076,8.95555,9.5823,9.52168
9.92969,10.371,10.2744,9.75333,9.65981,10.024,9.14757,9.7808,10.2959,10.7635
9.83814,9.64925,10.5337,9.49132,10.1514,9.97637,9.2795,9.83429,10.4799,10.7662
10.4448,10.1379,9.88763,9.75923,9.21621,10.2454,9.8947,10.7001,9.77015,9.94382
9.77079,9.39062,9.79558,9.54158,9.50978,9.42353,9.68456,11.0056,10.8082,11.0698
10.3531,10.5734,9.05703,9.45564,8.53487,10.2043,11.0875,9.83324,10.1738,10.7271
10.5911,10.7792,10.914,10.5168,10.1407,9.63729,9.5752,9.239,9.66864,8.9381
10.9916,11.4195,8.92525,8.66256,8.34413,9.65321,13.3239,10.029,8.94102,9.70987
8.51722,9.35432,9.09157,9.21095,10.2652,10.5417,9.90619,10.7437,10.3873,11.9818
10.3076,9.10741,9.82986,9.8911,8.56951,11.5866,10.9474,8.68619,9.87755,11.1967
9.17311,9.26463,8.91564,8.99093,10.5471,9.9539,9.82279,11.4908,10.6886,11.1525
9.35868,9.81145,9.75297,9.51345,9.93219,9.85537,9.61654,10.3701,10.9245,10.8648
10.6161,10.7951,10.283,10.5802,9.69045,9.37328,10.4744,10.238,8.98973,8.95967
10.1029,10.1821,9.87771,9.99361,8.86868,8.97033,10.9255,10.6354,10.1916,10.2522
9.25629,9.9987,9.96037,9.383,10.92,10.1001,9.24814,9.75304,10.3141,11.0663
10.227,9.95402,9.87214,9.69803,9.94907,9.52908,10.2929,10.3884,10.079,10.0104
9.96385,9.09534,9.89579,8.68309,10.0863,9.28226,10.2415,10.9179,10.88,10.954
9.95413,9.88137,9.6865,9.52305,9.71477,9.48826,11.1162,11.1734,10.1162,9.34615
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9.56817,9.53539,9.11772,9.08538,10.1082,9.76373,10.6037,11.1572,10.8818,10.1787
8.90201,9.48292,9.243,9.511,10.1404,10.4047,11.1626,11.9075,9.58372,9.66215
9.80771,12.1574,10.0179,11.7532,10.4869,9.02552,8.71655,10.716,8.94972,8.36915
9.40666,9.77272,9.93636,10.5608,11.0181,10.7437,10.2179,10.29,9.08271,8.97107
10.2119,10.3351,9.80057,10.3756,9.50733,10.0938,10.3165,9.86993,10.1012,9.38803
9.63498,9.57369,10.0301,9.97654,10.4793,9.83331,9.53231,9.72351,10.4815,10.7347
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9.18912,9.92977,9.05291,8.73822,8.12905,8.90373,10.6311,11.5753,12.0606,11.7902
9.8229,9.57973,9.52818,10.0971,9.50094,9.90074,10.7818,10.5923,10.232,9.96437
9.74688,9.9951,9.48623,9.17592,9.14649,9.18534,11.6281,11.1827,10.6255,9.82769
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9.11853,9.2351,7.22306,7.68722,7.97123,8.00045,9.75531,11.5263,15.48,14.0028
9.63549,9.08116,9.99816,9.61938,9.89074,10.4124,9.42997,10.5363,10.4921,10.9044
9.23928,9.38481,10.2278,10.4033,10.3495,10.6871,8.99745,9.90953,10.0197,10.7815
9.53155,9.27481,10.2721,10.3764,9.75896,10.2657,9.34694,9.38485,10.5199,11.2688
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13.5407,11.282,9.96551,13.7023,10.4552,11.0957,8.8292,5.32337,7.885,7.92103
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9.58623,9.02447,9.89571,9.72789,9.92758,10.4188,10.5466,10.8844,9.99712,9.99124
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9.80225,9.58315,10.2267,9.55446,9.24967,9.72145,10.5054,10.8415,9.96163,10.5538
9.76888,9.28678,9.39815,9.32195,9.99709,9.59527,10.471,10.5383,10.8796,10.743
9.80913,10.2784,9.73615,9.42364,9.42563,9.25324,9.85457,10.0419,11.1835,10.9939
9.35991,9.67092,9.56558,10.1095,10.4693,9.40238,9.67929,10.2941,11.2741,10.1748
10.0815,9.44522,9.74402,10.6828,8.84749,10.8062,11.2373,10.1074,9.54124,9.50685
10.7715,9.55584,9.48512,9.73141,9.65548,10.2591,10.4265,9.80175,10.4416,9.87174
10.0618,10.3907,10.1592,10.0181,9.66805,9.42694,10.3485,10.9115,9.62917,9.38613
9.80405,10.2074,10.2525,10.4033,9.68717,9.57511,10.5038,10.433,9.65664,9.47698
10.0386,10.3303,10.4967,10.1725,9.62667,9.5801,10.08,10.1448,9.78823,9.74212
11.2401,11.0268,9.62062,9.42718,10.7196,10.0914,10.9915,10.6489,8.05975,8.17414
9.31685,9.9183,9.52698,9.16407,9.54893,9.75058,9.35869,10.3893,11.4763,11.55
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9.85998,9.98752,10.2085,10.7882,10.1652,10.0226,9.7294,9.18381,10.3435,9.71117
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9.84656,10.3099,10.2659,9.40267,9.72411,9.31958,10.877,10.9382,9.79297,9.52303
9.39875,9.51487,9.87894,9.86799,10.4343,9.9392,8.69687,9.07429,11.6865,11.5084
9.96047,10.1571,10.1872,10.2005,10.1239,9.46038,9.50982,9.58053,10.5382,10.2819
9.65493,9.09445,10.3128,10.4185,10.366,9.5962,10.8297,10.3537,9.1334,10.2404
11.1297,11.0928,9.79554,11.2207,10.1976,10.2492,8.51049,8.86414,10.1694,8.77038
10.2556,10.0388,9.70652,9.56328,9.52787,9.56276,10.6491,10.626,10.5487,9.52129
10.0095,10.3414,9.90951,10.0671,9.55871,9.22955,11.1638,11.0185,9.33038,9.37157
10.1247,9.71757,10.334,10.5369,10.2951,9.70095,10.3731,10.0107,9.53338,9.37361
10.1756,10.0718,9.40047,10.0839,10.224,9.17274,9.32873,11.1149,10.3618,10.0661
9.78334,10.0751,9.54745,9.71337,9.7945,9.54872,10.3792,11.091,10.3961,9.67115
10.3751,9.95199,10.2995,10.5038,10.4411,9.65552,9.78779,10.0371,9.7106,9.23747
11.115,12.1005,10.6884,10.3071,5.11582,5.04256,10.9136,12.3938,11.5416,10.7817
9.90807,9.67678,9.83974,9.56845,9.59757,10.5349,12.2138,10.5387,8.9763,9.14565
10.3799,9.78899,9.82021,9.86987,10.4564,9.79355,10.7596,10.5704,8.64288,9.91822
7.78045,7.40111,9.54906,7.84569,9.80329,11.4465,13.4069,10.0254,11.7777,10.9639
8.08321,8.0275,8.09566,8.89118,9.47422,10.8046,10.2485,13.228,11.7135,11.4336
9.57221,9.92978,10.0879,10.4525,10.0691,9.9831,10.3107,9.76633,9.7474,10.0809
9.38128,9.91703,9.81723,9.86267,9.0455,9.87353,11.3031,11.3455,9.59033,9.8638
9.857,9.18534,10.3607,10.7871,7.7689,8.95714,11.2503,10.8798,10.2693,10.6844
9.97261,9.53436,9.97263,9.06981,10.3722,9.69568,10.4555,10.9681,10.1124,9.84675
10.003,9.6985,9.24872,11.2198,10.0609,11.2957,9.99803,9.60963,9.30458,9.56118
10.7585,10.2517,9.75042,9.54383,9.30752,9.6607,11.5001,10.8483,9.55727,8.82167
9.75157,11.1512,7.6272,6.96161,12.3569,10.3934,8.58907,11.3222,11.925,9.92173
9.72171,10.2791,10.5689,10.2252,10.3166,9.68531,11.1783,11.5763,8.50244,7.94611
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9.787,10.2028,9.38059,9.64987,10.1299,10.0364,12.0205,12.1088,8.38585,8.29831
9.46995,9.86495,8.69715,9.5104,11.9844,8.61531,10.7797,10.0305,10.4072,10.6404
10.3387,10.1872,10.1122,11.3548,9.49525,9.45814,11.2664,10.1113,8.79553,8.88047
9.40909,9.80463,9.55491,9.25756,9.5264,10.1955,11.6952,10.2205,9.78823,10.548
10.6343,9.11305,12.0435,9.44546,9.78767,8.67284,10.6418,9.77195,10.3298,9.55962
9.68224,8.42954,9.32792,10.8167,11.3902,9.89434,9.30644,9.85817,11.0347,10.2597
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9.67075,9.85367,9.3924,11.1948,9.63278,10.467,11.3669,10.4333,9.175,8.81342
8.79983,8.63022,9.50208,10.2095,10.2059,11.136,11.2023,10.8391,10.2247,9.25045
9.98156,9.39384,9.50656,9.58101,10.3899,10.2096,10.5227,10.76,9.88002,9.77481
9.72391,9.61635,10.1146,10.3576,9.95074,9.80554,10.2224,10.437,10.1613,9.61064
9.85504,9.82271,9.75427,9.31453,10.0039,9.23357,10.0304,10.7884,11.1576,10.0396
9.38176,9.62679,9.57397,9.55872,10.4297,10.271,9.5473,10.2247,11.105,10.2812
9.46883,10.4988,9.67652,9.43308,9.58139,10.7249,9.76358,10.1276,10.5894,10.1359
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10.1453,10.0557,9.58921,10.0566,10.1998,10.864,10.0271,10.0044,9.71983,9.33825
10.0689,9.92167,9.78614,9.91413,9.61844,9.87039,9.16629,10.1535,11.2415,10.2591
12.4052,12.8186,9.23046,10.0613,11.0646,10.5852,8.47987,9.78348,8.22519,7.34607
9.78729,10.4546,9.67883,9.55318,10.6585,9.65257,10.0688,10.1694,9.95828,10.0186
9.5101,9.69346,9.65387,9.86063,9.93637,9.40162,10.9172,10.9996,9.89257,10.1346
9.66676,9.49305,9.49962,9.88922,8.44313,9.94192,9.98979,10.5159,11.391,11.1696
9.78688,9.93137,10.7604,9.90017,10.3653,10.3402,9.84298,9.88225,9.41298,9.77747
10.6312,10.7594,9.22476,9.75133,10.0384,8.68148,10.4664,11.3422,10.5133,8.59156
9.49764,10.6783,9.29746,9.22207,10.7693,10.1874,9.99933,10.4979,10.0616,9.78895
10.3101,10.0437,9.58026,8.96261,10.1223,9.96029,9.69501,9.95422,10.5132,10.8583
10.0349,10.1119,9.70043,9.62663,9.91359,9.32825,9.8436,10.0135,10.7217,10.7055
9.30305,10.2065,9.9807,11.5569,8.72161,10.5843,9.13143,9.80093,9.96457,10.75
9.75117,9.86049,10.1969,10.6921,10.616,10.4798,9.26813,10.2276,9.39972,9.50802
10.3905,13.2083,8.49533,8.9465,9.28464,10.2575,9.28167,11.1424,9.45466,9.53853
9.50858,9.22174,11.7239,11.0596,12.6738,13.6598,7.70287,8.51134,7.46282,8.47553
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11.1162,10.3085,9.72276,10.516,9.69207,9.18312,9.43252,10.9466,10.1626,8.91964
9.60879,10.2651,10.4587,10.1407,10.0289,10.0511,9.48882,9.78378,10.0216,10.1525
9.19885,9.68366,13.5487,13.8884,8.54311,10.9699,7.938,9.45513,8.03023,8.74401
9.41123,9.55594,12.9405,13.8236,8.24015,11.1492,8.59217,9.63743,8.30287,8.34697
9.44239,9.65283,9.87488,8.88418,9.95801,9.60873,10.1991,10.8813,10.7596,10.739
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9.62479,8.92734,10.2544,9.72642,11.7687,11.1577,10.0129,10.1603,9.17133,9.19608
10.5396,9.97387,9.39979,9.75658,9.21592,9.9766,11.8041,10.7929,9.49312,9.04754
9.81596,10.1103,9.60619,9.76672,10.1055,10.0136,9.74848,10.628,10.1632,10.042
9.1643,10.251,9.63331,10.0357,9.84133,10.0435,9.66842,10.3011,10.4909,10.5705
9.59938,9.86453,10.187,9.88746,9.96623,9.91668,9.30311,10.0187,10.4366,10.8204
9.15603,8.92754,9.55611,8.90481,10.4447,10.1405,10.2619,11.245,10.5408,10.8227
9.48394,9.01394,8.99224,10.0026,10.4541,9.17824,9.08107,9.38552,13.3772,11.0311
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10.0377,9.50239,9.33,9.92517,10.2441,10.2065,10.3124,10.9307,9.60318,9.90791
8.96922,9.13766,9.6892,9.38158,9.7132,11.1959,10.6861,10.7992,10.4767,9.95121
9.17889,9.7127,9.59678,9.97514,10.0556,9.9642,9.55878,10.4007,11.0599,10.4973
10.0676,10.4951,11.1058,10.9459,10.2479,10.0012,9.79007,8.67703,9.14541,9.52407
10.2553,10.5845,9.91653,10.7337,9.39342,9.52754,11.3145,10.7743,8.90636,8.59383
10.1696,10.5211,9.90351,10.2417,9.9928,9.30594,10.4778,10.6802,9.58768,9.11963
9.07607,10.3742,9.9595,9.81046,9.1826,9.58001,9.18609,9.63592,11.3696,11.8256
9.77184,9.39506,9.34879,8.82531,8.40074,10.9903,12.8371,11.215,9.34151,9.87437
9.38974,9.33783,9.79186,9.22551,9.18892,11.0942,11.2443,10.3357,10.1769,10.2151
9.82095,10.1341,9.91304,10.0224,10.1274,9.94598,9.68081,9.71542,10.2815,10.3585
10.3076,10.9835,9.92213,9.88007,9.4891,9.23052,9.764,10.1183,10.2742,10.0306
10.6679,11.1955,10.8082,9.88553,9.6387,9.09439,9.48582,9.23813,10.2332,9.75266
10.0613,10.2144,10.0143,10.1626,9.96675,9.88174,9.81037,9.88919,10.0964,9.90296
9.66861,10.8879,9.89199,9.97482,9.39934,9.96358,9.42985,8.71066,10.9764,11.0968
10.3982,11.0817,10.486,10.2739,10.0063,9.71488,9.68612,10.1148,9.06379,9.1744
9.59457,9.74072,9.35269,10.892,10.5212,9.55703,9.56907,9.61304,10.5987,10.5609
9.68883,9.67099,9.42722,9.48418,10.3869,9.52834,10.3632,10.6035,10.4524,10.3944
9.97892,10.0502,9.64814,9.51633,9.8077,9.63476,10.3785,10.4137,10.379,10.1926
9.40024,9.73288,10.3781,9.90664,10.2662,10.8465,8.87488,10.7723,10.4053,9.41689
9.72932,9.83794,9.94712,9.80193,10.3336,9.64675,10.5221,10.9377,9.61942,9.62407
10.3254,10.0982,10.4145,10.6841,10.662,9.88965,9.12228,8.93887,9.91652,9.94845
10.6128,10.4676,10.584,10.7764,10.5164,9.53482,9.29216,8.89035,9.45576,9.86971
9.86617,10.1982,10.155,11.1616,10.215,9.9813,10.1379,9.09304,9.40678,9.78497
9.79283,10.1946,9.48421,9.62365,9.66395,9.51286,10.6134,10.1249,10.6307,10.3588
9.41417,9.72695,10.1008,9.89396,10.4501,9.88659,9.07602,9.69196,10.8075,10.9519
9.90636,10.7219,10.8164,10.3781,9.58431,9.55619,9.28173,9.64374,10.0778,10.0334
9.46836,10.1794,17.0089,19.711,9.47666,11.6517,6.01188,4.30799,4.7805,7.40362
9.72281,9.49424,10.3438,10.0002,10.7673,10.1496,10.7649,9.83063,9.39111,9.53542
9.58262,9.56619,10.0171,9.69521,11.0005,10.4445,9.34228,9.78912,10.3914,10.171
10.3563,10.1363,9.76625,8.6535,10.443,9.88195,9.24912,11.1685,11.1914,9.15374
9.36068,9.78535,10.3853,10.5547,10.9913,10.6389,8.6401,9.50479,8.87502,11.2639
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9.64729,10.6797,10.966,11.1836,9.95053,10.0406,8.28854,9.27257,9.15981,10.8114
9.82735,10.1887,10.2667,10.1872,9.71196,10.0223,9.38413,9.52404,10.0704,10.8173
9.7991,10.4554,11.2075,11.6989,9.43519,10.3399,9.37026,8.8989,8.8323,9.96247
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9.64917,10.2295,10.9778,11.0409,9.89832,10.4109,9.47416,8.75302,9.01991,10.5463
9.17739,9.57247,9.54723,9.48165,9.93579,9.82591,10.8291,11.2292,10.3434,10.0579
9.6351,9.85899,10.3363,10.1806,10.1198,9.80712,9.48271,10.0645,10.145,10.3698
10.621,10.4969,10.2129,8.8621,8.88729,9.38432,12.1016,10.6846,9.35877,9.39045
9.52381,9.51305,10.0508,9.97961,9.73242,9.60003,10.2811,10.6626,10.6112,10.0453
10.3187,9.86257,8.03324,8.18667,8.53062,9.33887,10.3103,11.1711,11.6451,12.6028
10.5683,10.2075,9.90429,11.0045,9.24979,8.25751,11.5562,10.7873,10.1692,8.29537
8.94917,8.96952,8.115,8.07293,7.30793,8.67122,10.8976,12.6357,12.9601,13.4208
9.1561,9.37751,7.92629,8.08525,7.27845,8.50788,11.4698,12.1582,13.3,12.7405
9.40406,9.97044,8.92587,8.8153,9.85864,10.4912,10.7115,12.0355,9.68279,10.1047
8.88943,9.2087,10.155,9.74646,8.52854,10.0534,10.0615,12.7271,10.2278,10.4021
9.53393,9.97407,9.8408,10.0551,9.79013,9.78938,9.37989,9.87627,10.8545,10.9059
9.25009,10.4665,10.6037,9.51136,11.1942,9.88292,10.4152,10.6973,9.38196,8.59674
9.22212,10.2896,9.60114,9.83465,9.93853,8.98789,10.9803,11.1442,10.0352,9.96642
10.4677,10.4985,10.0035,9.32935,8.97838,9.26284,10.765,10.8509,9.39699,10.4468
9.78336,10.0191,9.72379,9.51005,9.98906,9.7016,10.3048,10.3682,10.348,10.2519
9.67548,10.6933,9.8262,10.0516,10.0054,9.75064,9.70521,10.1621,9.83862,10.2914
10.2678,9.67381,9.95169,10.2762,8.93414,9.06824,9.83503,10.1425,11.3526,10.498
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9.59752,9.40516,10.2837,10.4841,10.4504,9.669,10.053,10.4138,9.45178,10.1915
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10.0625,9.87627,9.29138,8.81672,10.4098,10.5677,8.90907,10.1841,10.9141,10.9683
9.84198,10.4934,10.2571,9.87242,10.0621,10.1772,10.0604,10.2365,9.67017,9.32875
10.3023,10.6231,9.50417,9.43857,10.4425,9.98747,9.84253,10.4209,9.95645,9.48194
8.65777,9.0497,9.5542,9.50856,10.2183,10.6943,10.3849,11.274,10.2647,10.3935
9.4573,9.41161,10.1534,9.81057,10.0912,9.16936,11.343,10.7235,10.3749,9.46508
9.69572,10.1302,10.0752,10.4616,10.3617,9.98344,9.01364,9.21147,10.2669,10.8002
9.6956,11.2218,10.5114,9.27189,10.5078,9.42848,9.10029,9.18621,10.6797,10.3969
10.4219,9.94416,10.6754,10.4006,9.7096,10.0789,9.64938,9.06083,9.86816,10.1912
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10.6478,9.32486,11.3118,10.4597,9.53486,9.56624,9.55402,10.4424,10.1914,8.96701
10.0287,9.16204,9.02345,7.1428,9.58773,11.1524,13.9554,11.4907,8.85353,9.60328
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9.12487,11.0577,8.3745,9.69125,10.8081,10.1664,9.17713,10.8892,9.66091,11.05
9.69867,9.83411,9.93937,9.14042,10.434,9.89962,9.78971,10.5506,10.2399,10.4737
8.93309,9.20776,9.54951,9.49372,9.48049,9.72864,9.47891,9.50715,12.6961,11.9247
9.51025,9.30477,9.61933,9.64093,9.4598,9.78763,11.003,11.2868,10.4782,9.9093
9.67752,9.8579,9.662,9.20174,9.217,9.42275,11.8435,12.0717,9.79572,9.25016
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10.1648,10.0318,8.71914,8.48249,10.0121,9.02119,12.179,12.2255,9.88742,9.27664
9.29472,10.3747,9.88243,9.59098,9.24814,9.75646,10.199,10.8023,10.3364,10.5149
9.89649,9.48805,9.21943,8.83885,9.9908,11.1669,11.0128,10.0128,11.7594,8.61457
8.86141,11.3128,8.58734,9.95875,11.8833,10.1619,10.4531,9.39729,9.89967,9.48448
9.9518,9.33898,11.2484,10.9806,12.5444,9.36641,7.63137,7.89287,11.0223,10.0229
9.40053,9.00979,9.67473,9.38748,9.62745,9.86369,10.5505,10.7779,11.0423,10.6656
10.0574,10.1132,8.54929,9.38775,9.38739,10.2214,10.1764,10.9965,10.3507,10.7601
9.83962,10.4469,9.89573,9.98165,9.43553,9.61792,9.41502,9.67086,10.6341,11.0627
10.4271,10.2003,10.2908,10.6402,9.79731,10.5865,9.95176,9.60536,9.0696,9.43105
8.16752,10.3629,7.31955,9.93992,9.41382,10.0009,9.79565,10.6397,14.3252,10.0348
8.64926,10.2251,8.81183,10.6248,9.83008,10.5855,9.29524,10.6162,10.5543,10.8077
10.6599,9.82738,11.5149,10.8899,8.26488,8.06354,11.5582,9.5663,9.95478,9.70014
9.9506,9.593,9.59708,9.48562,9.91336,10.0451,10.9266,11.0086,9.98674,9.49322
8.83204,9.64545,11.2054,9.1867,13.0574,11.9572,5.91849,6.80131,11.1755,12.2205
10.0452,10.5099,9.69877,9.57818,10.2285,9.62885,9.70495,9.87473,10.4131,10.3178
9.77983,10.7356,9.65708,9.85632,9.91962,9.37326,10.4859,10.0447,10.8203,9.32745
10.2892,10.2118,9.66809,10.2337,10.0633,9.87777,9.79298,10.0291,10.4398,9.39427
10.2354,10.2199,8.82879,9.42745,9.82505,10.0281,10.1199,10.2975,10.9361,10.082
11.2206,9.32729,8.48068,9.43321,9.34446,9.06166,12.2501,12.1653,10.2859,8.43079
8.94219,9.254,9.31458,8.96248,9.93446,10.3824,10.1672,11.2896,10.628,11.1251
10.9945,11.1372,10.9449,11.1013,10.2446,9.93145,8.74413,8.45635,9.34644,9.09915
10.1154,10.215,10.1741,9.78357,9.69045,10.2376,10.1632,9.70761,9.86575,10.0473
10.6629,9.53538,8.88231,10.1033,9.35657,11.1729,10.704,11.7417,9.5291,8.31177
10.0973,9.9908,9.76406,9.64879,10.6276,11.2759,9.14816,9.67842,9.72585,10.0432
12.186,10.9273,10.6646,11.0334,9.8407,10.5082,8.91134,9.65658,7.78919,8.48271
9.81275,10.2044,9.42941,9.5433,9.57809,9.81628,9.81205,10.7099,10.8093,10.2846
9.31207,9.5298,10.0672,9.9991,10.4459,10.1795,9.89282,10.0609,10.2615,10.2511
9.74144,9.9045,9.56718,9.5909,9.71605,9.57861,11.065,11.3251,9.7349,9.7763
8.79098,8.82931,9.22379,9.30985,9.67464,9.87343,12.2343,12.0375,9.7616,10.2646
10.7963,10.5881,10.3223,9.81997,8.30325,10.1458,12.5082,9.81215,8.88199,8.82195
9.70961,10.9374,10.8006,9.73795,10.0969,9.68161,9.66104,9.82223,9.99661,9.55615
9.19991,9.53804,10.717,10.6575,11.5175,11.2064,8.53978,8.69398,9.95534,9.97455
10.1532,10.0629,10.2129,9.12193,9.62895,9.86186,10.2029,10.5684,10.3553,9.83163
10.2337,9.7581,9.50538,9.80204,9.86872,9.79432,9.61987,10.2289,10.7153,10.4736
9.5607,9.65887,9.49462,9.75837,10.6012,10.2575,9.89905,10.0277,10.1356,10.6063
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10.1768,9.61868,9.91131,9.74481,10.2365,9.85386,9.89691,10.0687,10.4644,10.0281
10.2316,11.0982,9.04081,10.2432,10.328,10.0513,10.0842,10.1591,9.27999,9.48354
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10.2269,10.7452,10.3049,10.4031,9.82131,9.8346,9.21393,9.17511,9.73763,10.5373
8.95585,9.94599,10.0599,9.29122,9.92504,11.3364,8.67496,10.0284,10.8215,10.9608
9.06861,8.84902,9.59767,9.77014,10.5002,9.97171,10.9001,11.0725,10.1771,10.0929
10.0428,9.9024,11.7469,11.319,10.2819,10.1102,8.5538,9.18716,9.27047,9.58551
10.3496,8.70315,8.93057,8.41475,9.45858,10.5651,13.3551,10.84,9.99275,9.39043
9.79866,9.83404,10.0017,10.3918,9.80787,9.85598,11.5957,10.9397,8.82062,8.954
10.209,10.0141,10.0111,9.39376,9.72648,10.0499,10.2279,9.93294,10.0958,10.3391
10.0934,10.074,9.59997,9.82365,9.98546,8.99144,11.6385,11.2356,9.30357,9.25446
9.72157,10.338,10.1595,10.0706,9.96326,9.39146,9.83441,10.037,10.2497,10.2346
9.59239,10.1202,9.60643,10.2347,9.23979,9.97342,10.1253,10.3109,10.7051,10.0919
9.13971,9.48821,10.0981,10.2718,10.7711,9.93514,9.64938,9.35217,10.4636,10.8307
9.8337,10.1015,10.4614,11.724,10.2479,9.4605,9.24337,9.17114,9.35069,10.4059
10.5499,9.98952,9.77798,10.0309,10.3063,9.46014,10.6391,10.6724,9.72542,8.84832
10.3152,8.92748,9.58742,8.78144,9.73695,10.6185,11.583,10.3562,10.4353,9.65856
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9.2319,8.85192,9.67673,9.75811,10.2142,10.3373,9.85268,10.2733,10.9233,10.8805
9.5934,9.81768,9.72508,9.89302,10.0059,10.2664,8.97306,10.4937,11.3295,9.90222
11.4859,10.4181,10.9141,11.529,11.891,10.8946,8.59715,7.21544,8.15291,8.90172
9.98943,10.3237,9.6548,10.6116,9.58183,9.18363,10.5666,10.6857,9.95001,9.45273
9.42973,9.42812,9.91483,9.99196,10.0871,9.93815,10.2062,10.6974,9.95191,10.3547
9.63213,10.2159,10.1224,9.43981,9.82163,9.61892,9.58483,10.223,10.5831,10.7583
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9.78791,9.27234,9.08903,8.79475,10.1263,10.1166,10.6613,10.8337,11.3003,10.0177
10.1506,9.61227,11.0135,10.832,10.4178,10.1044,10.4718,9.54796,8.81674,9.03283
8.62426,11.5483,9.93814,10.789,10.1466,8.24932,10.9514,10.0124,8.90381,10.8369
9.65996,10.6277,8.67636,9.54765,9.34625,9.84708,8.69245,10.8726,11.6929,11.0371
9.00797,9.57347,9.81651,9.98602,9.72834,10.3551,10.1052,11.3757,9.70651,10.3453
11.3716,10.9504,10.0815,10.1545,9.80532,9.80176,9.87775,9.56918,9.54411,8.84392
9.68047,9.10504,9.60378,9.65024,9.86541,10.9933,11.2117,9.85863,9.97733,10.0541
10.6662,9.00653,10.362,11.5473,10.2365,11.2766,10.1447,8.21551,9.40168,9.14301
10.3876,10.7569,9.19253,9.41475,8.84057,10.9262,11.4696,10.0883,8.7569,10.1665
9.97968,10.3826,9.58255,9.16807,9.40994,9.58474,10.4895,11.0835,9.98307,10.3363
8.99335,10.0725,10.3557,10.3983,9.31686,10.2416,10.4591,9.86184,9.84723,10.4534
