'Erl','Lap','Sor','Sun','GSE12260.txt','GSE42177.txt','GSE81448.txt','GSE76314','GSE40289'
0.18164,-0.083954,-2.1657,-0.67427,-0.17,-0.13638,-0.17,0.010654,-0.8705
0.25467,0.22038,-1.0651,0.15367,-0.177,-0.65415,0.022,0.17142,0.56327
-0.49971,-0.39362,-0.29923,-1.3628,-0.0947,-0.40263,-0.168,0.52541,0.070044
-0.68094,-0.72,0.32159,-0.82667,0.0701,0.074181,0.026,-0.070232,0.070754
-0.014112,0.027041,-0.077453,-0.23764,0.0592,0.079238,-0.372,-0.32149,-0.33364
-0.027264,0.14971,0.50904,0.38971,-0.365,-0.094297,-0.052,-0.29121,-1.6944
0.44112,0.47705,1.1236,-0.0013159,-0.0213,0.29273,-0.144,-0.65922,-0.12691
-0.34614,-0.16611,1.1147,-0.2572,0.0723,0.18595,-0.052,-2.4102,-0.042321
-0.036273,0.12943,0.33994,0.1554,0.135,-0.6754,0.158,0.086925,0.16563
0.23556,0.51643,0.327,0.046505,-0.431,-0.1619,-0.164,0.11414,-0.01165
0.13254,0.11257,0.43986,-0.40747,-0.0887,0.066505,-0.142,-0.27616,-0.19578
-0.91587,-0.57429,-0.053914,-1.1061,0.0891,-0.64926,-0.218,-0.40397,-0.72053
0.098985,0.056485,-0.039683,0.037287,-0.349,-0.19599,-0.016,0.049758,0.6244
-0.12405,0.040029,-1.1227,-0.97749,-0.221,0.32831,-0.284,0.017519,-0.43927
-0.16673,-0.39392,-0.21956,-1.0615,-0.448,-0.26202,-0.144,0.17858,-0.77237
-0.082362,-0.30828,-0.34763,-0.0035164,-0.0538,0.36043,0.112,0.056062,0.078345
-0.014731,-0.060242,0.51001,0.16968,-0.203,0.080679,0.016,0.12659,1.086
-0.073148,-0.14621,-0.45801,-0.71637,0.215,0.021314,-0.094,0.47884,0.11168
-0.19032,-0.003374,0.10948,-0.2979,0.019,0.10602,0.372,0.71396,1.8746
0.15965,0.30655,-0.34238,0.015825,0.597,-1.1158,0.168,-0.43523,-0.80726
-0.0092446,-0.18367,-0.65579,-0.90674,0.0798,-0.22926,0.07,0.41705,-0.15798
-0.12948,-0.27079,1.8388,0.035576,-6,-0.1529,-0.044,0.078615,0.13749
0.0076599,0.11313,0.14361,0.051648,0.579,0.113,-0.086,0.7078,-0.20629
0.16565,-0.24313,1.1158,0.22256,0.0623,-0.15318,0.12,-0.0028957,1.1838
0.07701,0.1192,0.33748,0.047417,0.00105,0.13721,-0.006,-0.77243,-0.77001
-0.65814,-0.46368,0.025395,-0.97216,-0.0542,-0.51648,-0.236,0.26195,-2.639
0.13943,0.086973,0.018127,0.27642,-0.262,-0.70863,-0.032,-0.3599,0.061228
-0.044675,0.18866,0.53019,-0.057041,-0.172,-0.45891,0.096,-0.032848,0.80301
-0.24683,-0.20173,1.556,0.4012,0.133,-0.053329,-0.022,-0.65255,1.0783
-0.030514,0.10757,-0.037182,0.061882,0.279,-0.14864,-0.098,-0.0089297,-0.69815
-0.3521,0.58005,0.51213,0.06701,-0.0878,-0.19904,-0.076,0.23374,-0.014174
-0.2713,-0.70495,-0.17171,-0.32514,-0.329,-0.087447,-0.036,-0.14812,-0.271
-0.24946,-0.27141,0.00088109,-0.37543,-0.327,0.10203,-0.078,-0.67731,0.71366
0.13516,0.60619,0.13387,0.090652,-0.101,-0.10883,0.078,-0.14019,0.45204
0.27167,0.12617,-0.26217,-0.19307,-0.2,-0.090872,0.012,0.028191,-0.29544
0.11596,0.007176,-0.28095,-0.1749,0.0846,-0.13914,0.034,-0.14228,-0.48545
-0.26444,0.28903,-0.14121,-0.57341,-0.0398,-0.041382,0.026,-0.1425,-0.45435
0.041194,0.042601,0.49118,0.23721,-0.333,0.14712,-0.144,-0.78963,-0.87004
0.0039115,-0.14108,-0.16732,-0.13644,-0.292,0.26586,-0.05,0.346,0.21337
-0.037123,0.017756,0.01983,0.16499,-0.257,0.45585,-0.25,-0.16404,-0.15202
-0.10906,-0.023471,0.38001,0.24864,-0.134,-0.19896,-0.03,-0.48588,-1.0583
-0.016377,-0.047153,0.17227,-0.22066,-0.0885,-0.27645,0.144,0.63037,-0.26455
-0.073174,-0.16476,-0.27085,-0.093895,-0.0346,-0.050917,0.092,-1.0193,0.0048107
-0.45257,-0.43494,-0.29856,-0.21425,0.622,0.28447,0.202,0.57741,1.9957
0.46121,0.43104,0.88055,0.60873,-0.234,-1.2287,-0.088,-0.46836,-0.051529
-0.10569,0.21188,0.29252,-0.43772,-0.223,0.18051,-0.03,0.13703,1.0737
0.1149,-0.47007,-0.8703,-0.54813,0.0502,0.17343,0.002,0.083495,-0.55657
-0.17015,-0.14597,0.10317,-0.18939,-0.0596,0.25268,0.136,0.015067,0.20117
-0.52684,0.023237,-0.69811,0.72557,-0.0667,0.34624,0.05,0.17771,0.29524
-0.30651,-0.29107,-1.8961,-1.5499,0.922,0.58749,-0.024,0.50244,0.68907
-0.13979,-0.52412,-0.58586,-0.58879,0.366,-0.35687,0.232,0.71961,1.3029
0.011798,0.17083,-0.11769,0.55143,-0.183,0.05856,-0.106,-0.93331,2.7684
0.032744,0.043155,-0.45822,0.17242,0.000185,0.14606,0.02,-0.70973,-0.085952
0.25074,-0.99933,-1.5171,-0.16006,0.121,-0.070378,0.132,-0.05581,0.11145
-0.11483,-0.14224,-0.24149,-0.61524,-0.129,-0.46543,-0.184,-1.7267,-2.2132
0.00097946,-0.19075,0.57683,0.52379,-0.434,-0.11936,-0.086,0.27104,0.67906
-0.18849,-0.54227,-1.2012,-0.68237,-0.108,0.44076,-0.028,-0.25387,-0.93878
0.089061,0.039223,0.090702,0.11301,-0.102,-0.39741,0.048,-0.014258,0.40971
-0.24968,-0.29585,-0.13658,-0.02491,-0.0652,-0.15846,0.048,-0.030627,-0.19746
0.082957,0.34301,1.0297,-0.089339,-0.183,-0.40982,0.026,-0.90513,-0.4191
0.46906,0.19199,0.35205,-0.19552,-0.101,-0.038149,0.02,-0.56032,-1.0385
-0.49618,-0.96962,-2.2241,-2.2968,0.136,-0.66336,-0.052,-0.44876,0.028922
-0.037735,-0.075727,0.30354,0.17839,-0.0498,0.13643,-0.042,-2.053,-0.055276
-0.080338,-0.11576,-0.19788,-0.31326,0.14,0.074962,-0.218,0.0054036,-0.59187
0.073912,0.011024,0.036466,-0.041763,0.103,-0.024038,-0.084,-0.031575,-0.41294
0.66154,0.34601,-0.81224,-0.84376,-0.118,-0.11365,-0.774,-0.45194,-1.2799
-0.7414,-0.44213,-0.84595,-1.687,0.191,0.49321,0.512,1.093,1.923
0.32222,0.03594,0.7372,0.13859,0.0854,-0.38586,-0.032,-0.36604,-1.3773
-0.49557,-1.1192,-0.14049,-0.62478,-0.186,-0.74684,0.042,0.13817,0.1901
0.3995,0.30093,-0.38148,-0.012999,0.0239,-0.0084959,0.042,-0.32835,-0.45621
0.10315,-0.0038388,0.27325,0.16644,-0.102,-0.4107,-0.748,-0.45712,-2.3847
0.090609,-0.12404,-1.4667,-1.0205,-0.145,0.11002,0.066,0.15915,-0.75713
-0.024781,0.061241,0.61876,0.065745,-0.31,-0.045697,-0.142,-0.10443,-1.2619
0.032302,0.12226,0.21201,-0.25497,-0.034,0.22899,-0.058,0.25296,-0.56596
0.22469,0.18621,0.9706,0.13114,0.133,-0.04705,-0.092,0.14795,-0.030069
-0.0089265,0.093856,-0.059695,0.21761,0.0271,0.22784,-0.13,-0.17293,-0.61232
-0.085138,-0.06949,-0.052915,0.11034,0.199,-0.051023,0.04,0.34012,0.3405
-0.64748,-0.37432,-0.1214,-0.8908,0.084,-1.1658,-0.35,-1.0846,-4.2982
-0.14701,-0.25095,-0.78908,-0.46812,0.0895,-0.20825,-0.046,-0.030644,0.89899
0.15632,0.16485,0.62073,0.50162,-0.206,-0.1142,0.058,0.025669,0.46714
-0.35466,0.56471,-1.0249,-1.2287,-0.129,-0.77383,0.184,-0.076321,0.64106
-0.1754,-0.099112,-1.8683,-1.0858,-0.302,0.25955,0.068,0.52089,-0.40776
-0.018374,-0.052115,0.23702,0.60611,0.0425,-0.3349,-0.124,0.201,-0.84211
-0.16615,0.090384,-0.82281,-0.13252,0.125,-0.094175,0.054,0.069893,-0.025364
-0.41876,-0.54359,1.5023,-0.49932,0.0439,0.048139,-0.042,0.15795,-0.18682
0.024373,0.074663,0.18749,0.40953,0.0712,-0.23607,0.014,-2.9161,0.17208
0.071309,0.024031,0.47936,0.37274,0.047,0.080575,-0.008,-1.1863,0.35133
0.15899,0.31496,0.26589,0.21941,-0.115,-0.4444,0.14,0.045214,-0.29112
0.16269,0.20795,-0.38463,-0.40011,-0.0586,0.15316,-0.086,1.0274,0.51674
-0.021196,-0.15309,0.24575,0.27063,-0.0868,0.23394,0.034,0.46261,-0.015568
-0.0090639,0.036817,0.11393,0.23586,-0.183,-0.63831,0.11,0.36024,-0.66834
-0.13157,-0.057352,0.08555,-1.3004,-0.167,-0.55365,0.046,0.033425,0.88026
-0.021931,-0.104,-0.080208,-0.17795,-0.375,-0.46345,0.188,0.019393,-0.12889
-0.058105,-0.18322,0.40002,-0.22806,-0.364,-1.4639,0.152,0.091578,0.90991
-0.42083,-2.3668,-0.6262,-1.6661,0.11,-0.12865,-0.048,0.52081,0.45873
0.18729,-0.085452,0.41785,-0.29018,0.489,0.2648,0.096,0.12684,1.1109
-0.45829,-0.23415,0.72193,-0.51415,0.0275,0.34016,-0.002,-2.4327,-0.48327
0.073534,-0.18198,-1.6453,-0.25821,-0.0503,-0.085853,0.04,-1.4828,-0.4248
-0.44208,-0.35483,-0.66174,-1.5348,0.0198,0.11509,-0.06,0.57743,-1.2394
-0.035974,-0.048566,0.62555,-0.052129,0.0824,-0.54091,0.09,0.041069,0.22423
0.10086,0.2074,0.36537,0.33493,0.00548,-1.4208,0.004,-0.72051,0.76959
0.212,0.097552,0.31446,0.31916,-0.0505,-0.33311,-0.068,0.080503,-0.20982
0.12455,0.038629,-0.042007,0.20211,-0.0411,-0.089801,0.096,-0.065021,0.59604
-0.23653,-0.68295,-0.064016,-0.6153,-0.0593,0.13856,0.114,0.14729,0.7117
-0.29412,-0.22196,-1.1076,0.26216,-0.0523,-0.14671,0.102,0.013122,0.31107
0.020891,-0.041784,-0.11316,0.21044,0.0422,-0.19738,-0.02,0.048083,0.1207
0.33617,0.53048,0.53968,0.14779,-0.0824,0.17347,0.07,-0.16923,0.10601
-0.82879,-0.53521,1.551,-0.47168,-0.114,0.16296,0.132,0.059466,0.041216
-0.16155,-0.30259,-1.3928,-1.6558,-0.0778,-0.41756,0.044,-0.50938,0.79996
-0.1666,-0.27392,0.23918,-0.18767,0.00853,0.052736,0.14,0.056833,0.2666
-0.2058,-0.50731,0.093344,-0.68139,-0.149,0.30561,-0.09,0.08323,-0.76758
-0.054214,-0.11737,-0.11091,-0.26188,-0.0269,-0.10902,0.072,0.045442,-0.37165
-0.12515,-0.059863,-1.3036,-0.04641,0.341,-0.29319,0.048,0.10923,-0.47125
0.11069,-0.42375,-0.046382,-1.0484,-0.207,-0.20761,0.042,-0.11992,0.079248
0.60699,0.39244,0.89693,0.96286,0.269,-0.17208,-0.056,0.056807,-0.49331
0.0014427,-0.27899,-0.56023,-0.1631,0.021,0.18701,0.072,1.2916,0.14896
0.29391,0.41588,0.4655,0.53656,-0.0000892,0.39235,0.122,0.01444,0.15161
-0.033411,-0.29172,0.9957,0.2074,-0.121,-1.2797,-0.076,0.11246,-0.26969
0.048828,0.082304,0.43328,0.39178,-0.0942,-0.13976,0.026,-0.19378,0.14271
0.1239,0.12183,-0.34092,0.2007,0.167,-0.33716,-0.048,0.26658,0.34136
-0.0019514,-0.010223,0.58617,-0.0073865,-0.0733,0.13248,0.028,0.21892,2.0655
-0.0035307,0.0041431,0.13677,0.53654,0.093,-0.22637,-0.232,0.085572,-1.0335
0.12216,0.25457,1.0566,0.089183,-0.0527,-0.0078482,-0.084,-0.17797,-0.52145
-0.23341,-0.066893,0.10467,0.018049,0.123,0.20888,-0.064,0.1492,0.15257
0.038293,0.073831,-0.049255,0.055652,-0.0171,0.0079457,-0.102,0.028773,-0.58033
0.20984,0.27913,1.096,0.47795,0.0131,-0.025406,0.034,-0.25474,-0.72389
-0.13254,-0.26608,-0.22401,-0.50792,0.221,-0.014155,-0.364,-2.0129,-0.68438
-0.028308,-0.10032,-0.4844,-0.088232,0.0297,-0.09694,0.042,-1.4157,0.21159
0.23883,-0.063275,-0.30857,0.299,0.119,0.45633,-0.074,-0.5683,-3.2507
1.4118,1.8022,3.4082,-0.097998,-0.376,0.51219,-0.698,0.46157,-1.2698
0.30835,0.15173,0.87685,-0.5419,-0.0127,0.084663,-0.034,0.89243,0.57957
0.1474,0.13539,-0.38237,-0.023807,0.000926,-0.052428,0.016,-2.1027,0.39883
0.056587,-0.00017797,-0.22265,0.025431,0.306,0.17827,-0.124,0.10528,-1.1197
1.2898,0.67816,2.6466,0.74598,-0.0673,0.18383,0.038,0.42421,1.2216
-0.006039,-0.059083,-0.32,0.29761,0.0076,-0.017568,0.184,0.20081,0.11387
-0.18637,0.071241,1.8456,0.35441,0.105,0.072965,0.13,0.14783,-0.37131
-0.19883,-0.098592,-0.17213,-0.7331,0.253,-0.21959,-0.034,1.2245,1.0873
-0.13889,-0.68197,-1.9738,-1.4219,0.068,0.4504,-0.044,0.36907,0.22454
-0.59446,-0.10863,-1.1115,-0.17281,-0.395,0.12977,0.066,0,1.0025
0.17628,0.047887,0.095998,-0.12929,1.18,0.062881,-0.262,-0.55543,-0.59463
-0.19864,-0.3966,-0.12746,0.51273,-0.0384,-1.087,-0.412,-0.25496,-1.6037
-0.36034,-0.65893,-2.207,-0.036043,-0.199,0.35834,0.036,-0.28445,-0.013972
-0.30171,-0.23648,-0.45656,0.17245,-0.184,0.13278,0.146,0.041445,-0.43186
-0.13016,-0.28267,0.69075,-0.55069,0.0718,-0.81762,-0.098,-0.9332,-1.0839
-0.072045,0.016916,-0.40407,-0.095702,0.324,-0.78701,-0.07,-1.3323,0.48018
0.00053066,-0.027355,-0.59872,0.025092,-0.0663,-0.26538,0.102,-0.15574,0.14826
0.0068984,-0.11643,0.27633,-0.38134,0.0168,0.30338,0.164,-0.25493,0.78159
0.0013295,-0.066691,-0.54042,-0.1368,-0.0546,0.2355,-0.248,-2.2571,-0.55575
-0.095406,0.11434,-0.66347,-0.90434,-0.0825,-0.79704,-0.106,-0.15255,0.21462
-0.12074,-0.19505,-0.22892,-1.0506,-0.0153,0.18821,-0.286,0.051988,-0.70469
-0.0017954,-0.12798,-0.87779,-0.92028,0.216,0.25583,-0.072,0.038006,-1.6194
0.24393,0.20239,0.22892,0.2108,-0.0531,0.51747,0.036,0.025265,-0.077764
-0.13505,0.028291,0.7498,-0.1549,-0.0473,0.33572,0.034,0.086027,-0.13372
-0.60486,0.27827,-0.82554,-0.41723,0.128,0.30114,0.014,-0.12322,-0.12634
-0.11308,0.39988,-0.67266,0.0028557,-0.235,0.22176,-0.054,0.087026,0.10903
0.49426,0.33575,-0.46865,0.37064,-0.115,0.13144,-0.094,-0.43208,-1.0515
0.14507,-0.097427,0.15899,0.20538,-0.148,0.36006,0.034,-1.81,-1.062
0.26201,0.33748,0.51507,0.44638,0.0136,-1.1193,0.094,0.17638,0.07541
-0.54021,-1.839,-2.2419,-1.8312,-0.0331,0.15671,0.06,-0.1086,0.11007
-0.48994,-1.0578,-1.4644,-1.3914,0.087,-0.10697,-0.158,0.17819,-0.93674
0.16613,0.33629,-0.89435,0.3343,-0.117,0.095296,-0.018,0.0201,-0.097269
0.036217,-0.57415,-1.4774,-0.039203,-0.063,0.33023,-0.052,-0.19275,-0.14273
-0.44077,-1.4767,-1.2903,-1.9074,0.23,-0.1559,-0.02,0.040157,-0.89651
-0.08077,-0.0939,0.39652,0.18991,0.224,-0.1419,-0.072,-2.9652,0.094799
-0.62941,-0.31381,-0.57243,-0.39854,0.107,0.46789,0.214,0.15626,0.52415
0.24636,0.21781,0.03952,0.15002,-0.0643,0.21304,0.24,-0.11599,-0.54653
-0.051216,0.062105,0.33159,-0.04917,-0.138,-0.38188,-0.004,0.15862,-0.47666
0.1474,0.37593,-0.13711,0.36605,0.82,0.25501,-0.068,-0.016928,-1.3554
-0.57585,-0.23007,0.037945,-1.4585,-0.169,0.37481,-0.062,0.053658,0.90483
0.11927,0.57042,0.67337,0.060297,-0.258,-0.023766,0.046,0,-1.0652
0.0055972,0.27101,0.30342,-0.205,-0.107,-0.56823,-0.158,-1.0184,-0.34155
0.19591,0.40147,0.12171,0.38964,-0.449,0.22875,0.014,-0.57418,-0.16453
-0.49338,-0.3296,-1.1666,-1.4091,0.226,-0.45265,-0.098,0.2509,-0.4942
0.22025,0.344,0.65352,0.55215,0.265,0.094977,-0.084,-0.34247,0.44629
0.10017,0.11234,-0.41322,-0.12685,0.0289,-0.24577,0.026,-0.077097,0.30249
-0.030439,-0.030947,-1.0199,-0.17438,-0.0465,-0.45,-0.174,-0.17729,-0.45281
0.062889,-0.20944,0.27445,0.10635,-0.00903,0.048807,0.028,-0.55,-0.5714
0.43619,0.73814,0.43818,0.39061,0.497,0.35581,0.248,0.8229,0.76251
-0.54879,-0.58409,-0.77003,-1.8806,-0.116,-0.74509,0.192,-0.11384,-0.28992
0.36935,0.14153,0.11913,-0.39578,0.0245,-0.90097,-0.046,-0.59116,0.4068
-0.42852,-0.99388,-1.2917,-1.1993,0.124,-0.65817,-0.168,-0.093833,-0.75072
0.14156,0.18714,-0.87606,0.097486,0.459,0.22312,0.136,0.15406,0.99751
-0.073936,-0.15787,-0.17768,-0.26988,-0.213,0.49289,0.016,0.036403,-0.27602
-0.39463,-0.35511,-1.0221,-0.41006,0.568,-0.3656,0.086,-0.4244,-0.13717
0.22209,-0.012058,0.5868,0.1761,0.166,-0.36579,0.054,0.3152,0.66036
0.04204,0.37729,-0.49721,-0.22443,-0.00935,0.39701,0.07,-1.5926,-0.1164
0.030974,0.0087148,-0.247,-0.94569,0.107,0.29476,0.014,0.53655,1.8796
0.14097,-0.6752,-0.4169,-1.637,0.234,-0.36848,0.012,0.29337,0.026867
0.0095906,0.083942,0.43687,0.21591,0.0111,-0.46814,-0.04,0.003559,-1.4102
0.031394,0.19822,0.26847,0.2253,0.697,0.45166,-0.028,0.1296,1.3317
-0.09287,0.35845,0.97335,-0.097634,0.0481,0.20819,-0.05,-0.028565,0.035353
-0.45893,-0.0029428,-0.86944,-1.0723,-0.0345,0.40461,0.02,0.3383,1.518
-0.10218,-0.043437,0.38161,0.093121,0.0514,0.36837,-0.062,-0.049167,-0.87592
-0.03158,0.012178,-0.29149,-0.13946,0.0257,0.028785,0.08,-0.31539,0.028828
0.039377,0.0098049,0.43249,0.27924,-0.0232,-0.37467,-0.196,-0.51757,-1.0117
0.086387,0.35574,1.6402,-0.052885,-0.15,0.26011,0.198,0.0081224,0.78588
-0.16383,-0.48154,0.43584,-0.66673,-0.0825,-0.25429,-0.036,-0.63408,0.79544
0.0039842,0.11824,-0.50182,0.067742,-0.0824,0.22881,0.132,1.0532,0.71316
0.11007,0.13394,0.041632,0.15757,0.0716,0.53066,0.024,-0.10107,-2.0159
0.68637,0.98852,1.3916,1.8225,0.0118,-0.24439,0.056,-0.64151,-0.29326
0.17131,0.09415,-0.38099,-0.14798,-0.297,0.40535,-0.044,-0.2731,-0.39063
0.13206,0.38699,1.3774,0.21849,-0.119,-0.18624,0.176,-0.21661,-0.034936
0.021867,0.17901,0.0060637,0.016675,-0.0605,-0.30943,-0.114,0.21719,-0.95793
-0.67386,-0.27895,0.26015,-1.3687,-0.183,0.29861,0.124,-0.074036,-0.14714
-0.16876,0.084382,0.27778,0.54787,-0.109,-0.13743,0.196,0.066546,0.11663
0.16201,0.21516,-0.1167,0.012765,0.101,0.11303,-0.152,-0.10635,-0.32045
0.0044982,0.13546,0.27418,0.64887,-0.28,0.26295,-0.098,0.019269,0.48043
-0.074475,0.14203,-0.50316,-0.23724,-0.0179,0.40659,-0.136,-0.051047,-0.15769
-0.1242,0.051243,0.15757,-0.1169,-0.0205,-0.41883,0.054,-0.10502,-0.81606
-0.039099,-0.38015,-1.6345,-1.6273,-0.198,0.46953,-0.002,-0.00064013,-1.9563
-0.11271,-0.039231,0.23969,0.40736,0.11,-1.1832,-0.03,-0.024662,0.53096
0.080689,-0.23956,-0.1736,0.40873,0.407,-0.11539,0.064,-0.46612,-0.39016
0.1082,0.17393,0.049322,0.11616,0.0912,-0.2469,0.234,1.137,0.597
0.057929,0.20059,-0.47436,-0.16071,-0.106,-1.0956,-0.162,-0.37246,-0.7613
-0.049096,0.31413,0.74669,0.5852,0.243,-1.1747,-0.152,-0.29039,-1.7923
-0.25257,0.85204,0.57246,1.8898,-0.00879,-1.1194,0.062,-2.2699,0.8709
-0.22804,-0.088831,0.031819,0.34865,-0.233,0.1565,-0.136,0.12703,-1.1198
0.032374,-0.013166,0.24344,0.36604,-0.0277,0.22424,0.018,0.061362,0.033403
0.10802,0.06908,-0.043536,-0.18432,-0.272,0.19519,0.068,0.15126,0.13754
0.29348,0.33027,0.50756,0.43136,0.0163,-1.0886,-0.062,-0.39913,0.16291
-0.020792,0.33519,0.68078,0.088914,0.0465,-0.016155,-3.55E-15,-0.26816,0.16213
0.22745,0.29685,1.2044,0.35817,0.118,0.23062,-0.058,-0.1895,-0.34836
0.086679,0.18789,-0.22552,-0.3502,-0.446,0.10186,0.106,0.11719,-0.38565
-0.1853,-0.19344,-0.057946,0.31364,-0.0174,0.18072,-0.166,-3.9194,-0.055976
-0.17718,0.010865,0.056759,0.062281,-0.662,0.22437,-0.034,-1.6562,-0.36729
0.14671,0.20201,0.45553,0.25076,0.0316,0.34946,-0.018,0.89909,-0.53887
-0.53143,-0.76541,0.5814,-0.32778,1.11,-0.39811,-0.196,0.34298,1.4771
0.32143,0.19979,0.23155,0.51724,1.04,-0.36508,0.21,0.22762,0.54731
-0.20155,-0.053548,-0.39518,-0.47114,3.43,-1.188,0.302,0.029212,0.81043
-0.20996,0.2279,0.030841,-1.0588,0.0181,-0.28681,-0.174,-0.17422,-0.55704
-0.08057,-0.25986,-0.19335,-0.39066,0.0357,-0.18937,0.028,0.089597,0.61001
-0.69288,-0.069052,-0.18207,0.074152,-0.00688,0.47639,-0.026,0.31507,-0.50807
0.31741,0.28821,-0.18506,-0.010251,0.0795,-0.0517,0.04,0.27988,-1.0106
0.23821,0.09164,0.13447,0.62092,-0.13,0.0274,-0.152,-0.16104,-0.32666
0.094573,0.072417,0.42031,0.35318,-0.132,0.25525,-0.096,-1.9929,-2.1538
0.15413,0.20747,1.2585,-0.11098,0.103,-0.023373,-0.114,-0.039631,-1.4286
0.0024509,0.12205,0.77418,0.11679,-0.224,-0.071784,-0.152,0.13413,-0.91342
-0.24843,0.26919,0.32872,-0.093369,0.0962,0.4739,0.018,-0.41485,-0.48635
-0.12956,0.086221,0.23946,0.14222,-0.219,0.10715,-0.078,0.20294,-1.0234
0.15535,0.2186,-0.37502,0.078744,-0.0636,-0.34477,0.086,-0.62008,-0.83225
0.14936,0.20452,0.67447,0.49146,-0.0782,0.13112,-0.126,0.17208,-1.1806
0.16884,0.51163,0.41796,0.8582,-0.0292,0.12167,0.02,0.49715,-0.031215
2.2064,-0.38355,2.6931,1.324,0.105,0.23899,-0.018,0.57507,-0.17665
-0.12745,-0.0262,-0.17857,-0.29402,-0.0115,-0.15465,-0.298,-0.061146,-1.1943
-0.14036,-0.45499,1.2396,-0.23449,-0.15,0.45824,-0.008,-0.22488,-0.21502
0.24111,0.54318,1.2976,0.45989,-0.17,0.1793,0.108,0.12547,-0.7655
-0.15336,-1.6504,0.52388,-1.9825,-0.093,0.0571,0.08,-0.022128,-0.24543
-0.33977,-0.31095,-1.4292,-0.92074,-0.0236,-0.52964,-0.088,-0.10934,0.67014
-0.47189,-0.76631,-0.35302,-0.97922,-0.0614,0.12279,-0.06,-0.46378,-0.013718
0.17087,0.081657,-0.088361,-0.091153,0.0606,0.096824,-0.018,-1.9413,-0.6842
0.15592,0.2227,0.3766,0.29465,-0.0666,0.10463,0.098,-0.38316,0.53895
0.063898,0.19211,0.01031,0.472,0.057,-0.15967,-0.062,0.015195,-0.080684
0.075288,0.34639,0.44211,0.77171,-0.00629,0.082071,0.032,-0.21001,0.18451
0.12053,0.16404,0.093898,0.50606,0.137,-1.4127,-0.032,-0.2403,-1.0577
-0.1243,0.027302,0.7403,0.39542,-0.553,-2.3936,-0.006,-1.4722,-0.082857
0.12834,-0.21792,0.031565,0.20047,-0.0712,-1.1441,0.06,-0.15442,-0.37417
0.16736,-0.041866,-0.66435,-0.21047,0.0412,-0.60629,-0.212,-0.24246,0.23896
0.035026,0.049795,-0.38641,0.20685,-0.186,0.24034,-0.126,0.31543,-0.38889
0.17917,0.071931,-0.68841,-0.27346,-0.418,0.42221,-0.006,-0.63258,-0.47273
-0.03513,0.0587,0.89955,0.25399,0.0398,-0.16396,-0.032,-0.1312,-0.086005
0.26605,0.41263,-0.070194,0.21605,-0.000481,0.15154,-0.062,-0.18902,-0.34136
0.29794,0.37361,0.79671,0.60677,0.653,0.85112,0.666,-1.6574,2.7251
0.067283,0.222,-0.032765,0.1186,0.0351,0.070893,-0.192,0.079651,-0.70018
0.11192,-0.0017712,0.53797,-0.29309,-0.219,-0.3346,-0.228,0.44139,0.58483
-0.024695,-0.11246,-0.30169,-0.016336,-0.0868,0.46272,0.058,-0.021005,0.13813
0.09555,0.17319,0.62123,0.063306,-0.00272,0.23763,0.042,-0.1255,-0.14781
0.11309,0.036606,-0.30699,-0.37823,0.0895,0.76144,0.05,2.063,-1.3276
0.16476,0.56986,0.14671,0.044176,-0.0697,0.13027,0.018,0.32644,0.3976
0.058423,0.36014,-0.15552,0.45687,-0.0562,0.029114,0.692,-3.5676,1.2446
0.15405,0.29799,0.23408,-0.039992,1.05,0.084683,0.072,0.31684,1.0684
0.15058,0.34601,0.01634,0.61773,-0.304,-0.057681,0.362,0.29885,1.8449
0.051467,0.016035,0.14645,0.18229,0.0776,-0.59071,0.486,-1.0297,0.96167
-0.10932,0.14118,-0.12193,-0.11587,-0.0412,-0.040313,-0.068,0.064372,-0.046198
-0.10286,-0.028797,0.59566,0.20709,0.0284,-0.20942,-0.056,0.46052,0.4979
-0.55943,-0.4668,-0.84118,-1.1318,-0.41,0.083803,0.032,-0.090993,-0.18653
-0.76029,-0.23482,-0.39747,-1.6153,0.0763,1.1915,0.982,0.95246,1.658
0.23869,0.15843,0.5568,0.45568,0.0896,0.040412,0.072,-0.054606,-0.053108
0.55723,-0.14461,-4.0631,-1.4477,-0.0474,0.13814,-0.05,-0.10401,-0.065352
-0.14788,-0.22873,-0.15435,-0.1564,-0.102,0.040203,-0.004,0.016689,0.074939
-0.71166,0.27566,-1.2422,-0.73136,0.0257,0.17034,-0.338,-1.8697,-1.6152
-0.14754,0.0056924,-0.45728,-0.40851,0.339,0.19982,0.012,-0.32345,1.4195
0.014121,0.064062,0.30545,0.46657,-0.179,-0.20322,0.08,-2.1065,-0.19211
-0.48937,-1.2092,-0.85046,-0.64491,-0.0432,-0.70688,0.202,-0.49392,0.37589
-0.51081,-0.17102,-0.35646,-0.15342,-0.116,-0.19981,0.078,-0.18559,1.1298
0.07558,-0.050631,-0.94943,-0.90086,-0.199,0.017985,-0.046,-0.14327,0.58104
-1.0746,-2.4393,-4.1665,-3.7176,0.0162,-0.13722,0,-0.465,-0.5857
0.32798,0.29075,-0.23519,-1.2061,0.0378,-0.13868,0.078,-2.998,-0.088173
-0.71885,-0.31702,1.7166,-0.43712,-0.133,0.47951,0.216,-0.1061,-0.23491
-0.17862,-0.2556,-0.089105,-0.2703,-0.16,0.27553,-0.18,0.15132,-1.0615
