'Erl','Lap','Sor','Sun','GSE12260.txt','GSE42177.txt','GSE81448.txt','GSE76314','GSE40289'
-0.27591,-0.16112,0.12958,-0.57988,-0.278,0.52673,0.064,0.29334,1.5662
0.28995,0.29295,-0.34537,-0.46842,-0.214,-0.038314,-0.104,0.13062,0.52888
-0.1787,-0.040311,0.14545,0.38858,0.127,1.1002,-0.066,-0.017285,-0.065282
0.078833,-0.31203,-1.0707,-0.77009,0.0577,-0.49784,0.042,0.092286,0.64689
-0.12112,0.11006,-0.086956,0.081111,-0.135,0.044224,-0.034,-0.03441,-0.15527
-0.6236,2.6836,2.5731,2.4787,-0.0427,0.11908,0.048,0.27236,-0.10764
0.21121,0.37991,2.4521,0.14374,0.0886,0.073741,-0.184,0.46753,0.41927
0.13059,0.10342,1.0051,0.27597,0.0493,0.84852,-0.074,1.0001,-0.65737
0.10158,0.066821,-0.16543,0.18442,-0.0635,-0.2477,-0.184,-0.24123,-0.4212
0.029253,-0.40104,-0.44736,-1.6463,-0.157,0.30834,-0.07,-0.18799,-0.28021
-0.59967,-0.99772,-0.92472,-1.4114,0.0401,0.25789,-0.11,-0.24386,-1.0345
0.10935,0.15791,-0.2541,-0.76261,0.126,-0.22097,-0.038,-0.42569,-0.36355
0.26461,-0.18373,-0.69364,-1.5224,-0.405,0.0044423,0.032,-0.13413,-0.2402
0.18057,0.171,0.27573,0.51919,-0.0709,0.1178,0.04,-0.38513,-0.42914
0.82674,0.14189,0.51615,0.47745,-0.183,0.34547,-0.134,-0.3354,-0.25574
-0.14299,-0.052326,0.0071931,0.16034,-0.0316,-0.28371,-0.294,-0.83879,-1.5225
0.058851,0.019254,-0.11535,0.023554,0.217,-0.66377,0.082,-0.42306,-0.2527
0.17109,0.18051,-0.33774,-0.23117,0.00027,0.36661,-0.052,-0.58382,-0.10289
-0.44542,0.31136,0.9814,0.25008,-0.0274,0.33856,0.068,-0.85569,-0.1528
-0.047115,-0.11717,-0.70879,-0.21946,-0.135,-0.097689,-0.158,0.17172,-0.36225
-0.059895,0.10055,-0.024719,0.16494,0.0368,0.20905,0.008,-0.53042,-0.32549
0.16216,0.37153,0.36665,-0.31708,0.0789,-0.19227,0.032,0.30483,0.72467
-0.19714,-0.22173,-0.048967,0.36333,0.0326,-0.062389,0.006,-1.1965,-0.036621
-0.40235,0.068488,0.16357,-0.077989,0.0485,-0.018695,-0.038,-0.33662,1.097
-0.053051,0.0094048,0.37077,0.11272,-0.223,0.28955,0.138,0.32255,0.2033
0.2957,0.25341,0.24934,0.66033,-0.133,-0.28674,0.12,-0.98374,0.70333
0.021517,0.040548,-0.057386,-0.00594,-0.238,-0.043083,-0.016,-0.087277,0.41598
-0.32296,-0.38638,0.31182,-0.79215,-0.143,0.54965,-0.04,0.45475,0.42138
0.33666,-0.72466,-0.92277,0.26084,-0.0952,0.046444,0.238,-0.01625,0.6426
0.33082,0.38652,0.85546,0.45076,0.0303,0.22391,-0.078,0.23901,0.50982
0.092703,0.10499,0.74003,0.408,-0.251,-0.11491,0.23,0.082047,-0.20565
0.13863,0.12548,-1.1897,0.1236,0.071,-0.3997,-0.148,0.019172,-1.3878
0.19203,0.20825,1.2062,-0.56797,-0.0117,-0.23323,0.116,-0.30577,0.057676
-0.26172,0.011542,-0.15764,0.052482,0.115,-0.39638,0.044,-2.4576,-0.70432
-0.096624,-0.063895,-0.68951,-0.7862,0.0398,-0.093052,-0.18,0.016157,0.351
0.13694,-0.027282,-0.062033,-0.12194,-0.0475,0.071311,0.136,-0.32165,0.057032
-0.11868,-0.071896,0.25907,0.3192,0.16,0.054765,0.282,-0.42131,0.60154
-0.15047,-0.015267,-0.75324,-0.68109,-0.12,0.10482,-0.088,-0.052933,-0.38466
-0.2047,-0.039549,-0.57766,-0.36692,-0.251,0.22576,0.038,0.24779,0.045741
-0.33844,-0.21799,0.32043,0.051724,-0.0278,0.34242,0.06,0.37906,0.1063
-0.16892,-0.14572,0.31805,0.013557,0.0787,-0.69105,0.03,-1.1863,-0.7223
0.058407,0.045363,0.43999,0.3647,-0.131,0.14157,0.232,0.30331,0.97487
-0.1169,-0.4976,-3.1775,-2.1534,-0.178,0.21165,0.04,-0.43511,-0.42433
0.1301,0.088109,0.50805,-0.12616,-0.0624,0.47667,0.058,-1.058,-0.70683
-0.081448,0.16231,-0.11735,0.32382,-0.0796,0.27864,0.144,-0.0030382,0.004427
0.00028172,-0.038981,1.0034,0.066455,-0.0423,0.086005,0.094,0.28299,-0.037203
-0.63649,-0.16945,-1.4508,-1.3995,-0.114,0.19134,0.098,-1.3181,-0.28389
0.011999,-0.057934,-0.53567,0.10979,-0.0819,0.070243,0.154,-0.13307,0.19764
3.4051,-0.32147,4.5507,0.5533,-0.0276,0.33616,0.058,-1.7927,0.30555
-0.26591,-0.36478,-0.52388,-1.239,-0.311,0.06473,-0.18,1.2731,-0.0027182
0.014957,0.079018,-0.66652,-0.3585,0.136,0.14885,-0.338,-3.3709,-0.022806
0.077053,-0.040757,0.16264,0.023498,-0.0545,0.25599,0.042,0.17499,-0.50679
0.086578,0.18823,-0.22988,0.095842,-0.103,0.10856,-0.064,0.39628,-0.796
-0.63023,-0.48158,-0.68505,0.63848,0.00594,0.16149,-0.116,0.10055,0.10062
0.092943,0.0622,0.079303,-0.066366,-0.147,0.32018,0.222,0.163,1.4353
-0.097674,-0.096898,-0.61353,0.016166,0.0382,0.027983,-0.1,-0.053377,-0.27849
0.10711,0.088788,0.42007,0.25222,-0.285,0.32028,0.156,-0.076056,-0.04849
-0.069508,0.08854,-0.14144,0.040417,-0.0584,-0.19396,0.002,-0.12835,-0.68718
-0.23133,-0.26585,-0.34989,-0.39881,0.0376,0.016889,-0.238,-3.207,-1.6511
0.10514,0.43825,-0.20377,-0.32046,-0.142,-0.53554,-0.154,0.089347,-1.3194
-0.062839,-0.14721,-0.4433,-0.27527,-0.0182,-0.96934,-0.08,0.015112,-0.89827
-0.51341,-0.18955,0.42721,0.17973,0.0634,0.19884,-0.042,1.2841,0.22291
-0.031603,0.21855,-0.29209,-0.31168,0.0169,0.092401,0.038,0.041165,0.25697
-0.044493,-0.096825,-0.95497,-0.41564,0.165,-0.39585,0.068,-0.31073,-0.59705
-0.25903,-0.75049,-2.5195,-1.1373,-0.23,-0.30649,-0.052,-0.21872,-0.089496
0.085802,0.085066,0.0253,-0.044223,0.05,-0.093936,-0.164,-0.88668,-0.40577
-0.1118,-0.22661,0.51564,-0.19287,-0.436,-0.0097956,-0.114,-0.14597,-0.10387
0.021946,0.15547,1.4291,0.083347,-0.138,0.81467,0.388,-0.015944,-0.076963
-0.0037663,-0.077154,-0.065988,0.068025,-0.139,0.058631,-0.072,-0.20162,-0.10972
-0.015974,0.094445,-0.13533,0.28669,-0.11,-0.51591,0.06,-0.30026,0.86672
-0.20083,-0.51643,-1.1565,-0.76913,-0.00626,-0.77548,-0.074,-1.3545,-0.17834
-0.12237,-0.049225,0.27743,0.50611,-0.0216,0.087459,0.132,-0.44083,-0.10181
0.14203,0.22257,0.083643,0.18041,-0.256,0.13069,0.192,-0.070469,0.13948
-0.82601,0.18763,0.79382,-0.24894,0.624,-0.3151,-0.07,0.17542,0.33783
-0.020877,0.29773,0.23163,0.44513,0.0789,-0.47553,-0.106,0.68318,-0.67034
-0.035537,0.10394,0.51043,0.32787,-0.289,-0.2428,0.024,0.28951,0.32803
0.17891,0.023319,0.14043,-0.066978,-0.13,-0.36381,-0.024,-0.05194,0.22233
-0.042312,-0.49872,3.1689,-0.24044,-0.152,-0.62764,-0.09,-0.13114,-1.4895
0.22159,-0.12656,-1.8333,-0.75196,-0.119,0.057449,0.16,0.23847,-0.13117
1.3577,-0.43383,1.9096,0.63138,0.0484,0.16757,0.066,0.23766,-0.041883
0.070889,-0.063103,-0.51105,0.11453,0.208,-0.93237,-0.02,-0.17633,-0.66208
-0.13179,-0.025057,0.92996,-0.15898,-0.0958,-0.3089,-0.044,0.45533,0.031001
0.077889,-0.16385,-0.1896,0.00058476,0.0957,-0.24606,0.17,0.19399,0.54336
-0.14736,0.76927,2.0269,-0.39178,-0.211,0.24713,-0.146,-0.040329,-0.19139
-0.17939,-0.031042,2.0674,-0.33211,0.0605,-0.72966,-0.096,0.005521,-0.24005
-0.49101,-0.11588,-1.8204,1.0639,0.0603,-0.12895,-0.224,-0.12481,-1.3057
-0.15191,0.27791,0.36758,-0.52382,0.0562,0.45174,-0.252,0.43602,0.3393
-0.36055,0.5388,-0.029015,0.40438,0.0888,-0.030929,0.402,0.47118,-0.25466
0.38873,0.01388,-0.25807,-0.22793,0.202,-0.51159,-0.156,0.12336,-0.73942
-0.0985,-0.017999,0.4111,-0.10719,0.056,0.061125,0.058,-0.24314,-0.56542
0.018855,-0.048,0.22646,-0.2597,0.127,-0.32676,-0.018,0.0074524,1.0518
0.15941,-0.1058,0.33477,0.10485,0.0168,-0.030085,0.066,-3.3159,-0.63877
-0.65476,-0.30014,-2.5355,-1.0023,-0.0589,0.28741,0.078,-0.0093933,-0.030172
0.62072,0.86621,1.5202,1.0742,0.114,0.071405,-0.128,0.49035,-0.16057
-0.044446,0.052434,0.43629,0.24095,-0.131,0.052252,-0.176,-0.46523,-0.53316
-0.077561,-0.034218,-0.42932,0.013186,0.00901,-0.65147,0.062,-0.19975,-2.0405
0.14653,0.22714,0.83071,0.56003,-0.127,-0.5528,-0.084,-1.8774,-0.7546
-0.20835,-0.60647,-2.1862,-1.5184,-0.108,0.22088,0.05,-0.08701,-0.44123
0.10271,0.22006,0.22395,0.57491,-0.0673,0.084406,-0.192,-0.19359,-1.526
-0.077354,-0.30714,-0.62462,-0.29326,0.0649,0.33411,0.1,-0.63218,1.3936
0.23482,0.20604,0.23459,0.29006,-0.199,-0.66997,-0.064,-0.42341,-0.68138
-0.33697,-0.17967,-1.2352,-1.4448,-0.111,-0.2008,-0.062,-0.23862,-0.69739
-0.16584,-0.029255,-0.39042,-0.2022,0.378,-0.56576,-0.022,0.21353,1.432
0.3117,0.31605,0.99455,0.1611,-0.0137,-0.027024,0.01,-0.33205,-0.13015
-1.1074,-0.45565,-0.8643,-2.0187,-0.112,0.18361,0.062,0.021035,1.1256
-0.68628,-1.145,0.51747,-1.6661,0.0422,-0.51911,-0.028,-2.4157,-0.047148
0.60601,0.077553,0.26417,2.794,-0.0226,-0.2945,-0.22,-0.86987,-1.0154
-0.018112,0.16343,0.06623,0.42905,-0.0785,-0.6265,-0.054,-0.90445,-0.55884
-0.13568,-0.14181,-0.76855,-0.047013,0.174,-0.16705,-0.038,0.17042,0.21408
-0.46942,-1.5868,-2.9923,-4.2846,-0.224,0.5381,-0.016,-0.21069,-0.010289
0.15793,0.30902,0.95968,0.24458,-0.101,-0.22676,0.006,-1.6021,-0.069703
0.014574,0.074749,-0.38709,-0.080014,-0.099,0.39725,-0.154,-0.088535,-0.1616
0.064276,-0.02347,1.1239,0.39283,0.0628,0.81509,-0.416,1.6597,-0.69125
0.30104,-0.025888,0.2861,-0.30886,-0.139,-0.67599,0.016,-0.2473,0.19776
-0.45495,-0.19315,-0.30842,-0.96059,0.0138,-0.37061,0.062,-0.46352,-0.60966
-0.10048,-0.083554,-0.86849,-0.031569,-0.029,-0.34493,0.134,-0.66061,1.279
0.062323,0.009521,0.11013,0.35048,-0.299,-0.22918,-0.024,0.085041,-0.36965
-0.22716,-0.49374,-0.4862,-1.0661,0.0239,-0.67448,-0.23,-0.16012,-0.12068
0.48175,0.32267,-0.088864,0.040001,0.0973,0.11636,-0.016,0.30593,-1.1857
-0.050396,-0.16151,0.69537,-0.095124,0.0819,-0.014139,0.03,-0.29345,-0.7363
-0.087997,-0.25402,-1.9553,-1.5534,-0.0939,-0.46551,-0.034,0.072091,-1.9492
0.084865,-0.058152,-0.16473,-0.2338,-0.101,0.25388,0.098,0.030323,-0.1004
0.079458,0.16303,-0.47329,-0.75662,-0.154,0.0068156,0.06,-0.47082,-0.17087
-0.27552,0.0054892,0.25979,-0.072358,-0.23,0.45073,0.058,0.41777,0.87874
-0.018267,0.18174,0.49699,0.20397,-0.156,0.46492,0.088,-0.075628,0.15137
0.16619,0.16647,-0.44722,-0.36562,0.0255,0.25225,0.044,-0.75298,-0.079195
0.1822,0.42443,0.48516,-0.052172,0.111,0.27299,0.032,0.11088,0.1415
0.12015,0.17009,-0.1228,0.061497,0.0517,0.11216,-0.21,-1.8522,-0.59744
0.15556,0.24642,0.50748,0.36849,0.0857,0.12897,0.034,1.3385,-0.69703
-0.15664,-0.29272,-0.59354,-0.091017,-0.0543,0.024731,-0.076,0.030844,0.11524
0.075741,-0.23955,-0.79157,-0.63213,-0.158,-0.52087,0.008,-0.46889,-2.0703
-0.46998,-0.51302,-1.4944,-1.6194,-0.19,0.31906,0.072,0.068389,0.4114
0.045269,0.081922,-0.26551,-0.323,-0.0222,-0.028923,-0.116,-3.8288,-0.33657
0.043751,0.099019,0.8633,-0.029953,-0.114,0.10155,-0.224,-0.1591,-0.80442
0.040128,0.098756,-0.34104,0.2202,-0.0279,0.12744,0.012,-0.1122,0.26238
0.17382,0.1407,0.15835,0.42304,-0.00664,-0.15257,-0.068,-0.087807,0.31836
0.03194,0.01452,0.21495,-0.51473,-0.244,-0.16432,0.048,-0.22823,0.24966
0.046715,0.12566,-0.30574,0.45706,0.0381,-0.30547,0.086,-0.246,0.51642
-0.17306,0.46566,1.5781,-0.10834,-0.488,0.30594,-0.024,-0.15883,-0.20931
0.17259,-0.11617,0.33324,0.020085,-0.207,-0.24806,-0.09,-0.32589,0.021531
0.031594,0.12724,-0.12089,0.38018,0.22,0.3382,0.03,0.34655,-1.3057
0.11743,0.029869,0.077231,-0.12582,-0.0339,0.55901,0.134,0.22521,1.3235
-0.18489,0.19236,0.12841,0.10253,-0.0566,-0.3993,-0.096,-1.7737,0.037788
-0.028555,0.11078,-0.15229,-0.59295,0.0469,-0.066993,-0.058,-0.75772,-0.87288
0.16766,0.17538,0.19032,-0.20274,-0.173,-0.078179,0.024,0.10975,-1.225
0.0025073,0.16287,0.084659,0.11972,-0.286,0.064305,0.014,0.37633,0.14377
-0.055767,0.39956,0.54327,-0.03411,0.651,-1.0505,-0.246,-2.5704,-0.47683
0.39655,0.44602,0.17215,-0.22788,-0.215,-0.75564,-0.056,-0.0077997,-1.2573
-0.038303,-0.16686,0.51379,0.21354,0.0981,0.37757,-0.122,0.56825,-0.7843
0.13498,0.18047,-0.011544,0.33496,0.0139,0.14786,-0.082,-1.2598,-0.4887
0.064242,0.061144,-0.3161,-0.036182,0.13,0.066165,0.024,-1.881,-0.76855
0.21806,-0.11589,-0.53558,0.25946,-0.226,0.17314,-0.172,0.12398,-0.94831
0.17096,0.19467,0.020712,0.24017,0.0558,0.029334,0.112,0.026526,0.12092
0.17418,0.34427,-0.71967,-0.50279,0.021,0.0075685,-0.072,0.084722,-0.57688
0.047885,0.61064,0.14998,-0.072354,0.382,0.51819,0.068,-0.37346,1.0933
-0.28201,-0.33553,-0.26738,-0.28414,0.131,-0.18291,-0.052,-0.076726,0.38428
0.017861,0.1149,0.044668,0.35274,0.1,0.1088,-0.102,-0.082247,-1.2946
0.34674,0.9118,0.34683,0.03996,-0.0411,0.060487,0.072,-0.32983,0.32691
-0.027767,-0.071149,0.0084214,-0.072708,0.094,-0.78935,-0.234,-0.35699,0.28696
0.2203,0.40352,-0.070351,0.037079,0.048,0.25319,-0.098,-0.38799,-0.55254
0.0020386,0.28059,0.013479,0.60329,-0.136,0.30509,-0.208,-0.1906,-0.92348
-0.028393,-0.1557,0.41927,-0.18714,-0.0686,0.11627,-0.048,0.13972,-0.73719
0.14372,0.23892,0.058929,0.18426,-0.14,0.045477,-0.182,0.16588,-0.65886
0.61953,-0.016056,1.2953,0.56574,-0.168,0.1426,-0.158,0.11372,-0.67793
0.066805,0.10402,-0.16564,0.29439,-0.29,0.17725,0.068,0.23841,-0.54669
-0.075499,0.15642,0.18573,0.23064,-0.277,0.24657,-0.046,0.14134,-0.31668
-0.73384,0.10798,0.61694,0.38158,-0.169,0.52833,0.124,-0.64395,0.48324
-0.11172,0.022643,-0.58639,-0.2158,-0.0874,-0.0044612,-0.024,-0.51348,-0.07183
0.14561,0.054756,0.82314,0.13454,-0.0705,0.38945,0.016,-0.04594,0.37446
-0.21136,-0.067557,-0.56382,0.022245,0.781,-0.24976,-0.254,-0.084325,0.89686
0.14267,0.31066,-0.32002,0.35008,0.0763,0.018447,-0.074,-0.14791,-0.62741
0.12109,0.19602,0.42165,-0.081351,0.397,-0.21823,0.076,-0.086177,-0.25692
-0.15272,-0.14544,-0.4927,-1.0187,0.228,-0.14365,0.432,-0.43127,-0.3601
-0.6743,-0.48488,-0.76398,-0.74209,0.222,0.038834,-0.156,-0.11295,-0.43471
-0.095758,0.10668,0.015987,-0.095895,-0.00199,-0.65711,0.12,0.37107,-0.79294
0.02755,0.088516,-0.018397,0.29859,-0.819,0.27841,-0.404,-0.060219,-0.47379
-0.038269,-0.02115,-0.4453,-0.11979,-0.104,-0.29396,-0.146,0.10416,0.11786
0.20472,-0.68152,-2.1701,-0.70458,0.126,0.27914,-0.012,-0.20159,0.22672
-0.63313,0.51253,0.12783,-0.26262,-0.967,0.10267,-0.078,0.11763,-0.79724
0.25417,0.29176,-0.91827,-0.31023,-0.0248,0.28661,0.172,-0.22804,0.23785
-0.13679,0.11324,0.32631,-0.078512,-0.12,-0.071484,-0.326,-0.19229,-1.9727
-0.0083539,0.1114,-0.23475,-0.31934,-0.134,0.26218,0.114,-0.013664,0.078541
0.28263,0.27731,0.5477,0.39553,-0.322,0.21999,0.126,-0.15763,-0.003207
-0.069043,-0.16114,1.3437,-0.21388,0.0121,-0.68268,0.074,-1.622,-1.4711
-0.23499,0.028219,-0.019497,0.072947,0.0397,0.23428,0.086,0.43833,0.3697
0.36308,0.3818,0.74796,-0.61676,0.0254,0.29854,0.142,-0.03256,-0.14209
-0.26079,0.026537,-0.090968,0.28504,-0.212,-0.85254,0.174,0.12417,0.19047
0.00046816,0.097792,-0.45255,-0.065255,-0.0401,0.10312,-0.042,0.55585,0.63242
0.034233,0.094387,0.74246,-0.030453,0.0681,-0.27964,0.042,-0.01448,0.48859
0.54744,0.52022,-1.3673,0.34949,-0.256,0.24699,-0.15,-0.023379,-0.30948
0.0087825,0.074097,-0.79947,-0.30151,0.0234,-0.11857,0.102,0.63669,1.6667
0.020743,0.00071115,0.63808,0.16613,0.124,-0.82131,-0.272,-0.35294,3.1033
-0.034004,-0.086181,0.55668,0.048854,-0.118,-0.37472,-0.128,-2.0436,0.11433
-0.05058,0.098389,-0.077885,0.3621,-0.14,0.37012,0.112,0.0011636,0.22384
-0.11578,-0.1121,0.09256,0.015057,-0.32,-0.058254,0.068,-0.12447,-0.7163
-0.20839,-0.30299,0.47924,-0.88176,-0.0262,-0.8157,-0.136,0.083889,-1.4935
0.055651,0.27905,0.62834,0.38196,0.109,-0.1118,-0.18,-0.5936,-0.35336
0.23505,0.2771,0.45128,0.93704,0.0687,-0.0582,-0.094,-2.0822,-0.35261
0.06286,0.14554,-0.26356,-0.085893,-0.218,0.12587,0.084,-0.20289,0.22617
-0.078402,-0.041103,0.41244,0.3061,-0.0659,-0.57387,-0.076,0.023073,-1.0339
0.01331,-0.025346,1.2089,-0.068479,0.0575,-0.51612,-0.168,-0.43581,-0.2924
-0.44879,-0.87431,0.10464,-0.86562,-0.127,-0.33352,0.03,0.34635,0.395
0.228,0.47489,0.14463,-0.3265,-0.0757,0.13915,-0.036,-0.26667,-0.42122
0.56862,0.1728,1.0492,0.38449,-0.256,-0.51858,-0.076,-0.6732,-0.4286
-0.094167,-0.035989,0.71934,0.27725,-0.207,-0.4291,0.05,0.086586,0.48629
0.2531,0.39749,0.68433,0.054941,-0.147,0.013252,-0.162,-0.70188,-0.1157
-0.41202,-0.19558,-0.69786,-0.29899,0.0665,-0.21548,0.104,-0.1281,0.19057
-0.189,-0.084779,0.091519,0.13092,0.184,0.071285,0.148,-0.21066,-0.12262
-0.068404,0.041327,-0.60657,-0.33543,0.0127,0.38075,-0.116,0.072689,-0.12177
-0.14498,0.056811,-0.88834,-0.46343,0.117,0.31867,-0.026,0.029857,0.11307
0.12787,0.12626,-0.81185,-1.2999,-0.134,0.12392,0.296,0.12987,-1.3079
0.07477,-0.085868,-0.73024,-0.33294,1.26,-0.17546,-0.034,0.11362,2.9645
-0.16764,-0.078327,-0.99162,-0.47524,-0.157,0.3443,-0.222,0.10222,-0.73729
0.24658,0.47116,1.5383,-0.067211,-0.221,0.39325,-0.138,-0.51994,-0.30417
0.094693,0.19753,0.49754,0.27461,-0.38,0.15284,-0.046,-0.10393,-1.4371
0.29971,0.19637,0.14103,0.3485,-0.0852,0.045605,0.238,-0.038933,0.033452
-0.12129,-0.024593,-0.37738,-0.57898,-0.176,0.046847,0.02,-0.27081,-0.23496
-0.098413,-0.11039,-0.34743,-0.43906,-0.175,-0.18045,0.108,-0.33991,0.37684
0.12155,0.10431,0.36816,-0.044741,-0.233,0.23927,-0.058,-0.69516,-0.88766
0.020977,-0.024189,0.29819,-0.11889,-0.0217,-0.043126,0.056,0.33176,-1.6179
-0.51091,-0.14718,2.0189,-1.5399,-0.111,-0.071772,0.042,-0.30146,-0.16141
0.10712,0.27185,0.0095909,0.26631,-0.167,0.25231,0.182,0.013035,-0.36824
-0.2496,-1.5843,-1.8692,-0.3822,-0.00535,0.23302,0.052,-0.3468,-0.24327
-0.22209,-0.68785,-0.82737,-0.50893,-0.0422,0.19176,-0.01,-0.16376,-0.38103
-0.29914,-0.37377,-0.38075,-0.38423,-0.492,0.19869,0.18,0.072055,-0.12625
-0.00016942,-0.050879,0.22339,0.25844,-0.168,0.58179,0.26,0.19306,1.0619
-0.23979,-0.08896,-0.85178,-0.29704,-0.211,0.13331,0.166,-0.10303,0.50974
0.41736,0.55787,1.8095,0.38051,0.352,-0.7002,0.076,0.30304,0.45707
-0.020212,0.016067,1.0832,0.10683,-0.0695,0.088464,-0.022,-0.11358,-0.33648
-0.12214,-0.059224,0.42228,-0.30875,0.12,-0.084042,-0.086,-0.023854,-0.54151
0.034042,-0.013912,0.16393,-0.037506,0.184,-0.33949,0.042,2.2609,0.16093
-0.014404,1.8229,-0.59622,0.47486,-0.112,-0.58436,-0.082,-0.065497,-0.51564
-0.054765,0.085292,-0.24926,0.57224,0.0317,0.12693,-0.044,0.47985,-0.097871
0.40622,0.35296,-1.9516,-0.084025,-0.073,-0.10336,-0.028,-0.32704,-0.50717
0.50051,0.84618,1.5554,1.2089,0.264,-0.54966,0.1,-0.054515,-0.42081
-0.085483,-0.24956,-2.0995,-0.69318,0.0736,-0.22507,0.082,0.133,2.8623
-0.21905,-0.082315,-0.40428,-0.39068,-0.159,-0.15274,0.12,-0.30676,-0.58679
0.16811,0.17933,-0.19674,0.11178,-0.0942,-0.54648,0.006,-0.99609,0.061165
0.033768,0.079723,0.12742,-0.089634,-0.111,-0.37824,-0.204,0.098333,-0.48122
0.033996,0.099635,0.76189,-0.28065,0.395,-0.50879,-0.076,-0.42442,-0.45303
-0.23752,-0.29641,-0.14386,-0.51374,0.174,-0.51584,-0.058,-0.059414,-1.278
-0.54878,0.40486,-0.02313,-0.36228,-0.0465,-0.51733,0.056,-0.15137,0.46346
-0.021621,0.038271,-0.056244,0.28656,0.304,-0.72821,0.068,-0.14481,-0.124
0.17955,0.017801,0.99663,-0.055467,-0.00224,-0.10642,0.06,0.13965,0.47609
-0.027088,0.085048,0.24635,-0.10484,0.161,0.13704,0.192,-0.087317,0.43697
-0.19793,-0.10126,0.68296,0.36721,0.000924,-0.19055,-0.09,0.34511,0.65761
-0.10987,-0.18084,-0.36719,-0.10751,-0.118,0.13883,0.012,-0.34059,-0.69123
-0.14266,-0.14016,-0.30363,-0.13689,-0.236,0.23828,0.032,-0.075741,-0.095103
-0.21362,-0.3243,-0.72276,-0.37546,-0.107,0.58056,-0.068,-0.34946,-0.21668
-0.45396,0.11111,-0.21194,-0.61272,0.689,-0.61062,-0.56,-0.083642,-1.393
-0.1806,0.21852,-0.61372,-0.81848,0.0342,-0.095038,0.76,0.03779,3.0713
0.17422,0.16703,0.020966,0.45153,0.205,-0.69358,-0.038,0.34881,-1.3313
0.3815,0.095867,-0.13941,-0.26865,-0.0897,-0.62542,-0.136,0.13218,0.51768
-0.019254,-0.08936,0.65316,0.34787,0.00136,0.3724,0.284,0.12459,-0.57459
0.087575,0.21614,0.078995,0.3675,-0.0788,0.57486,-0.076,0.33121,-0.10659
-0.26305,-0.26404,0.4529,-0.70149,-0.163,-0.47558,0.158,-1.8,-0.82854
-0.12342,0.036188,0.55846,0.05228,-0.251,0.15666,0.04,-0.039671,-0.41445
-0.0076912,-0.018526,0.24667,0.12618,-0.0986,0.085568,-0.4,0.12045,0.15271
0.2605,0.14784,0.40036,0.2638,0.342,-0.57471,-0.03,-0.22535,0.56342
0.44965,0.52718,-0.54797,0.50856,-0.139,-0.11165,0.038,0.019963,0.053663
-0.056586,0.037782,-0.16845,-0.243,-0.227,0.06741,0.05,-0.0078441,-0.12529
0.067589,-0.13217,0.47093,0.14425,-0.0212,-0.54887,0.128,-0.16953,-0.071693
0.11775,-0.16724,-1.1394,-0.47109,-0.116,-0.12461,0.24,-0.182,0.1356
-0.053225,0.075347,0.79921,0.6792,-0.101,-0.43021,0.114,-0.23166,0.22876
0.099272,0.058335,0.60401,0.38452,0.000398,-0.38755,0.018,-0.80722,-0.19278
0.10784,-0.31097,-1.0108,-0.52385,-0.0464,-0.093361,-0.368,-0.40393,-0.95767
0.26395,0.19641,0.50579,0.65446,0.0604,0.48906,0.038,-0.042678,-0.12531
0.0016791,-0.079844,-0.0060936,0.32195,0.0639,-0.17936,0.038,0.3122,-0.11256
-0.36673,-1.5539,-1.6139,-2.0467,-0.172,0.1987,-0.038,0.13645,0.33014
-0.061387,0.11021,0.46773,0.3612,-0.104,0.22502,-0.132,-0.012483,-2.0704
-0.23573,-0.16906,-0.39096,-0.42091,-0.117,0.29851,0.032,0.19597,-0.43214
0.26632,0.33307,0.24511,0.24315,-0.255,0.22813,0.074,0.23924,0.00419
-0.0080408,-0.043527,-0.32912,-0.11873,-0.0982,-0.21002,0.04,-0.89902,-0.67195
-0.23984,-0.15685,0.048704,0.11351,-0.0133,-0.37174,-0.044,0.41736,-0.32264
-0.0057029,0.1714,-0.34325,0.067337,0.0772,0.0015568,0.038,-0.27163,0.066072
-0.011479,-0.11035,-0.35493,0.085978,0.0264,-0.43266,0.18,0.75487,-0.085305
-0.06828,-0.27465,-0.34567,0.092984,0.422,0.10813,0.102,0.34261,0.58564
0.074904,-0.025423,-1.8187,-0.035116,0.22,-0.61867,0.036,-1.3199,-0.59712
0.099557,0.18019,-0.15538,-0.025962,0.0863,-0.28871,-0.086,-0.33797,0.029863
0.20122,0.30043,0.42062,0.19473,0.109,-0.019933,0.078,0.28199,-1.0131
-0.10924,0.24913,-0.094873,-0.30443,-0.341,-0.85004,0.328,0.43444,1.0344
-0.090899,-0.014219,-0.080598,0.051221,0.279,-0.78023,0.222,0.89291,0.35569
-0.10669,0.18553,0.65877,0.68504,-0.252,-0.3859,0.032,0.21806,0.1375
-0.073753,-0.60357,-2.6002,-1.825,0.0613,-0.73422,-0.094,-0.16138,-0.0792
0.074994,0.066176,0.27976,-0.090296,0.272,-0.74251,0.268,-0.052751,1.0716
0.012379,-0.00014752,-0.37464,-0.50532,-0.106,0.20937,-0.05,0.12977,-0.19319
0.034621,0.13496,0.94433,-0.031975,-0.0193,-0.47801,-0.032,3.149,-0.30462
-0.42511,-0.57194,-0.1098,-1.1184,-0.0942,0.0080199,0.014,-0.23383,-0.56507
0.015115,-0.078979,-0.3685,-0.10858,-0.15,0.15023,0.06,0.29451,0.37063
