cellular amino acid metabolic process,GO:0006520
cellular amino acid biosynthetic process*,GO:0008652*
mitotic cell cycle,GO:0000278
lipid biosynthetic process,GO:0008610
system development,GO:0048731
extracellular matrix,GO:0031012
mitochondrion,GO:0005739
ribosome biogenesis,GO:0042254
sarcomere,GO:0030017
intracellular part,GO:0044424
extracellular space,GO:0005615
membrane,GO:0016020
nucleus,GO:0005634
