Erl1.24vDMSO.24_logFC,Erl3.6vDMSO.6_logFC,Erl3.24vDMSO.24_logFC,Erl3.72vDMSO.72_logFC,Erl3.168vDMSO.168_logFC,Erl10.24vDMSO.24_logFC
-0.1109364811,-0.0789905853,0.0715955574,0.1213917363,0.1150702286,-0.2432858769
0.1970453368,0.0830085815,-0.2154926261,-0.2917518215,-0.2651124172,-0.047847134
0.0255257737,0.1297966729,0.0854410884,0.0693774981,0.1447734239,0.2613998279
0.0571696139,-0.0919468089,0.1472236586,0.0130642481,-0.1736360908,-0.0720628621
-0.041985681,0.1323337736,0.0770619277,0.3968310554,0.3459588745,0.0838892314
-0.1399202152,-0.1003608419,0.0555102069,0.0055945906,0.1532549097,0.0191859759
-0.9128299092,0.0649264449,-0.6326920467,0.1959898352,-0.2356895496,-0.5739823163
-0.1467143065,0.0506190031,-0.1591737929,-0.1784791571,-0.0304650463,-0.2220151396
0.2464910815,0.1703592736,0.1983712015,0.0166042151,0.1456656584,0.3394279088
0.1234812625,-0.0249409555,0.0659406907,0.0396449513,0.1415877452,0.0406498799
-0.4671522294,-0.3708626016,-0.6321877925,0.2577053202,-0.2097811722,-0.8947339556
-0.0347089246,-0.0084849195,-0.1073172497,-0.2890553345,-0.2078475998,-0.2112471903
0.1609746762,-0.0784447341,0.0634773781,0.0450704213,0.2370228859,0.0834503609
-0.0715846012,-0.0632640075,-0.1339061117,0.1070061862,0.0785154653,0.0106624666
0.0922914956,-0.1508750338,-0.0649730525,-0.2393051658,0.030608777,-0.0092721907
-0.1725914795,-0.2200084909,-0.3789211894,-0.0820298762,-0.0519226925,-0.049551943
-0.1503125639,0.0919281194,-0.3155188181,0.1692274133,-0.2254796997,-0.1307337808
-0.1675424329,0.3041126885,-0.2488499766,0.080977552,-0.1183651365,-0.020096227
-0.1320012469,0.1472806675,-0.0931421598,-0.2432899986,-0.0357269536,-0.1154229178
-0.0095870568,-0.0953211559,-0.0131422117,0.2426952931,-0.0618486823,-0.085951575
-0.9273867562,-1.2736301244,-1.2781642168,-1.5655162819,-1.3162899775,-1.3689035746
-0.1557528473,-0.1341286534,-0.0417738572,0.0937763232,0.0229125829,-0.0889221188
-0.1691861963,-0.1078537027,-0.2216259656,0.5273886104,-0.1167589349,-0.3851007085
0.1933587994,-0.0518332712,0.02304118,-0.0378198685,-0.0053020674,0.0219060036
-0.1807427117,-0.2852923792,-0.2509901094,0.1862222567,-0.0590750283,-0.1795924687
-0.1533771792,-0.1917324375,-0.1501558995,0.2366523661,0.2417065478,-0.2068748106
0.1229778979,0.0222509961,-0.1067173537,0.1095752066,-0.1632071319,-0.0321856735
-0.2510022136,0.0760139498,-0.1651756604,-0.0446825956,-0.0399178285,-0.098180435
-0.0238911024,-0.0611890483,-0.0528617164,-0.1385503682,0.0674895863,-0.0132443206
-0.5308733446,0.077783177,-0.2047372031,0.15856224,-0.0987821659,-0.8146981469
-0.2043291773,0.0771990812,-0.2205497339,-0.0882224673,-0.0807882473,-0.2555914417
0.047327606,-0.3861194742,-0.1147375483,0.1924500646,-0.2514325261,0.1171516261
0.1812470983,0.1433661004,0.3599314004,0.0190853633,0.2339430687,0.3079584375
-0.096335926,-0.081026028,0.0607086364,0.0231473428,0.2790295107,-0.0420624073
0.5564145134,0.2571382368,0.6300757959,0.1357717169,0.2096294779,0.7639748772
-0.0376851527,0.0689661555,0.0206682859,-0.0716000377,-0.0562434295,-0.1500093398
-0.2313119787,-0.4856213251,-0.2432403548,0.0625732409,-0.0557745034,-0.332530464
-0.0299109137,-0.0808631552,0.0576818494,-0.2106075046,-0.0833154215,0.1132170063
-0.1751161458,-0.3996457914,-0.3507513551,0.0675771042,-0.4058914488,-0.4246530335
-0.1818395316,-0.3929194347,-0.2477918484,0.2475117193,-0.3003864772,-0.379816363
0.2181299948,0.0280646443,0.0402788287,-0.0933434752,-0.0296419597,0.1802479478
-0.1819862756,0.147564305,0.0326597946,-0.1286873829,-0.5495152757,-0.3823970396
0.0809956986,0.4484696023,0.1157744713,-0.0852147623,0.2354010653,0.1089881795
-0.0369204653,0.4931399679,0.1332923611,0.0711525269,-0.3156493951,0.1429812508
-0.2549255112,0.2235250849,-0.2730219921,0.3094269763,0.4319007366,0.0105522522
-0.1162669716,0.0283776037,-0.0910484885,0.0248330931,0.0588174205,0.1204935948
-0.0623455596,0.0234802074,-0.0094095366,-0.24415241,-0.1095998012,-0.1455225891
-0.0428861539,-0.0146663884,-0.2513404878,0.1691990077,-0.0070180142,-0.0172079372
0.080373253,-0.0041596362,0.200383137,-0.0563348717,0.0241205873,0.0167462978
0.4486856364,0.0860158082,0.3656016601,-0.0328116914,-0.3999004389,0.2209256737
0.0905413076,-0.0057046119,0.0647754842,-0.243827289,-0.0367176454,0.013094129
0.1344980578,0.1213951609,-0.0170570212,-0.0984569926,0.0820314197,0.0794888897
-0.0430689667,0.0920876039,0.0367912856,-0.0293875892,0.1372819798,-0.0494034632
0.0016722439,0.081276781,-0.0663787636,-0.2050813194,0.0393565318,0.0981832122
-0.2428931441,-0.0039855461,-0.1707911733,0.1276044925,-0.1009661907,-0.0048088304
-0.2793479679,0.0943221022,0.0171867183,-0.8573560434,-0.2385600521,-0.2480467017
0.007460353,0.007618079,-0.2134370984,0.2036104048,-0.089347309,-0.100751612
-0.0669511922,0.1967021874,-0.290506985,-0.1072860973,-0.1228429943,-0.0593192641
0.0851033963,0.0602948636,0.1350567518,-0.1682872842,-0.1665949125,0.0321271928
-0.1052715598,0.1199398107,-0.1498760477,0.0345453625,-0.1264849536,-0.0566096219
-0.3376894862,-0.8389123433,-0.2805189905,-1.9661481593,-0.8604824023,-0.392049222
-0.5011721473,-0.3328949539,-0.8177844994,0.0623134635,-0.5125132926,-0.9058027367
0.1214976142,0.0325743487,0.2234293443,0.0029798326,0.1734974007,0.2247479707
0.116472043,0.0638279486,-0.1937546626,0.2690081668,0.1891720558,0.0275821671
0.0285547309,-0.0473473938,0.0311952362,-0.1710028479,0.0219603881,0.1674350522
0.3078116146,-0.1450618268,0.1939745679,-0.1895421263,-0.2336967987,0.3168066109
0.1918351322,0.1991414426,0.259088678,0.2249579661,0.0287372507,0.1187095588
-0.0414164948,-0.0084256873,0.039433316,-0.0292914181,0.120754529,0.5167764931
0.1004682029,-0.0413252306,0.1620805434,-0.0533906348,-0.1342997365,0.1638957065
0.1309066945,-0.3129401145,-0.5390505267,-0.157133194,-0.5877562545,-0.7654077567
0.1675841093,0.1214897143,0.1669884476,-0.0049373383,0.0312561191,0.1220291222
-0.1760366282,-0.1285435206,-0.207246658,-0.2471179856,-0.3019109152,-0.3567225047
0.1042533964,0.0778227607,0.1366846377,-0.0407419049,0.1325710232,0.316894859
0.0406133687,-0.0583564595,0.1896353204,-0.1704480594,-0.4079026047,-0.0170336871
-0.0260285009,0.0258897636,-0.0257930211,-0.0743644929,0.0960442564,0.0246737407
0.2405800616,-0.5675918209,0.0744332018,-0.3679354194,-0.1245721017,0.4085734721
0.5273889136,0.1183539885,0.5474411728,0.7755290941,0.6500772869,0.4218641288
-0.1061215664,-0.1107050032,-0.0516330776,-0.169331319,-0.1050536272,-0.1072374777
-0.4425217387,0.3962562803,-0.645373648,0.0239559152,-0.420189069,-0.2834240893
-0.1980358506,0.1084262452,0.0794339795,0.7639424711,0.0932969474,0.0653181846
0.0415204143,0.0580837627,0.0051866821,0.0551924748,-0.0011142082,0.0960942372
0.0912838782,-0.012345453,0.1540041623,0.0999114275,0.2143220178,0.0971182607
-0.5622912036,0.257796232,-0.7258468871,0.1115802414,-0.2492125194,-1.3187203621
0.1411146412,-0.6395913015,-0.2357944968,-0.2074775042,-0.7229287783,0.03023843
0.0003473728,0.1819524522,0.2193777384,-0.1028390599,0.0277705159,0.1417551042
0.3092089336,0.0863316953,0.0559848293,0.2790029524,0.189830921,-0.0690686851
0.0382734741,-0.0021646964,-0.2309247621,0.2393812822,-0.1843808228,-0.1378441428
0.3943226721,-0.0576892116,0.2135527565,-0.0338630943,-0.1056375846,-0.074666636
0.2420302122,0.0388587832,0.3449862032,0.2048032462,0.0449279841,0.3657951934
0.5018193333,0.2089629915,0.7361724643,0.6895561274,0.4050223679,0.3404657147
0.1802436376,-0.0426245931,0.3015215975,0.0031864012,0.2198099161,0.0857309733
-0.2821915643,-0.0724089589,-0.2273289338,-0.3726719495,-0.0865510376,-0.3141695572
0.113428087,0.1537413533,0.1787811478,0.0669789629,-0.0261289386,0.2472291469
-0.1181265958,-0.2444909576,-0.1861452971,-0.3094955923,-0.2156727315,-0.1377075684
0.0819816616,-0.1014706298,0.0217391809,-0.6487216704,-0.7025995708,-0.224448702
-0.0565814318,0.0186172911,-0.1213905399,-0.1259551225,0.0813852421,0.0268296339
-0.1508201055,0.3249747222,-0.4787292112,-0.8180680852,-0.3945897086,-0.3599169405
-0.0009286593,-0.2104863855,-0.3342361436,-0.353153652,-0.3478204567,-0.1500235512
0.1991679958,0.3070284331,0.286116424,-0.3512945475,-0.29702535,0.4298493266
-0.2443855946,-0.313304236,-0.267650973,-0.0568693732,-0.3421398958,-0.3252977853
0.144678712,0.1557403842,-0.2171013145,0.1111435797,-0.419689373,-0.0662955069
0.1979586069,0.0996662026,0.2441524094,-0.0569894472,0.1825969502,0.1469528175
-0.0294072889,-0.0958748416,-0.1716515909,-0.2595398571,-0.1032690777,-0.300007636
-0.2296914513,-0.1395630408,-0.0837363649,-0.7198006288,-0.3293690799,-0.5412832219
0.0036390752,-0.0793519679,0.0375601468,0.0304827558,0.033496155,0.0895829526
0.1815419514,-0.2949513769,0.0514740675,-0.5761550243,-0.4404349073,0.0107317859
0.0441792566,0.0335084665,0.134064291,0.3232873724,-0.0054270418,0.1476283542
0.0193076954,-0.0474042453,0.1743534959,0.0131957122,-0.0723432021,0.0113680895
0.0018515336,0.1228561021,0.1142327597,-0.0413977636,0.0588474592,0.0440174952
0.0244173605,-0.1095927226,-0.0640369941,-0.3352699324,-0.0525280997,-0.1294284499
-0.8600354033,0.1552474474,-0.9181146831,-0.1435426187,0.1134299244,-0.5696341078
-0.0673160851,-0.050571049,0.0311076341,0.1965479397,-0.0825578671,-0.1262348536
-0.1391114172,-0.0292816483,-0.1351663997,-0.3621061103,-0.0964818157,-0.1746964414
-0.1996223498,-0.1740539864,-0.2378252807,0.0752384138,0.0204719606,-0.2118410352
0.5600853309,0.189255524,0.4376629588,0.8467695875,-0.2964078321,0.2048884409
-0.0552734233,0.1475403576,-0.0296487024,0.1998069543,0.1530247355,0.0754050544
0.0335109889,-0.3444722284,-0.1079795891,-0.2858747677,-0.0997000603,-0.0621808512
-0.8222714286,-0.1340748891,-0.9768538894,-0.74664725,-1.2418095801,-1.2511793262
0.2398262901,0.0461985128,0.2657608026,0.2151297487,0.2717995416,0.2146126484
-0.0244289616,0.1141968385,-0.0648354952,-0.1391976177,0.1695498438,-0.0968384579
-0.2061655108,-0.1953026387,-0.1585120566,-0.0483991112,-0.0977239982,-0.1883688015
-0.026958191,0.0266336344,-0.0330087083,-0.2242921504,-0.1413505673,0.0512983978
0.0158067017,0.0352041582,0.0029336344,-0.1583170519,0.0799582027,0.0458340544
-0.1412757368,0.0035613329,-0.1051841391,-0.1580188418,-0.1285612973,-0.2749083746
0.2408639695,-0.2206987633,0.0285886727,0.0453095751,0.3660768963,0.0537086776
0.1159837586,-0.1848187778,0.1765154257,1.1062415392,0.5525578915,0.0443712984
0.0197806494,-0.1092000855,-0.143405495,-0.0319923641,-0.1252905537,-0.1583940389
0.1023503333,0.0501330389,0.1180970534,-0.1661781549,0.0583870372,0.0064232983
-0.093096562,-0.1429265359,-0.114773801,0.171061359,-0.1260064894,-0.0633083362
-0.3682860275,0.3877555635,-0.4094541697,-0.6146497681,-0.5341456831,-0.4133218845
0.126068622,0.143080826,0.1540975616,0.1678771018,0.3472644406,0.3063612808
-0.2367634139,-0.2797202909,-0.4195095512,0.0445328349,-0.1712409683,-0.3334046192
-0.0939636801,0.1691294405,-0.0425894694,-0.3304821124,-0.7309307177,-0.1159230136
-0.5506650385,0.2878043736,-0.554805604,-0.0465623448,-0.1068386979,-0.6203793269
-0.0214809326,-0.0021025951,0.0422946206,-0.0789514393,0.0331821758,0.0593405379
-0.033023379,-0.2744983947,-0.1481220487,0.3935567674,-0.6675043821,-0.1913368764
0.0051930552,0.1578278086,0.0056654718,-0.2399454983,-0.034960267,-0.0351571916
-0.4791333501,-0.8553330518,-0.5462091398,-0.6338690758,-0.7292792275,-0.3015966666
0.0293722946,-0.0814299911,-0.1334940449,-0.3106442031,-0.0918865186,-0.259124099
-0.1512186184,-0.4210340729,-0.1883780209,0.1602574063,-0.2294191487,-0.221526646
-0.0766751335,-0.0212151401,-0.0521194421,0.2987255497,-0.0772013707,-0.070134925
0.3341632898,0.0996143586,0.302400346,0.2208515895,-0.6518284166,0.1956575398
0.1913531518,0.086689844,0.2143316883,-0.0043693446,0.1125818156,0.189615995
-0.4496800327,-0.2027774688,-0.2973591811,-0.1107099052,-0.5300738346,-0.5543762008
-0.4379693708,0.1740112479,-0.6660148735,0.1060237228,0.0280208619,-0.8079298997
0.7178396343,-0.4217679947,0.0798679876,-0.1460687815,0.1654495431,0.5175485367
0.0931494404,-0.0332414418,0.1408697601,0.1279798448,0.1958750186,0.1604096001
0.1637286322,0.1025942902,0.2550310208,0.154115083,-0.0332044998,0.0564747036
0.19323327,-0.1054500924,-0.0058810053,-0.4957040489,-0.4570230828,-0.2188276729
0.2226289032,-0.0585773656,0.0410112804,0.0016680647,0.0675085473,-0.2819850765
0.0574231882,0.0093443689,-0.0498347226,0.0380208143,-0.0008305158,0.0303970111
-0.2831792514,0.1032789025,-0.0826786587,-0.139419761,-0.2121566717,-0.2498203863
-1.0245077754,-1.8567518775,-1.1533941145,-1.3405666113,-1.201261545,-1.3035606223
0.0317314361,0.0172747797,-0.0312653464,0.1463269136,-0.2660844661,-0.0542720511
0.0201039657,-0.0925829751,-0.2255913858,0.2049891342,-0.0451571455,-0.1584878226
0.2713960581,-0.0966500298,0.2556794541,-0.9315339406,-0.9468498801,-0.1769511962
0.2029103631,0.1320579402,0.2294323753,0.0094378505,0.1479122982,0.1606910105
-0.0352967934,0.0633420755,0.0836298359,0.1320095594,0.017683397,0.0510287164
0.0047255939,0.0313249799,-0.0972802272,-0.2492472533,-0.1946865515,-0.1434563041
0.0010805676,-0.1095231822,0.2074997622,-0.0920474211,0.2661426823,0.1426445691
-0.1714114342,-0.2929186292,-0.3110191127,0.3681953714,-0.4046114896,-0.4370883858
0.1297606455,-0.0657013499,0.2466583099,0.0756415312,0.1431800689,0.1430856085
0.0669460406,-0.1450195775,0.1130223635,0.2788440956,0.1500012712,-0.0439503021
0.0074289173,-0.1588223669,0.1151095488,-0.1210844139,-0.2721201336,0.0725523614
0.3376322766,0.1791512793,0.3337670886,-0.1928735338,0.0694827281,0.3489730452
-0.078252562,-0.0216295479,-0.1408704516,0.1778464323,0.1322269209,-0.2076322479
0.1221152374,0.0736471074,0.0658063601,-0.1679951983,-0.1212431624,0.0653038877
-0.180047205,-0.2106520287,-0.0929143976,-0.4014732843,-0.2724089524,-0.0626290713
-0.065240172,-0.0328638562,-0.0306782841,-0.1713917315,0.168389996,-0.1020006463
-0.0702563954,0.1892527818,-0.1197927542,0.0575099445,-0.0828802025,0.0316869113
-0.010456576,-0.0698165652,0.0668292927,0.0141298458,-0.0061469768,-0.0370927837
-0.1974728411,-0.0471861015,-0.4216817196,-0.5195948118,-0.260857814,-0.5486751854
0.1096720335,-0.0607189714,0.0688824267,-0.4059666442,-1.0498532823,-0.0929557905
0.153050108,-0.0270992654,-0.0677115213,0.0273675726,-0.7686838689,0.0418677578
-0.0304477936,0.0615609503,-0.1300107582,-0.0872127562,-0.1542485114,0.0286681983
0.3019123014,0.1071775973,0.3883516267,-0.1737940087,0.0150099047,0.2261077108
-0.1032278979,-0.050235707,-0.0201084924,-0.1582766469,-0.5482785211,-0.3361617927
0.0948147021,0.0482334074,-0.3391655786,0.3052110729,-0.1796401919,-0.0668945734
0.6148918359,-0.1185989733,0.6931220239,0.3109830017,0.5854321921,0.6136202457
0.6467579176,0.0749581624,0.3908728219,0.1386563812,0.1829066674,0.344755502
0.1306742796,0.0018884337,0.3537407308,-0.1141288838,0.0535541196,0.2522134896
-0.0534224914,-0.2076344592,-0.1662246825,0.1057988629,-0.1056469143,0.009898251
-0.2697688054,0.0402483615,-0.0727246471,-0.1998395058,0.0458050536,-0.2485359114
-0.1898250707,0.0872776023,0.1551904753,-0.3624836849,-0.447898611,-0.078033159
-0.1250327257,-0.0223324718,-0.1042052508,-0.4752905709,-0.7429551457,-0.1958266134
0.0404335692,0.0349355987,0.1408019223,-0.2410430734,-0.0820740035,0.0119523256
-0.4256044743,-0.8384401378,-0.0740457044,0.028833992,0.0077922614,-0.65727812
0.0016913718,0.0373531686,-0.1633446853,0.4999352273,-0.4665851536,-0.6336776287
0.172430932,0.0753052355,0.2809662099,0.2151973591,0.1907731849,0.1504419175
0.1927246555,0.1817263499,0.3098042488,0.0560801365,0.1785404249,0.2926951177
-0.1186150503,-0.042976416,0.0964761274,-0.2709245165,-0.2953032549,0.0394684014
0.0334111311,-0.3050270376,0.1557358517,-0.0133603082,-0.2013626736,0.7039948052
-0.1255502535,0.0923447393,0.0681750669,0.130393738,0.2312153525,0.2388295324
-0.2591466178,0.3199243826,-0.2163495054,0.2085598861,-0.4133950247,-0.0841351163
0.1287002888,-0.0642289886,0.0620095692,-0.0731897627,0.0601557041,-0.1435107862
0.0070122217,0.1331883631,-0.0531463528,-0.1550507494,0.0934244848,0.1285702017
-0.1631483103,-0.3481594208,-0.5426931075,-0.1234222931,-0.0395941387,-0.5384558278
0.0631683504,-0.0837625415,0.0986221038,-0.2475758981,0.0478536228,0.3317129403
-0.0636086811,0.3296650661,0.0494206395,0.2510580507,0.4760391349,-0.0491974387
0.1942564529,-0.0003156065,0.141735203,0.1080775841,0.034873061,0.0049578786
-0.0090923143,-0.1048921339,0.0232019376,0.0243590678,0.0126679434,-0.0695054123
-0.0439449814,0.0063008984,-0.0099791362,-0.0936907029,-0.0096926476,0.0186273935
0.1177010504,-0.0472415068,0.2364624367,0.1056790782,-0.1184950334,0.0597144453
-0.0183475013,0.0927631914,-0.1113280979,0.0976842356,-0.0938797352,-0.0552177505
0.0629727856,-0.0162232524,0.0375325107,-0.0199596888,-0.1825863322,-0.0016019506
0.0896926898,0.0766595244,0.1946045168,0.0647656018,0.1329861522,0.2520509182
0.2005828893,0.0907416333,0.453509669,0.186069998,0.2509484889,0.426685124
-0.3000185652,-0.178883604,-0.142781419,-0.3553463188,-1.1417520127,-0.4476764412
0.1367654626,-0.1161940187,0.1558674101,-0.122788254,0.0813131056,0.1241841813
0.0607966803,-0.1239929378,0.1243870234,-0.1093494191,-0.2448964045,0.1250663816
-0.2838416824,-0.1375805097,-0.2471614877,0.4744154067,-0.1628736661,-0.2338599525
0.1033910606,0.0855164625,0.1487603305,-0.0006405703,0.0356645118,0.1233278495
-0.1214587434,0.5512081479,-0.0586839551,0.4733983185,-0.1927420844,-0.2897174207
-0.3610950747,0.3250619102,-0.2811318829,-0.2216382303,-0.0874509659,-0.2847574504
-0.2032998841,0.191227831,-0.3879347927,-0.0008585872,-0.0879865455,-0.4500353664
-0.1086015755,0.009846765,-0.1129467859,-0.0751794507,-0.1009445169,-0.1977228119
-0.084642902,-0.0109631238,-0.1984550958,-0.1204736401,-0.1808787668,-0.2752452361
0.2224088029,-0.0221808552,0.1426307619,-0.0611052732,0.4279269658,0.1736009803
-0.1263817946,-0.0572506376,-0.0884736988,-0.0872525328,0.0521014895,-0.103462412
-0.3112188328,-0.8070881702,-0.6034685975,-0.3470166944,-0.4322261732,-0.5686850111
0.2246609615,-0.0377382647,-0.1242952767,0.341525427,0.2893410333,0.0334978169
0.0661432336,0.0226114578,0.0260998687,-0.0110517316,0.0715147567,-0.0109678307
0.0017020944,0.0146861408,-0.0346219906,-0.046882133,0.0342495719,0.1469537383
0.437638383,0.2487784243,0.500663753,0.6377427035,0.7923665731,0.4989190003
0.2766169738,0.5819891783,0.4621053276,0.7148014665,0.6725239657,0.2957869233
0.0700034809,-0.0184934378,0.1116063541,-0.0772344339,0.0156936316,0.0203430419
-0.0322866527,0.2011970845,-0.4110954581,-0.2324792119,-0.3062519584,-0.0373076549
-0.0847295019,-0.1007409697,-0.1274998405,0.059814399,-0.0267611197,-0.1724965254
-0.0623651746,0.1960845013,-0.2308707144,-0.154270099,-0.1555926642,-0.333835946
-0.0163889054,0.0569850457,-0.0812727122,-0.0809836013,-0.0002143212,-0.1071023935
0.2248588201,-0.0250153593,0.1298030935,0.5539149707,0.5125275452,-0.2041931675
-0.0165764158,-0.0388238368,0.230808017,0.0758471474,-0.0362327167,0.354228814
-0.0047350593,-0.2734306624,-0.1824434197,-0.2422799542,-0.0988098822,-0.1330752734
-0.0488167821,0.0131210198,-0.1547477645,0.0969365185,0.014259759,-0.1389583648
0.0343561093,-0.0543695196,0.0164602245,0.1138799143,0.031408886,0.0360784595
0.0324511262,0.1245579799,-0.0848214655,-0.0368428494,0.1033012961,-0.0882724499
0.0647585659,0.101519056,0.0677132411,-0.003040815,0.0795953069,0.1820189234
0.0208690367,-0.0459837692,0.0397653295,0.2063635933,0.0799708494,0.1132842847
0.041056565,0.1376224089,0.1608852344,-0.0357622773,-0.2102718547,-0.0023620417
-0.2172136361,-0.2136504177,-0.2356856127,-0.2677549321,-0.1195803582,-0.2053293026
0.0658365357,-0.0270301732,-0.0128983555,-0.0446820821,0.0641960122,0.167464564
-0.1160019853,-0.1162451925,0.0136912582,0.0451847524,-0.2127033978,-0.0356261751
-0.2346996929,-0.3568765782,-0.4191636516,0.128662501,-0.8505351724,-0.2460310878
-0.2315925198,-0.6039873482,-0.4240163497,-0.303446991,-0.2320916467,-0.4705503847
-0.0350749105,-0.0546495794,-0.1315265426,-0.0211090088,-0.0850800391,-0.104230512
-0.1572760506,-0.0363971919,-0.111820104,-0.2100326616,-0.0718951246,0.062797806
0.1830743219,0.0385609998,0.0752023614,0.1150821078,0.1589915196,0.2564132939
0.0733960939,0.0047777938,0.0533197222,-0.1213856199,0.1790751026,-0.1134587432
0.0579362923,-0.0388675464,0.1268431552,-0.2715293351,-0.0529662452,0.1271400774
0.0211836301,0.1634990712,0.0094496627,0.0046797695,-0.0506048608,-0.1382896206
0.454368277,-0.5148072078,0.4847188823,0.3828998779,0.1425324947,0.5718864714
-0.0655473391,0.2313393258,0.0335121161,0.053813954,0.0353224862,-0.0648461654
-0.0229340512,0.0771963863,-0.1444759428,0.5036665851,-0.1048567252,-0.0731572592
0.0909498346,0.1972186369,-0.0339494767,-0.2676436867,-0.2841230058,-0.0303534522
0.273027565,0.2458897711,0.3232354878,0.4526207017,0.327169111,0.3564696581
0.2274820511,0.0363731748,0.124268741,-0.0648257071,0.0362586985,0.4669961453
-0.1887901354,-0.0915984783,-0.0855470651,-0.12569434,-0.4697527931,-0.4881814476
-0.3909225422,-0.681091403,-0.4135809865,-1.0478201367,-1.1747142618,-0.5857180313
0.1402255866,0.0651477364,0.0561238144,-0.0929266037,-0.0579996187,-0.0804822697
-0.1686142152,-0.052801995,0.1676566201,-0.1646358543,-1.1212481462,0.2831030718
0.1055164813,0.0996098403,-0.0029179845,-0.2195703887,-0.5704538139,-0.4351103795
0.1040079193,-0.0854491779,-0.0316481717,0.5882688125,0.3173390351,0.0759906545
0.387014847,0.5525849071,0.4080894297,0.493430828,0.0110663807,0.2477430093
-0.2327549077,0.2103007604,-0.166973464,-0.3321094525,-0.0491828015,-0.0717804379
-0.1281318004,-0.1538609755,-0.1194736899,-0.2369542771,-0.0464271006,-0.299865226
0.1758465875,-0.0190656392,-0.045630652,0.4319388428,0.0142209306,0.079516482
-0.3397680327,-0.1059243105,-0.4860408983,-0.0611658403,-0.1861441264,-0.4260047306
-0.0866072505,-0.1922507459,-0.0834402542,0.0240025032,-0.1443406644,-0.1129187961
-0.1806903098,-0.3354448584,-0.2200613708,-0.0224976686,-0.3126589752,-0.3218211378
0.1317941023,-0.0607122014,0.1993557778,0.2112143752,0.2307172736,0.0481019771
-0.3017797926,-0.2141578315,-0.2395612433,-0.3079912403,-0.1359446246,-0.2041942794
0.035867996,0.016370015,-0.0808019777,0.0323724739,0.1292282985,0.1756655839
-0.0757812185,-0.1662183915,-0.2339189708,-0.1389432702,-0.580797738,-0.3208549237
0.3025354057,0.1226542244,0.3322784079,-0.0568589984,-0.0586407526,0.2519420811
0.01459439,-0.0397289331,-0.0258867996,-0.184953663,0.2494236201,0.0990829846
0.1421272534,-0.1612613651,0.1937706835,-0.3447250265,-0.5062725386,0.1024803253
-0.8917006277,-0.2294322459,-1.2104905393,-0.113896466,-0.8818148304,-1.4593422804
-0.091181468,0.0365279516,-0.1439286062,-0.1453215967,-0.1680238775,-0.2035793684
-0.501540775,0.1066600235,-0.474602753,0.0562951844,-0.1426776421,-0.7976463304
0.1008189742,0.2216586161,0.2878392637,-0.0302358207,-0.3185000896,0.0800161511
-0.603041398,-0.1807114551,-0.0376331348,0.2830094278,-0.2573598405,-0.264217367
1.6111028097,1.2502981859,1.7338565467,2.6236787531,2.5534381438,1.3368817008
-0.1652843854,-0.1643999125,-0.2796367473,0.2502330925,-0.5784210828,-0.29145644
0.2596329256,0.1044370713,0.3670992051,-0.0139841642,0.0780836312,0.2458692397
0.1585394647,-0.4121205291,0.4204647132,-0.0416775311,0.0535714956,0.3280082007
-0.0066752937,0.0724323962,-0.0236786147,0.1668680737,0.0714329007,0.1863799831
-0.662621095,-0.2854862735,-0.9882822656,0.2107720766,-0.4322592745,-0.7018628093
0.1881066019,0.5099959863,0.1946010628,-0.2528960166,-0.9986663636,0.1705607327
-0.0967468305,-0.1961257555,-0.2460142604,-0.0492153335,-0.0476700798,-0.0326406242
-0.202649134,-0.2024174732,-0.1305475985,-0.3259634759,0.0220119717,-0.1574051461
-0.3933927019,-0.1592911893,-0.5523323744,-0.3680603,-0.4381184944,-0.4617437668
-0.3161416307,-0.3463804098,-0.6290596081,0.9706646923,-0.7981937154,-0.5586184979
-0.0354985035,0.0328435312,0.0059512319,0.0040906753,0.0806776437,-0.1998170731
-0.2167474164,-0.0743361826,-0.1606569295,0.2230392288,-0.0299622955,-0.3209749562
0.0137704694,0.1106359999,0.0757422946,-0.069316134,-0.1061830397,-0.0076278367
0.2302823961,0.1806948975,0.2310397393,0.4555761959,-0.1536025409,0.1028175798
0.0165044625,-0.0352721558,-0.0165241061,-0.0445987087,0.022749804,-0.1017753343
0.1938394751,-0.0056177784,0.2201654812,0.0772563841,0.1426036546,0.0817872795
0.0092896757,0.0289278695,0.0547412071,-0.0990201426,0.1806834167,0.0530987433
-0.4420117478,-0.4722584085,-0.8393883415,0.2825806207,0.1660195244,-0.7619744991
-0.2172162271,0.0046298142,-0.3328105146,-0.038955177,0.3370163066,-0.4524321096
-0.1211203516,0.1778195128,0.0242162091,1.3160731364,0.4158059109,-0.0983823443
0.8096386622,0.6051006611,0.714844382,0.9479951324,0.6436595599,0.3129600711
-0.0996923692,-0.0736314652,-0.1759803496,0.0282912261,-0.0394086062,-0.0702822921
0.553629335,0.1475056602,0.466878976,0.5514922445,0.4967693369,0.2994177774
0.3836249778,0.3529582334,0.3391911669,0.7463928829,0.3020907216,0.189677906
0.0468940709,0.0765611653,0.1535818651,-0.1181737515,-0.0600689877,1.456568659
0.0068806981,-0.2667212932,-0.0753388399,0.2030962842,-0.4965178531,0.0592185274
0.3847850879,-0.2955874539,0.1218656083,-0.5821567504,-0.3602340825,0.2482600351
-0.2686477293,0.483963987,0.0397170483,0.1698862424,0.4201269167,0.8364975827
