ENSG00000273486
ENSG00000267321
ENSG00000267313
ENSG00000267280
ENSG00000267279
ENSG00000267254
ENSG00000267194
ENSG00000267160
ENSG00000267152
ENSG00000267106
ENSG00000267100
ENSG00000267082
ENSG00000267069
ENSG00000267060
ENSG00000267058
ENSG00000267041
ENSG00000267034
ENSG00000267002
ENSG00000266964
ENSG00000266947
ENSG00000266916
ENSG00000266904
ENSG00000266903
ENSG00000266714
ENSG00000266680
ENSG00000266173
ENSG00000266053
ENSG00000266010
ENSG00000265817
ENSG00000265688
ENSG00000265681
ENSG00000265401
ENSG00000265185
ENSG00000265142
ENSG00000265096
ENSG00000264920
ENSG00000264575
ENSG00000264490
ENSG00000264247
ENSG00000264007
ENSG00000263934
ENSG00000263874
ENSG00000263809
ENSG00000263753
ENSG00000263740
ENSG00000263711
ENSG00000263327
ENSG00000263244
ENSG00000263004
ENSG00000263002
ENSG00000262903
ENSG00000262902
ENSG00000262879
ENSG00000262877
ENSG00000262814
ENSG00000262580
ENSG00000262468
ENSG00000262246
ENSG00000262202
ENSG00000262155
ENSG00000262074
ENSG00000262050
ENSG00000262049
ENSG00000262001
ENSG00000261824
ENSG00000261801
ENSG00000261777
ENSG00000261737
ENSG00000261716
ENSG00000261616
ENSG00000261556
ENSG00000261553
ENSG00000261526
ENSG00000261502
ENSG00000261490
ENSG00000261455
ENSG00000261434
ENSG00000261377
ENSG00000261338
ENSG00000261324
ENSG00000261221
ENSG00000261211
ENSG00000261189
ENSG00000261188
ENSG00000261168
ENSG00000261167
ENSG00000261143
ENSG00000261061
ENSG00000261008
ENSG00000260992
ENSG00000260917
ENSG00000260916
ENSG00000260912
ENSG00000260855
ENSG00000260852
ENSG00000260837
ENSG00000260822
ENSG00000260804
ENSG00000260802
ENSG00000260793
ENSG00000260747
ENSG00000260658
ENSG00000260641
ENSG00000260630
ENSG00000260604
ENSG00000260565
ENSG00000260482
ENSG00000260442
ENSG00000260400
ENSG00000260329
ENSG00000260285
ENSG00000260274
ENSG00000260267
ENSG00000260261
ENSG00000260260
ENSG00000260257
ENSG00000260244
ENSG00000260231
ENSG00000260196
ENSG00000260193
ENSG00000260083
ENSG00000260077
ENSG00000260035
ENSG00000260000
ENSG00000259977
ENSG00000259969
ENSG00000259959
ENSG00000259943
ENSG00000259877
ENSG00000259820
ENSG00000259781
ENSG00000259727
ENSG00000259726
ENSG00000259673
ENSG00000259663
ENSG00000259660
ENSG00000259623
ENSG00000259523
ENSG00000259479
ENSG00000259370
ENSG00000259366
ENSG00000259330
ENSG00000259319
ENSG00000259153
ENSG00000259129
ENSG00000259065
ENSG00000259030
ENSG00000258986
ENSG00000258920
ENSG00000258890
ENSG00000258824
ENSG00000258708
ENSG00000258667
ENSG00000258655
ENSG00000258634
ENSG00000258461
ENSG00000258444
ENSG00000258441
ENSG00000258311
ENSG00000258301
ENSG00000258297
ENSG00000258289
ENSG00000258171
ENSG00000258057
ENSG00000257923
ENSG00000257800
ENSG00000257704
ENSG00000257698
ENSG00000257621
ENSG00000257433
ENSG00000257365
ENSG00000257315
ENSG00000257267
ENSG00000257252
ENSG00000257242
ENSG00000257207
ENSG00000257176
ENSG00000257167
ENSG00000257151
ENSG00000257093
ENSG00000257027
ENSG00000256771
ENSG00000256751
ENSG00000256628
ENSG00000256594
ENSG00000256525
ENSG00000256417
ENSG00000256340
ENSG00000256294
ENSG00000256257
ENSG00000256229
ENSG00000256164
ENSG00000256139
ENSG00000256092
ENSG00000256060
ENSG00000256043
ENSG00000255823
ENSG00000255717
ENSG00000255633
ENSG00000255517
ENSG00000255471
ENSG00000255435
ENSG00000255423
ENSG00000255399
ENSG00000255394
ENSG00000255318
ENSG00000255310
ENSG00000255302
ENSG00000255284
ENSG00000255248
ENSG00000255135
ENSG00000255121
ENSG00000255052
ENSG00000255020
ENSG00000254986
ENSG00000254911
ENSG00000254860
ENSG00000254839
ENSG00000254726
ENSG00000254685
ENSG00000254682
ENSG00000254635
ENSG00000254615
ENSG00000254614
ENSG00000254539
ENSG00000254535
ENSG00000254510
ENSG00000254470
ENSG00000254469
ENSG00000254453
ENSG00000254402
ENSG00000254285
ENSG00000254144
ENSG00000254093
ENSG00000254087
ENSG00000254004
ENSG00000253953
ENSG00000253878
ENSG00000253842
ENSG00000253837
ENSG00000253767
ENSG00000253738
ENSG00000253729
ENSG00000253719
ENSG00000253669
ENSG00000253570
ENSG00000253352
ENSG00000253320
ENSG00000253304
ENSG00000253284
ENSG00000253276
ENSG00000253251
ENSG00000253200
ENSG00000253190
ENSG00000253106
ENSG00000252481
ENSG00000252010
ENSG00000251791
ENSG00000251669
ENSG00000251664
ENSG00000251628
ENSG00000251615
ENSG00000251602
ENSG00000251580
ENSG00000251562
ENSG00000251369
ENSG00000251364
ENSG00000251363
ENSG00000251348
ENSG00000251247
ENSG00000251216
ENSG00000251192
ENSG00000251141
ENSG00000251136
ENSG00000251022
ENSG00000250981
ENSG00000250899
ENSG00000250802
ENSG00000250722
ENSG00000250682
ENSG00000250571
ENSG00000250510
ENSG00000250479
ENSG00000250312
ENSG00000250305
ENSG00000250303
ENSG00000250280
ENSG00000250251
ENSG00000250182
ENSG00000250132
ENSG00000250120
ENSG00000250103
ENSG00000250091
ENSG00000250067
ENSG00000250007
ENSG00000249868
ENSG00000249859
ENSG00000249855
ENSG00000249816
ENSG00000249790
ENSG00000249669
ENSG00000249471
ENSG00000249395
ENSG00000249353
ENSG00000249348
ENSG00000249242
ENSG00000249158
ENSG00000249115
ENSG00000249087
ENSG00000249042
ENSG00000248971
ENSG00000248932
ENSG00000248905
ENSG00000248866
ENSG00000248746
ENSG00000248632
ENSG00000248596
ENSG00000248527
ENSG00000248508
ENSG00000248487
ENSG00000248429
ENSG00000248383
ENSG00000248334
ENSG00000248333
ENSG00000248323
ENSG00000248206
ENSG00000248124
ENSG00000248092
ENSG00000248049
ENSG00000248019
ENSG00000248015
ENSG00000247828
ENSG00000247809
ENSG00000247796
ENSG00000247746
ENSG00000247627
ENSG00000247626
ENSG00000247596
ENSG00000247595
ENSG00000247572
ENSG00000247416
ENSG00000247271
ENSG00000247240
ENSG00000247137
ENSG00000247095
ENSG00000246898
ENSG00000246705
ENSG00000246695
ENSG00000246560
ENSG00000246523
ENSG00000246273
ENSG00000246174
ENSG00000246090
ENSG00000246082
ENSG00000246067
ENSG00000245910
ENSG00000245904
ENSG00000245849
ENSG00000245694
ENSG00000245598
ENSG00000245573
ENSG00000245522
ENSG00000245498
ENSG00000245281
ENSG00000245205
ENSG00000245105
ENSG00000245067
ENSG00000244968
ENSG00000244879
ENSG00000244731
ENSG00000244694
ENSG00000244687
ENSG00000244627
ENSG00000244617
ENSG00000244560
ENSG00000244486
ENSG00000244462
ENSG00000244405
ENSG00000244274
ENSG00000244187
ENSG00000244165
ENSG00000244055
ENSG00000244026
ENSG00000243978
ENSG00000243943
ENSG00000243742
ENSG00000243710
ENSG00000243701
ENSG00000243679
ENSG00000243667
ENSG00000243660
ENSG00000243629
ENSG00000243444
ENSG00000243364
ENSG00000243335
ENSG00000243317
ENSG00000243302
ENSG00000243279
ENSG00000243244
ENSG00000243232
ENSG00000243156
ENSG00000242802
ENSG00000242779
ENSG00000242732
ENSG00000242715
ENSG00000242687
ENSG00000242622
ENSG00000242615
ENSG00000242612
ENSG00000242588
ENSG00000242372
ENSG00000242349
ENSG00000242282
ENSG00000242265
ENSG00000242247
ENSG00000242193
ENSG00000242114
ENSG00000242110
ENSG00000242052
ENSG00000241978
ENSG00000241935
ENSG00000241878
ENSG00000241852
ENSG00000241839
ENSG00000241837
ENSG00000241764
ENSG00000241472
ENSG00000241468
ENSG00000241399
ENSG00000241343
ENSG00000241316
ENSG00000241313
ENSG00000241135
ENSG00000241127
ENSG00000241015
ENSG00000240972
ENSG00000240875
ENSG00000240857
ENSG00000240771
ENSG00000240694
ENSG00000240583
ENSG00000240356
ENSG00000240303
ENSG00000240230
ENSG00000240194
ENSG00000240184
ENSG00000240065
ENSG00000240038
ENSG00000240024
ENSG00000239887
ENSG00000239789
ENSG00000239713
ENSG00000239677
ENSG00000239672
ENSG00000239665
ENSG00000239521
ENSG00000239474
ENSG00000239445
ENSG00000239407
ENSG00000239306
ENSG00000239305
ENSG00000239213
ENSG00000239183
ENSG00000239039
ENSG00000239014
ENSG00000239002
ENSG00000238741
ENSG00000238105
ENSG00000238058
ENSG00000237973
ENSG00000237945
ENSG00000237886
ENSG00000237854
ENSG00000237753
ENSG00000237732
ENSG00000237686
ENSG00000237649
ENSG00000237595
ENSG00000237512
ENSG00000237463
ENSG00000237440
ENSG00000237310
ENSG00000237298
ENSG00000237190
ENSG00000237188
ENSG00000237172
ENSG00000237125
ENSG00000237037
ENSG00000237036
ENSG00000236956
ENSG00000236901
ENSG00000236824
ENSG00000236751
ENSG00000236719
ENSG00000236714
ENSG00000236682
ENSG00000236609
ENSG00000236552
ENSG00000236404
ENSG00000236287
ENSG00000236208
ENSG00000236155
ENSG00000236144
ENSG00000236008
ENSG00000235997
ENSG00000235954
ENSG00000235944
ENSG00000235904
ENSG00000235823
ENSG00000235750
ENSG00000235711
ENSG00000235703
ENSG00000235652
ENSG00000235609
ENSG00000235587
ENSG00000235535
ENSG00000235501
ENSG00000235437
ENSG00000235423
ENSG00000235381
ENSG00000235374
ENSG00000235314
ENSG00000235280
ENSG00000235244
ENSG00000235217
ENSG00000235173
ENSG00000235169
ENSG00000235162
ENSG00000235109
ENSG00000235106
ENSG00000235092
ENSG00000235034
ENSG00000235012
ENSG00000234869
ENSG00000234797
ENSG00000234771
ENSG00000234745
ENSG00000234741
ENSG00000234684
ENSG00000234678
ENSG00000234664
ENSG00000234616
ENSG00000234546
ENSG00000234520
ENSG00000234456
ENSG00000234444
ENSG00000234438
ENSG00000234420
ENSG00000234284
ENSG00000234231
ENSG00000234043
ENSG00000234028
ENSG00000233954
ENSG00000233913
ENSG00000233901
ENSG00000233895
ENSG00000233894
ENSG00000233836
ENSG00000233822
ENSG00000233622
ENSG00000233527
ENSG00000233476
ENSG00000233396
ENSG00000233369
ENSG00000233276
ENSG00000233251
ENSG00000233237
ENSG00000233117
ENSG00000233098
ENSG00000233016
ENSG00000233006
ENSG00000232977
ENSG00000232956
ENSG00000232939
ENSG00000232759
ENSG00000232626
ENSG00000232573
ENSG00000232559
ENSG00000232533
ENSG00000232442
ENSG00000232412
ENSG00000232160
ENSG00000231999
ENSG00000231811
ENSG00000231793
ENSG00000231789
ENSG00000231770
ENSG00000231721
ENSG00000231689
ENSG00000231672
ENSG00000231652
ENSG00000231607
ENSG00000231500
ENSG00000231312
ENSG00000231259
ENSG00000231205
ENSG00000231119
ENSG00000231074
ENSG00000230896
ENSG00000230873
ENSG00000230772
ENSG00000230715
ENSG00000230658
ENSG00000230551
ENSG00000230513
ENSG00000230487
ENSG00000230461
ENSG00000230454
ENSG00000230424
ENSG00000230148
ENSG00000230124
ENSG00000229989
ENSG00000229980
ENSG00000229931
ENSG00000229852
ENSG00000229833
ENSG00000229715
ENSG00000229638
ENSG00000229619
ENSG00000229419
ENSG00000229344
ENSG00000229212
ENSG00000229186
ENSG00000229043
ENSG00000228998
ENSG00000228903
ENSG00000228889
ENSG00000228878
ENSG00000228794
ENSG00000228782
ENSG00000228716
ENSG00000228672
ENSG00000228638
ENSG00000228624
ENSG00000228623
ENSG00000228506
ENSG00000228502
ENSG00000228451
ENSG00000228436
ENSG00000228409
ENSG00000228300
ENSG00000228274
ENSG00000228232
ENSG00000228223
ENSG00000228109
ENSG00000228106
ENSG00000228065
ENSG00000228013
ENSG00000227953
ENSG00000227946
ENSG00000227855
ENSG00000227825
ENSG00000227811
ENSG00000227729
ENSG00000227671
ENSG00000227544
ENSG00000227533
ENSG00000227500
ENSG00000227398
ENSG00000227354
ENSG00000227268
ENSG00000227242
ENSG00000227232
ENSG00000227199
ENSG00000227057
ENSG00000227051
ENSG00000227028
ENSG00000226944
ENSG00000226900
ENSG00000226887
ENSG00000226833
ENSG00000226752
ENSG00000226742
ENSG00000226688
ENSG00000226686
ENSG00000226479
ENSG00000226419
ENSG00000226415
ENSG00000226403
ENSG00000226383
ENSG00000226328
ENSG00000226306
ENSG00000226210
ENSG00000226200
ENSG00000226137
ENSG00000226094
ENSG00000226085
ENSG00000226074
ENSG00000226031
ENSG00000225973
ENSG00000225968
ENSG00000225950
ENSG00000225938
ENSG00000225921
ENSG00000225882
ENSG00000225830
ENSG00000225648
ENSG00000225614
ENSG00000225439
ENSG00000225377
ENSG00000225265
ENSG00000225264
ENSG00000225205
ENSG00000225190
ENSG00000225151
ENSG00000225138
ENSG00000225032
ENSG00000224934
ENSG00000224914
ENSG00000224870
ENSG00000224818
ENSG00000224699
ENSG00000224687
ENSG00000224660
ENSG00000224546
ENSG00000224531
ENSG00000224389
ENSG00000224358
ENSG00000224281
ENSG00000224165
ENSG00000224152
ENSG00000224086
ENSG00000224078
ENSG00000224043
ENSG00000224032
ENSG00000224023
ENSG00000224017
ENSG00000223960
ENSG00000223891
ENSG00000223855
ENSG00000223820
ENSG00000223802
ENSG00000223797
ENSG00000223768
ENSG00000223764
ENSG00000223756
ENSG00000223749
ENSG00000223745
ENSG00000223546
ENSG00000223509
ENSG00000223478
ENSG00000223459
ENSG00000223393
ENSG00000223336
ENSG00000223247
ENSG00000222489
ENSG00000222414
ENSG00000222041
ENSG00000221995
ENSG00000221990
ENSG00000221986
ENSG00000221968
ENSG00000221963
ENSG00000221955
ENSG00000221926
ENSG00000221914
ENSG00000221909
ENSG00000221890
ENSG00000221886
ENSG00000221869
ENSG00000221866
ENSG00000221829
ENSG00000221823
ENSG00000221817
ENSG00000221676
ENSG00000220848
ENSG00000220804
ENSG00000220205
ENSG00000219626
ENSG00000219607
ENSG00000219545
ENSG00000219481
ENSG00000218891
ENSG00000218739
ENSG00000218582
ENSG00000218018
ENSG00000216775
ENSG00000215883
ENSG00000215861
ENSG00000215788
ENSG00000215630
ENSG00000215447
ENSG00000215440
ENSG00000215424
ENSG00000215421
ENSG00000215417
ENSG00000215386
ENSG00000215375
ENSG00000215271
ENSG00000215251
ENSG00000215246
ENSG00000215218
ENSG00000215158
ENSG00000215154
ENSG00000215146
ENSG00000215105
ENSG00000215067
ENSG00000215039
ENSG00000215030
ENSG00000215012
ENSG00000214960
ENSG00000214944
ENSG00000214826
ENSG00000214796
ENSG00000214776
ENSG00000214765
ENSG00000214756
ENSG00000214711
ENSG00000214708
ENSG00000214706
ENSG00000214655
ENSG00000214654
ENSG00000214595
ENSG00000214562
ENSG00000214530
ENSG00000214367
ENSG00000214357
ENSG00000214309
ENSG00000214293
ENSG00000214279
ENSG00000214194
ENSG00000214193
ENSG00000214174
ENSG00000214160
ENSG00000214135
ENSG00000214114
ENSG00000214110
ENSG00000214097
ENSG00000214078
ENSG00000214050
ENSG00000214026
ENSG00000213988
ENSG00000213977
ENSG00000213963
ENSG00000213949
ENSG00000213923
ENSG00000213918
ENSG00000213888
ENSG00000213865
ENSG00000213859
ENSG00000213853
ENSG00000213799
ENSG00000213742
ENSG00000213722
ENSG00000213719
ENSG00000213699
ENSG00000213694
ENSG00000213689
ENSG00000213672
ENSG00000213626
ENSG00000213625
ENSG00000213619
ENSG00000213563
ENSG00000213553
ENSG00000213551
ENSG00000213523
ENSG00000213468
ENSG00000213465
ENSG00000213463
ENSG00000213445
ENSG00000213420
ENSG00000213347
ENSG00000213339
ENSG00000213337
ENSG00000213240
ENSG00000213213
ENSG00000213190
ENSG00000213186
ENSG00000213160
ENSG00000213145
ENSG00000213144
ENSG00000213123
ENSG00000213096
ENSG00000213062
ENSG00000213058
ENSG00000213047
ENSG00000213020
ENSG00000213015
ENSG00000212978
ENSG00000212916
ENSG00000212864
ENSG00000212747
ENSG00000212719
ENSG00000212694
ENSG00000212464
ENSG00000212443
ENSG00000212402
ENSG00000212232
ENSG00000212195
ENSG00000211584
ENSG00000211460
ENSG00000211455
ENSG00000211450
ENSG00000211445
ENSG00000207652
ENSG00000207561
ENSG00000207501
ENSG00000207445
ENSG00000207357
ENSG00000207137
ENSG00000207133
ENSG00000207041
ENSG00000207008
ENSG00000206899
ENSG00000206652
ENSG00000206573
ENSG00000206567
ENSG00000206562
ENSG00000206561
ENSG00000206557
ENSG00000206535
ENSG00000206530
ENSG00000206527
ENSG00000206432
ENSG00000206120
ENSG00000206077
ENSG00000206053
ENSG00000206052
ENSG00000205978
ENSG00000205930
ENSG00000205913
ENSG00000205861
ENSG00000205808
ENSG00000205791
ENSG00000205786
ENSG00000205771
ENSG00000205763
ENSG00000205730
ENSG00000205726
ENSG00000205707
ENSG00000205683
ENSG00000205678
ENSG00000205643
ENSG00000205629
ENSG00000205593
ENSG00000205581
ENSG00000205562
ENSG00000205542
ENSG00000205485
ENSG00000205423
ENSG00000205403
ENSG00000205363
ENSG00000205352
ENSG00000205339
ENSG00000205334
ENSG00000205309
ENSG00000205269
ENSG00000205268
ENSG00000205220
ENSG00000205213
ENSG00000205208
ENSG00000205181
ENSG00000205155
ENSG00000205138
ENSG00000205111
ENSG00000205090
ENSG00000205085
ENSG00000205084
ENSG00000205060
ENSG00000205038
ENSG00000204977
ENSG00000204969
ENSG00000204967
ENSG00000204947
ENSG00000204934
ENSG00000204923
ENSG00000204920
ENSG00000204899
ENSG00000204860
ENSG00000204859
ENSG00000204856
ENSG00000204851
ENSG00000204842
ENSG00000204790
ENSG00000204789
ENSG00000204713
ENSG00000204685
ENSG00000204682
ENSG00000204673
ENSG00000204655
ENSG00000204644
ENSG00000204634
ENSG00000204628
ENSG00000204619
ENSG00000204611
ENSG00000204604
ENSG00000204592
ENSG00000204590
ENSG00000204569
ENSG00000204564
ENSG00000204536
ENSG00000204525
ENSG00000204524
ENSG00000204520
ENSG00000204519
ENSG00000204514
ENSG00000204498
ENSG00000204469
ENSG00000204463
ENSG00000204442
ENSG00000204438
ENSG00000204396
ENSG00000204394
ENSG00000204392
ENSG00000204387
ENSG00000204386
ENSG00000204381
ENSG00000204370
ENSG00000204356
ENSG00000204351
ENSG00000204348
ENSG00000204344
ENSG00000204323
ENSG00000204316
ENSG00000204311
ENSG00000204291
ENSG00000204282
ENSG00000204264
ENSG00000204262
ENSG00000204248
ENSG00000204219
ENSG00000204178
ENSG00000204149
ENSG00000204131
ENSG00000204128
ENSG00000204116
ENSG00000204104
ENSG00000204084
ENSG00000204070
ENSG00000204060
ENSG00000204054
ENSG00000204052
ENSG00000203993
ENSG00000203952
ENSG00000203880
ENSG00000203875
ENSG00000203872
ENSG00000203867
ENSG00000203865
ENSG00000203814
ENSG00000203799
ENSG00000203791
ENSG00000203760
ENSG00000203740
ENSG00000203705
ENSG00000203685
ENSG00000203667
ENSG00000203666
ENSG00000203645
ENSG00000203644
ENSG00000203485
ENSG00000203326
ENSG00000202515
ENSG00000202198
ENSG00000202058
ENSG00000201998
ENSG00000201793
ENSG00000201592
ENSG00000201558
ENSG00000201428
ENSG00000201098
ENSG00000200959
ENSG00000200795
ENSG00000200783
ENSG00000200503
ENSG00000200488
ENSG00000199157
ENSG00000198964
ENSG00000198961
ENSG00000198960
ENSG00000198959
ENSG00000198951
ENSG00000198948
ENSG00000198947
ENSG00000198937
ENSG00000198933
ENSG00000198932
ENSG00000198924
ENSG00000198919
ENSG00000198917
ENSG00000198915
ENSG00000198912
ENSG00000198911
ENSG00000198908
ENSG00000198901
ENSG00000198900
ENSG00000198898
ENSG00000198894
ENSG00000198892
ENSG00000198890
ENSG00000198873
ENSG00000198868
ENSG00000198865
ENSG00000198863
ENSG00000198860
ENSG00000198858
ENSG00000198856
ENSG00000198855
ENSG00000198846
ENSG00000198842
ENSG00000198841
ENSG00000198839
ENSG00000198838
ENSG00000198829
ENSG00000198826
ENSG00000198825
ENSG00000198824
ENSG00000198816
ENSG00000198815
ENSG00000198814
ENSG00000198812
ENSG00000198805
ENSG00000198799
ENSG00000198796
ENSG00000198795
ENSG00000198780
ENSG00000198774
ENSG00000198771
ENSG00000198756
ENSG00000198753
ENSG00000198744
ENSG00000198740
ENSG00000198739
ENSG00000198736
ENSG00000198729
ENSG00000198720
ENSG00000198715
ENSG00000198707
ENSG00000198682
ENSG00000198680
ENSG00000198673
ENSG00000198648
ENSG00000198646
ENSG00000198642
ENSG00000198626
ENSG00000198625
ENSG00000198618
ENSG00000198597
ENSG00000198586
ENSG00000198585
ENSG00000198561
ENSG00000198556
ENSG00000198554
ENSG00000198551
ENSG00000198523
ENSG00000198522
ENSG00000198521
ENSG00000198498
ENSG00000198496
ENSG00000198482
ENSG00000198468
ENSG00000198467
ENSG00000198466
ENSG00000198464
ENSG00000198455
ENSG00000198453
ENSG00000198440
ENSG00000198435
ENSG00000198431
ENSG00000198429
ENSG00000198420
ENSG00000198417
ENSG00000198399
ENSG00000198382
ENSG00000198380
ENSG00000198369
ENSG00000198363
ENSG00000198355
ENSG00000198346
ENSG00000198342
ENSG00000198336
ENSG00000198331
ENSG00000198324
ENSG00000198315
ENSG00000198301
ENSG00000198298
ENSG00000198270
ENSG00000198258
ENSG00000198231
ENSG00000198208
ENSG00000198189
ENSG00000198185
ENSG00000198182
ENSG00000198176
ENSG00000198169
ENSG00000198157
ENSG00000198155
ENSG00000198146
ENSG00000198142
ENSG00000198133
ENSG00000198131
ENSG00000198125
ENSG00000198113
ENSG00000198108
ENSG00000198105
ENSG00000198093
ENSG00000198089
ENSG00000198088
ENSG00000198075
ENSG00000198056
ENSG00000198053
ENSG00000198042
ENSG00000198039
ENSG00000198034
ENSG00000198018
ENSG00000198001
ENSG00000197993
ENSG00000197991
ENSG00000197989
ENSG00000197982
ENSG00000197976
ENSG00000197965
ENSG00000197958
ENSG00000197956
ENSG00000197951
ENSG00000197948
ENSG00000197943
ENSG00000197937
ENSG00000197933
ENSG00000197930
ENSG00000197927
ENSG00000197903
ENSG00000197893
ENSG00000197885
ENSG00000197863
ENSG00000197860
ENSG00000197859
ENSG00000197857
ENSG00000197852
ENSG00000197841
ENSG00000197837
ENSG00000197822
ENSG00000197798
ENSG00000197780
ENSG00000197776
ENSG00000197774
ENSG00000197771
ENSG00000197747
ENSG00000197746
ENSG00000197724
ENSG00000197714
ENSG00000197713
ENSG00000197712
ENSG00000197696
ENSG00000197694
ENSG00000197647
ENSG00000197616
ENSG00000197614
ENSG00000197608
ENSG00000197601
ENSG00000197594
ENSG00000197580
ENSG00000197566
ENSG00000197565
ENSG00000197558
ENSG00000197555
ENSG00000197536
ENSG00000197535
ENSG00000197506
ENSG00000197498
ENSG00000197496
ENSG00000197483
ENSG00000197471
ENSG00000197467
ENSG00000197461
ENSG00000197457
ENSG00000197448
ENSG00000197444
ENSG00000197415
ENSG00000197409
ENSG00000197380
ENSG00000197375
ENSG00000197372
ENSG00000197362
ENSG00000197361
ENSG00000197355
ENSG00000197343
ENSG00000197329
ENSG00000197324
ENSG00000197321
ENSG00000197302
ENSG00000197299
ENSG00000197296
ENSG00000197283
ENSG00000197275
ENSG00000197265
ENSG00000197256
ENSG00000197245
ENSG00000197191
ENSG00000197182
ENSG00000197170
ENSG00000197165
ENSG00000197162
ENSG00000197157
ENSG00000197153
ENSG00000197136
ENSG00000197128
ENSG00000197124
ENSG00000197122
ENSG00000197119
ENSG00000197111
ENSG00000197106
ENSG00000197102
ENSG00000197081
ENSG00000197077
ENSG00000197063
ENSG00000197061
ENSG00000197056
ENSG00000197054
ENSG00000197044
ENSG00000197043
ENSG00000197021
ENSG00000197020
ENSG00000197019
ENSG00000197016
ENSG00000197013
ENSG00000197008
ENSG00000196981
ENSG00000196972
ENSG00000196968
ENSG00000196951
ENSG00000196950
ENSG00000196935
ENSG00000196932
ENSG00000196924
ENSG00000196923
ENSG00000196922
ENSG00000196890
ENSG00000196878
ENSG00000196876
ENSG00000196867
ENSG00000196850
ENSG00000196843
ENSG00000196839
ENSG00000196812
ENSG00000196793
ENSG00000196787
ENSG00000196782
ENSG00000196781
ENSG00000196757
ENSG00000196756
ENSG00000196754
ENSG00000196747
ENSG00000196743
ENSG00000196741
ENSG00000196739
ENSG00000196730
ENSG00000196712
ENSG00000196704
ENSG00000196700
ENSG00000196693
ENSG00000196678
ENSG00000196670
ENSG00000196663
ENSG00000196653
ENSG00000196646
ENSG00000196636
ENSG00000196632
ENSG00000196628
ENSG00000196611
ENSG00000196604
ENSG00000196597
ENSG00000196588
ENSG00000196586
ENSG00000196584
ENSG00000196569
ENSG00000196562
ENSG00000196557
ENSG00000196550
ENSG00000196547
ENSG00000196544
ENSG00000196531
ENSG00000196511
ENSG00000196505
ENSG00000196502
ENSG00000196498
ENSG00000196482
ENSG00000196476
ENSG00000196470
ENSG00000196466
ENSG00000196458
ENSG00000196453
ENSG00000196449
ENSG00000196422
ENSG00000196417
ENSG00000196411
ENSG00000196405
ENSG00000196387
ENSG00000196381
ENSG00000196376
ENSG00000196371
ENSG00000196369
ENSG00000196368
ENSG00000196367
ENSG00000196365
ENSG00000196357
ENSG00000196353
ENSG00000196352
ENSG00000196345
ENSG00000196338
ENSG00000196323
ENSG00000196313
ENSG00000196305
ENSG00000196296
ENSG00000196284
ENSG00000196275
ENSG00000196268
ENSG00000196267
ENSG00000196262
ENSG00000196247
ENSG00000196230
ENSG00000196227
ENSG00000196220
ENSG00000196208
ENSG00000196205
ENSG00000196204
ENSG00000196189
ENSG00000196187
ENSG00000196182
ENSG00000196177
ENSG00000196172
