GO_Term_Id	GO_Term	pvalue	BH_pvalue	GO_Term_Gene_Total	Gene_Count_GO_Term	Gene_Ids
GO:0005746	mitochondrial respiratory chain	9.49509214277091e-28	1.74269468427638e-24	70	34	ENSG00000168653, ENSG00000158864, ENSG00000143252, ENSG00000130414, ENSG00000010256, ENSG00000065518, ENSG00000136521, ENSG00000109390, ENSG00000112992, ENSG00000073578, ENSG00000131495, ENSG00000112695, ENSG00000189043, ENSG00000128609, ENSG00000090266, ENSG00000156467, ENSG00000119421, ENSG00000165264, ENSG00000147123, ENSG00000131174, ENSG00000125356, ENSG00000166136, ENSG00000213619, ENSG00000110717, ENSG00000204370, ENSG00000139180, ENSG00000183648, ENSG00000137806, ENSG00000156885, ENSG00000099795, ENSG00000115286, ENSG00000169021, ENSG00000161281, ENSG00000184076
GO:0098803	respiratory chain complex	1.91078711616065e-26	3.21474009068061e-23	62	31	ENSG00000168653, ENSG00000158864, ENSG00000143252, ENSG00000130414, ENSG00000010256, ENSG00000065518, ENSG00000136521, ENSG00000109390, ENSG00000073578, ENSG00000131495, ENSG00000189043, ENSG00000128609, ENSG00000090266, ENSG00000156467, ENSG00000119421, ENSG00000165264, ENSG00000147123, ENSG00000131174, ENSG00000125356, ENSG00000166136, ENSG00000213619, ENSG00000110717, ENSG00000204370, ENSG00000139180, ENSG00000183648, ENSG00000137806, ENSG00000156885, ENSG00000099795, ENSG00000115286, ENSG00000169021, ENSG00000184076
GO:0098798	mitochondrial protein complex	4.62575294572421e-26	7.1837943247097e-23	134	46	ENSG00000130770, ENSG00000168653, ENSG00000116459, ENSG00000158864, ENSG00000143252, ENSG00000130414, ENSG00000010256, ENSG00000065518, ENSG00000136521, ENSG00000109390, ENSG00000073578, ENSG00000134056, ENSG00000131495, ENSG00000083123, ENSG00000189043, ENSG00000241468, ENSG00000128609, ENSG00000090266, ENSG00000156467, ENSG00000119421, ENSG00000165264, ENSG00000184831, ENSG00000147123, ENSG00000125356, ENSG00000108179, ENSG00000166136, ENSG00000173915, ENSG00000213619, ENSG00000110717, ENSG00000150779, ENSG00000204370, ENSG00000167283, ENSG00000139180, ENSG00000165487, ENSG00000183648, ENSG00000156411, ENSG00000137806, ENSG00000156885, ENSG00000167863, ENSG00000152234, ENSG00000099795, ENSG00000115286, ENSG00000169021, ENSG00000154723, ENSG00000241837, ENSG00000184076
GO:0005740	mitochondrial envelope	4.10598993861199e-25	5.9211307764741e-22	686	122	ENSG00000162600, ENSG00000143158, ENSG00000007923, ENSG00000173436, ENSG00000130770, ENSG00000168653, ENSG00000085491, ENSG00000116459, ENSG00000159445, ENSG00000158864, ENSG00000158882, ENSG00000143252, ENSG00000117791, ENSG00000115840, ENSG00000021826, ENSG00000130414, ENSG00000218739, ENSG00000135940, ENSG00000115468, ENSG00000161267, ENSG00000181061, ENSG00000010256, ENSG00000178537, ENSG00000065518, ENSG00000136521, ENSG00000163626, ENSG00000109390, ENSG00000171503, ENSG00000112992, ENSG00000073578, ENSG00000134056, ENSG00000127184, ENSG00000164405, ENSG00000131495, ENSG00000146066, ENSG00000124523, ENSG00000137288, ENSG00000112695, ENSG00000189043, ENSG00000196636, ENSG00000241468, ENSG00000128609, ENSG00000243317, ENSG00000090266, ENSG00000197448, ENSG00000137547, ENSG00000147586, ENSG00000120885, ENSG00000156467, ENSG00000164919, ENSG00000179091, ENSG00000119421, ENSG00000165264, ENSG00000136897, ENSG00000182154, ENSG00000184831, ENSG00000165775, ENSG00000069509, ENSG00000147123, ENSG00000131174, ENSG00000125356, ENSG00000122873, ENSG00000108179, ENSG00000166136, ENSG00000173915, ENSG00000148824, ENSG00000148950, ENSG00000075239, ENSG00000110090, ENSG00000214026, ENSG00000121653, ENSG00000213619, ENSG00000166902, ENSG00000213465, ENSG00000110717, ENSG00000150779, ENSG00000204370, ENSG00000167283, ENSG00000139180, ENSG00000135441, ENSG00000139531, ENSG00000135469, ENSG00000089163, ENSG00000165487, ENSG00000102738, ENSG00000125375, ENSG00000133983, ENSG00000213463, ENSG00000119723, ENSG00000183648, ENSG00000156411, ENSG00000137806, ENSG00000166548, ENSG00000103202, ENSG00000180185, ENSG00000156885, ENSG00000088682, ENSG00000177370, ENSG00000072778, ENSG00000125434, ENSG00000004139, ENSG00000183978, ENSG00000167863, ENSG00000125445, ENSG00000262814, ENSG00000141385, ENSG00000152234, ENSG00000099795, ENSG00000160439, ENSG00000115286, ENSG00000169021, ENSG00000126267, ENSG00000161281, ENSG00000101019, ENSG00000101247, ENSG00000197122, ENSG00000101181, ENSG00000154723, ENSG00000142168, ENSG00000241837, ENSG00000184076, ENSG00000100243
GO:0031966	mitochondrial membrane	9.40997815888419e-25	1.26652032699809e-21	645	117	ENSG00000162600, ENSG00000143158, ENSG00000007923, ENSG00000173436, ENSG00000130770, ENSG00000168653, ENSG00000085491, ENSG00000116459, ENSG00000159445, ENSG00000158864, ENSG00000158882, ENSG00000143252, ENSG00000117791, ENSG00000115840, ENSG00000021826, ENSG00000130414, ENSG00000218739, ENSG00000135940, ENSG00000115468, ENSG00000161267, ENSG00000181061, ENSG00000010256, ENSG00000178537, ENSG00000065518, ENSG00000136521, ENSG00000163626, ENSG00000109390, ENSG00000171503, ENSG00000112992, ENSG00000073578, ENSG00000134056, ENSG00000127184, ENSG00000164405, ENSG00000131495, ENSG00000146066, ENSG00000124523, ENSG00000137288, ENSG00000112695, ENSG00000189043, ENSG00000241468, ENSG00000128609, ENSG00000243317, ENSG00000090266, ENSG00000197448, ENSG00000137547, ENSG00000147586, ENSG00000120885, ENSG00000156467, ENSG00000164919, ENSG00000179091, ENSG00000119421, ENSG00000165264, ENSG00000136897, ENSG00000182154, ENSG00000184831, ENSG00000165775, ENSG00000069509, ENSG00000147123, ENSG00000131174, ENSG00000125356, ENSG00000122873, ENSG00000108179, ENSG00000166136, ENSG00000173915, ENSG00000148824, ENSG00000148950, ENSG00000075239, ENSG00000110090, ENSG00000214026, ENSG00000121653, ENSG00000213619, ENSG00000166902, ENSG00000110717, ENSG00000150779, ENSG00000204370, ENSG00000167283, ENSG00000139180, ENSG00000135469, ENSG00000089163, ENSG00000165487, ENSG00000102738, ENSG00000125375, ENSG00000133983, ENSG00000213463, ENSG00000119723, ENSG00000183648, ENSG00000156411, ENSG00000137806, ENSG00000166548, ENSG00000103202, ENSG00000180185, ENSG00000156885, ENSG00000088682, ENSG00000177370, ENSG00000072778, ENSG00000125434, ENSG00000004139, ENSG00000183978, ENSG00000167863, ENSG00000125445, ENSG00000262814, ENSG00000141385, ENSG00000152234, ENSG00000099795, ENSG00000160439, ENSG00000115286, ENSG00000169021, ENSG00000126267, ENSG00000161281, ENSG00000101019, ENSG00000101247, ENSG00000197122, ENSG00000101181, ENSG00000154723, ENSG00000241837, ENSG00000184076, ENSG00000100243
GO:0006119	oxidative phosphorylation	6.60971609659425e-22	8.34022239213383e-19	80	33	ENSG00000168653, ENSG00000158864, ENSG00000143252, ENSG00000130414, ENSG00000010256, ENSG00000065518, ENSG00000136521, ENSG00000109390, ENSG00000131495, ENSG00000137288, ENSG00000189043, ENSG00000146729, ENSG00000091140, ENSG00000128609, ENSG00000090266, ENSG00000156467, ENSG00000119421, ENSG00000165264, ENSG00000165240, ENSG00000125356, ENSG00000108179, ENSG00000166136, ENSG00000167985, ENSG00000213619, ENSG00000110717, ENSG00000139180, ENSG00000183648, ENSG00000137806, ENSG00000088682, ENSG00000172171, ENSG00000099795, ENSG00000115286, ENSG00000184076
GO:1990204	oxidoreductase complex	3.129766811732e-21	3.7168742448269e-18	93	36	ENSG00000168653, ENSG00000158864, ENSG00000143252, ENSG00000130414, ENSG00000010256, ENSG00000168291, ENSG00000065518, ENSG00000136521, ENSG00000109390, ENSG00000073578, ENSG00000134056, ENSG00000131495, ENSG00000083123, ENSG00000189043, ENSG00000091140, ENSG00000128609, ENSG00000090266, ENSG00000156467, ENSG00000119421, ENSG00000165264, ENSG00000147123, ENSG00000125356, ENSG00000197444, ENSG00000166136, ENSG00000213619, ENSG00000110717, ENSG00000204370, ENSG00000139180, ENSG00000167588, ENSG00000183648, ENSG00000137806, ENSG00000051523, ENSG00000099795, ENSG00000115286, ENSG00000169021, ENSG00000184076
GO:0015980	energy derivation by oxidation of organic compounds	6.25777474479758e-21	7.01878968459547e-18	370	83	ENSG00000142611, ENSG00000079739, ENSG00000117640, ENSG00000168653, ENSG00000116459, ENSG00000158864, ENSG00000143252, ENSG00000138400, ENSG00000115840, ENSG00000021826, ENSG00000130414, ENSG00000135940, ENSG00000157388, ENSG00000172340, ENSG00000010256, ENSG00000168291, ENSG00000065518, ENSG00000136521, ENSG00000118804, ENSG00000109390, ENSG00000171503, ENSG00000124279, ENSG00000112992, ENSG00000073578, ENSG00000127184, ENSG00000164405, ENSG00000131495, ENSG00000106617, ENSG00000189043, ENSG00000106633, ENSG00000241468, ENSG00000091140, ENSG00000128609, ENSG00000090266, ENSG00000173281, ENSG00000156467, ENSG00000164919, ENSG00000179091, ENSG00000119421, ENSG00000165264, ENSG00000056998, ENSG00000044446, ENSG00000147123, ENSG00000131174, ENSG00000125356, ENSG00000122873, ENSG00000197444, ENSG00000166136, ENSG00000167985, ENSG00000151376, ENSG00000167244, ENSG00000213619, ENSG00000213465, ENSG00000110717, ENSG00000204370, ENSG00000167283, ENSG00000139180, ENSG00000167588, ENSG00000135441, ENSG00000127334, ENSG00000100504, ENSG00000125375, ENSG00000183648, ENSG00000137806, ENSG00000166411, ENSG00000088682, ENSG00000072778, ENSG00000108946, ENSG00000167863, ENSG00000152234, ENSG00000099795, ENSG00000115286, ENSG00000169021, ENSG00000126267, ENSG00000105379, ENSG00000215251, ENSG00000101247, ENSG00000100994, ENSG00000132825, ENSG00000154723, ENSG00000241837, ENSG00000184076, ENSG00000100412
GO:0005747	mitochondrial respiratory chain complex I	1.29405925660271e-20	1.2440839205501e-17	41	22	ENSG00000168653, ENSG00000158864, ENSG00000130414, ENSG00000065518, ENSG00000136521, ENSG00000109390, ENSG00000131495, ENSG00000189043, ENSG00000128609, ENSG00000090266, ENSG00000119421, ENSG00000165264, ENSG00000147123, ENSG00000125356, ENSG00000166136, ENSG00000213619, ENSG00000110717, ENSG00000139180, ENSG00000183648, ENSG00000137806, ENSG00000099795, ENSG00000115286
GO:0030964	NADH dehydrogenase complex	1.29405925660271e-20	1.2440839205501e-17	41	22	ENSG00000168653, ENSG00000158864, ENSG00000130414, ENSG00000065518, ENSG00000136521, ENSG00000109390, ENSG00000131495, ENSG00000189043, ENSG00000128609, ENSG00000090266, ENSG00000119421, ENSG00000165264, ENSG00000147123, ENSG00000125356, ENSG00000166136, ENSG00000213619, ENSG00000110717, ENSG00000139180, ENSG00000183648, ENSG00000137806, ENSG00000099795, ENSG00000115286
GO:0045271	respiratory chain complex I	1.29405925660271e-20	1.2440839205501e-17	41	22	ENSG00000168653, ENSG00000158864, ENSG00000130414, ENSG00000065518, ENSG00000136521, ENSG00000109390, ENSG00000131495, ENSG00000189043, ENSG00000128609, ENSG00000090266, ENSG00000119421, ENSG00000165264, ENSG00000147123, ENSG00000125356, ENSG00000166136, ENSG00000213619, ENSG00000110717, ENSG00000139180, ENSG00000183648, ENSG00000137806, ENSG00000099795, ENSG00000115286
GO:0042773	ATP synthesis coupled electron transport	1.85680824413798e-20	1.61737261886927e-17	63	28	ENSG00000168653, ENSG00000158864, ENSG00000143252, ENSG00000130414, ENSG00000010256, ENSG00000065518, ENSG00000136521, ENSG00000109390, ENSG00000131495, ENSG00000189043, ENSG00000091140, ENSG00000128609, ENSG00000090266, ENSG00000156467, ENSG00000119421, ENSG00000165264, ENSG00000125356, ENSG00000166136, ENSG00000167985, ENSG00000213619, ENSG00000110717, ENSG00000139180, ENSG00000183648, ENSG00000137806, ENSG00000088682, ENSG00000099795, ENSG00000115286, ENSG00000184076
GO:0042775	mitochondrial ATP synthesis coupled electron transport	1.85680824413798e-20	1.61737261886927e-17	63	28	ENSG00000168653, ENSG00000158864, ENSG00000143252, ENSG00000130414, ENSG00000010256, ENSG00000065518, ENSG00000136521, ENSG00000109390, ENSG00000131495, ENSG00000189043, ENSG00000091140, ENSG00000128609, ENSG00000090266, ENSG00000156467, ENSG00000119421, ENSG00000165264, ENSG00000125356, ENSG00000166136, ENSG00000167985, ENSG00000213619, ENSG00000110717, ENSG00000139180, ENSG00000183648, ENSG00000137806, ENSG00000088682, ENSG00000099795, ENSG00000115286, ENSG00000184076
GO:0006091	generation of precursor metabolites and energy	1.92267783708269e-20	1.61737261886927e-17	461	94	ENSG00000142611, ENSG00000079739, ENSG00000117640, ENSG00000130770, ENSG00000168653, ENSG00000116459, ENSG00000158864, ENSG00000143252, ENSG00000138400, ENSG00000115840, ENSG00000021826, ENSG00000130414, ENSG00000135940, ENSG00000157388, ENSG00000172340, ENSG00000010256, ENSG00000168291, ENSG00000065518, ENSG00000136521, ENSG00000118804, ENSG00000109390, ENSG00000171503, ENSG00000124279, ENSG00000112992, ENSG00000073578, ENSG00000127184, ENSG00000164405, ENSG00000131495, ENSG00000065615, ENSG00000137288, ENSG00000106617, ENSG00000189043, ENSG00000106633, ENSG00000146729, ENSG00000005469, ENSG00000241468, ENSG00000091140, ENSG00000128609, ENSG00000090266, ENSG00000173281, ENSG00000156467, ENSG00000164919, ENSG00000179091, ENSG00000119421, ENSG00000165264, ENSG00000056998, ENSG00000165240, ENSG00000044446, ENSG00000147123, ENSG00000131174, ENSG00000125356, ENSG00000122873, ENSG00000197444, ENSG00000108179, ENSG00000166136, ENSG00000167985, ENSG00000151376, ENSG00000167244, ENSG00000213619, ENSG00000213465, ENSG00000110717, ENSG00000204370, ENSG00000167283, ENSG00000139180, ENSG00000152556, ENSG00000167588, ENSG00000135441, ENSG00000127334, ENSG00000100504, ENSG00000125375, ENSG00000183648, ENSG00000137806, ENSG00000166411, ENSG00000156885, ENSG00000088682, ENSG00000172171, ENSG00000072778, ENSG00000108946, ENSG00000167863, ENSG00000152234, ENSG00000099795, ENSG00000115286, ENSG00000169021, ENSG00000126267, ENSG00000161281, ENSG00000105379, ENSG00000215251, ENSG00000101247, ENSG00000100994, ENSG00000132825, ENSG00000154723, ENSG00000241837, ENSG00000184076, ENSG00000100412
GO:0006120	mitochondrial electron transport, NADH to ubiquinone	4.73805764867514e-20	3.8262658347641e-17	43	23	ENSG00000168653, ENSG00000158864, ENSG00000130414, ENSG00000065518, ENSG00000136521, ENSG00000109390, ENSG00000131495, ENSG00000189043, ENSG00000091140, ENSG00000128609, ENSG00000090266, ENSG00000119421, ENSG00000165264, ENSG00000125356, ENSG00000166136, ENSG00000213619, ENSG00000110717, ENSG00000139180, ENSG00000183648, ENSG00000137806, ENSG00000088682, ENSG00000099795, ENSG00000115286
GO:0031975	envelope	1.7700337499906e-18	1.3744312068677e-15	1085	157	ENSG00000162600, ENSG00000143158, ENSG00000169905, ENSG00000007923, ENSG00000173436, ENSG00000130770, ENSG00000168653, ENSG00000085491, ENSG00000134243, ENSG00000116459, ENSG00000159445, ENSG00000158864, ENSG00000158882, ENSG00000143252, ENSG00000143337, ENSG00000117791, ENSG00000143799, ENSG00000172292, ENSG00000115840, ENSG00000163002, ENSG00000021826, ENSG00000130414, ENSG00000218739, ENSG00000135940, ENSG00000189362, ENSG00000115468, ENSG00000173402, ENSG00000114200, ENSG00000161267, ENSG00000181061, ENSG00000010256, ENSG00000178537, ENSG00000065518, ENSG00000136521, ENSG00000163626, ENSG00000138669, ENSG00000163625, ENSG00000085871, ENSG00000109390, ENSG00000171503, ENSG00000112992, ENSG00000164197, ENSG00000073578, ENSG00000134056, ENSG00000127184, ENSG00000164405, ENSG00000015479, ENSG00000131495, ENSG00000155868, ENSG00000146066, ENSG00000177932, ENSG00000124523, ENSG00000137288, ENSG00000112695, ENSG00000164828, ENSG00000189043, ENSG00000196636, ENSG00000241468, ENSG00000128609, ENSG00000091732, ENSG00000243317, ENSG00000090266, ENSG00000197448, ENSG00000055118, ENSG00000137547, ENSG00000147586, ENSG00000120885, ENSG00000156467, ENSG00000164919, ENSG00000179091, ENSG00000119421, ENSG00000165264, ENSG00000136897, ENSG00000182154, ENSG00000101846, ENSG00000184831, ENSG00000101868, ENSG00000165775, ENSG00000069509, ENSG00000147123, ENSG00000131174, ENSG00000125356, ENSG00000120616, ENSG00000122873, ENSG00000108179, ENSG00000166136, ENSG00000173915, ENSG00000148834, ENSG00000148824, ENSG00000148950, ENSG00000075239, ENSG00000110090, ENSG00000214026, ENSG00000121653, ENSG00000213619, ENSG00000166902, ENSG00000213465, ENSG00000110717, ENSG00000150779, ENSG00000204370, ENSG00000167283, ENSG00000094916, ENSG00000139180, ENSG00000135441, ENSG00000139531, ENSG00000135469, ENSG00000120802, ENSG00000089163, ENSG00000165487, ENSG00000102738, ENSG00000151320, ENSG00000125375, ENSG00000133983, ENSG00000213463, ENSG00000119723, ENSG00000183648, ENSG00000156411, ENSG00000137806, ENSG00000166949, ENSG00000213918, ENSG00000067836, ENSG00000166548, ENSG00000103202, ENSG00000180185, ENSG00000156885, ENSG00000088682, ENSG00000108375, ENSG00000177370, ENSG00000072778, ENSG00000125434, ENSG00000004139, ENSG00000183978, ENSG00000108506, ENSG00000167863, ENSG00000125450, ENSG00000125445, ENSG00000141524, ENSG00000262814, ENSG00000141385, ENSG00000152234, ENSG00000099795, ENSG00000160439, ENSG00000115286, ENSG00000169021, ENSG00000126267, ENSG00000161281, ENSG00000105619, ENSG00000101019, ENSG00000101247, ENSG00000101439, ENSG00000197122, ENSG00000101181, ENSG00000154723, ENSG00000142168, ENSG00000241837, ENSG00000184076, ENSG00000100243
GO:0031967	organelle envelope	2.67839116814434e-18	2.00274219606171e-15	1081	156	ENSG00000162600, ENSG00000143158, ENSG00000169905, ENSG00000007923, ENSG00000173436, ENSG00000130770, ENSG00000168653, ENSG00000085491, ENSG00000134243, ENSG00000116459, ENSG00000159445, ENSG00000158864, ENSG00000158882, ENSG00000143252, ENSG00000143337, ENSG00000117791, ENSG00000143799, ENSG00000172292, ENSG00000115840, ENSG00000163002, ENSG00000021826, ENSG00000130414, ENSG00000218739, ENSG00000135940, ENSG00000189362, ENSG00000115468, ENSG00000114200, ENSG00000161267, ENSG00000181061, ENSG00000010256, ENSG00000178537, ENSG00000065518, ENSG00000136521, ENSG00000163626, ENSG00000138669, ENSG00000163625, ENSG00000085871, ENSG00000109390, ENSG00000171503, ENSG00000112992, ENSG00000164197, ENSG00000073578, ENSG00000134056, ENSG00000127184, ENSG00000164405, ENSG00000015479, ENSG00000131495, ENSG00000155868, ENSG00000146066, ENSG00000177932, ENSG00000124523, ENSG00000137288, ENSG00000112695, ENSG00000164828, ENSG00000189043, ENSG00000196636, ENSG00000241468, ENSG00000128609, ENSG00000091732, ENSG00000243317, ENSG00000090266, ENSG00000197448, ENSG00000055118, ENSG00000137547, ENSG00000147586, ENSG00000120885, ENSG00000156467, ENSG00000164919, ENSG00000179091, ENSG00000119421, ENSG00000165264, ENSG00000136897, ENSG00000182154, ENSG00000101846, ENSG00000184831, ENSG00000101868, ENSG00000165775, ENSG00000069509, ENSG00000147123, ENSG00000131174, ENSG00000125356, ENSG00000120616, ENSG00000122873, ENSG00000108179, ENSG00000166136, ENSG00000173915, ENSG00000148834, ENSG00000148824, ENSG00000148950, ENSG00000075239, ENSG00000110090, ENSG00000214026, ENSG00000121653, ENSG00000213619, ENSG00000166902, ENSG00000213465, ENSG00000110717, ENSG00000150779, ENSG00000204370, ENSG00000167283, ENSG00000094916, ENSG00000139180, ENSG00000135441, ENSG00000139531, ENSG00000135469, ENSG00000120802, ENSG00000089163, ENSG00000165487, ENSG00000102738, ENSG00000151320, ENSG00000125375, ENSG00000133983, ENSG00000213463, ENSG00000119723, ENSG00000183648, ENSG00000156411, ENSG00000137806, ENSG00000166949, ENSG00000213918, ENSG00000067836, ENSG00000166548, ENSG00000103202, ENSG00000180185, ENSG00000156885, ENSG00000088682, ENSG00000108375, ENSG00000177370, ENSG00000072778, ENSG00000125434, ENSG00000004139, ENSG00000183978, ENSG00000108506, ENSG00000167863, ENSG00000125450, ENSG00000125445, ENSG00000141524, ENSG00000262814, ENSG00000141385, ENSG00000152234, ENSG00000099795, ENSG00000160439, ENSG00000115286, ENSG00000169021, ENSG00000126267, ENSG00000161281, ENSG00000105619, ENSG00000101019, ENSG00000101247, ENSG00000101439, ENSG00000197122, ENSG00000101181, ENSG00000154723, ENSG00000142168, ENSG00000241837, ENSG00000184076, ENSG00000100243
GO:0003954	NADH dehydrogenase activity	3.33586221454696e-18	2.24492407498295e-15	39	20	ENSG00000168653, ENSG00000158864, ENSG00000130414, ENSG00000065518, ENSG00000136521, ENSG00000109390, ENSG00000131495, ENSG00000189043, ENSG00000128609, ENSG00000090266, ENSG00000119421, ENSG00000165264, ENSG00000125356, ENSG00000166136, ENSG00000213619, ENSG00000110717, ENSG00000139180, ENSG00000183648, ENSG00000099795, ENSG00000115286
GO:0008137	NADH dehydrogenase (ubiquinone) activity	3.33586221454696e-18	2.24492407498295e-15	39	20	ENSG00000168653, ENSG00000158864, ENSG00000130414, ENSG00000065518, ENSG00000136521, ENSG00000109390, ENSG00000131495, ENSG00000189043, ENSG00000128609, ENSG00000090266, ENSG00000119421, ENSG00000165264, ENSG00000125356, ENSG00000166136, ENSG00000213619, ENSG00000110717, ENSG00000139180, ENSG00000183648, ENSG00000099795, ENSG00000115286
GO:0050136	NADH dehydrogenase (quinone) activity	3.33586221454696e-18	2.24492407498295e-15	39	20	ENSG00000168653, ENSG00000158864, ENSG00000130414, ENSG00000065518, ENSG00000136521, ENSG00000109390, ENSG00000131495, ENSG00000189043, ENSG00000128609, ENSG00000090266, ENSG00000119421, ENSG00000165264, ENSG00000125356, ENSG00000166136, ENSG00000213619, ENSG00000110717, ENSG00000139180, ENSG00000183648, ENSG00000099795, ENSG00000115286
GO:0055114	oxidation-reduction process	4.09455759065544e-17	2.66661365154009e-14	1069	156	ENSG00000142611, ENSG00000079739, ENSG00000117640, ENSG00000168653, ENSG00000066135, ENSG00000116157, ENSG00000117054, ENSG00000116459, ENSG00000158864, ENSG00000143252, ENSG00000117791, ENSG00000143753, ENSG00000138400, ENSG00000130508, ENSG00000115840, ENSG00000021826, ENSG00000130414, ENSG00000182551, ENSG00000240857, ENSG00000115129, ENSG00000124370, ENSG00000135940, ENSG00000144455, ENSG00000157388, ENSG00000172340, ENSG00000113790, ENSG00000161267, ENSG00000181061, ENSG00000010256, ENSG00000168291, ENSG00000065518, ENSG00000136521, ENSG00000087008, ENSG00000118804, ENSG00000168769, ENSG00000085871, ENSG00000109610, ENSG00000164039, ENSG00000109390, ENSG00000171503, ENSG00000124279, ENSG00000112992, ENSG00000073578, ENSG00000242110, ENSG00000134056, ENSG00000127184, ENSG00000129596, ENSG00000164904, ENSG00000164405, ENSG00000131495, ENSG00000146066, ENSG00000083123, ENSG00000065615, ENSG00000079931, ENSG00000112096, ENSG00000106049, ENSG00000160993, ENSG00000106617, ENSG00000189043, ENSG00000106633, ENSG00000005469, ENSG00000241468, ENSG00000091140, ENSG00000128609, ENSG00000090266, ENSG00000197448, ENSG00000198363, ENSG00000147576, ENSG00000173281, ENSG00000104325, ENSG00000156467, ENSG00000164919, ENSG00000104524, ENSG00000179091, ENSG00000119471, ENSG00000119421, ENSG00000165264, ENSG00000106853, ENSG00000185010, ENSG00000056998, ENSG00000089472, ENSG00000044446, ENSG00000147123, ENSG00000131174, ENSG00000125356, ENSG00000196177, ENSG00000122873, ENSG00000138336, ENSG00000197444, ENSG00000166136, ENSG00000148834, ENSG00000165672, ENSG00000133816, ENSG00000167985, ENSG00000134824, ENSG00000110090, ENSG00000151376, ENSG00000167244, ENSG00000213619, ENSG00000213465, ENSG00000110717, ENSG00000204370, ENSG00000167283, ENSG00000174099, ENSG00000139180, ENSG00000152556, ENSG00000167588, ENSG00000135441, ENSG00000139531, ENSG00000127334, ENSG00000089163, ENSG00000122971, ENSG00000100504, ENSG00000125375, ENSG00000139921, ENSG00000140043, ENSG00000119723, ENSG00000100577, ENSG00000183648, ENSG00000137806, ENSG00000128928, ENSG00000166411, ENSG00000186153, ENSG00000167264, ENSG00000242612, ENSG00000198736, ENSG00000155666, ENSG00000088682, ENSG00000103150, ENSG00000051523, ENSG00000072778, ENSG00000109016, ENSG00000179761, ENSG00000108946, ENSG00000167863, ENSG00000152234, ENSG00000180011, ENSG00000099795, ENSG00000160439, ENSG00000127663, ENSG00000115286, ENSG00000167815, ENSG00000169021, ENSG00000126267, ENSG00000105379, ENSG00000215251, ENSG00000101247, ENSG00000100994, ENSG00000132825, ENSG00000154723, ENSG00000142168, ENSG00000241837, ENSG00000184076, ENSG00000100350, ENSG00000100412, ENSG00000100243
